SnapshotDate,SnapshotTimeBucket,Ticker,Base,Low,Mid,High,PredLowRetPct,PredMidRetPct,PredHighRetPct,Model,EvalRows,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore
2026-04-17,AM_EARLY,NVL,17.05,16.569442313765656,16.654250087167352,17.251905232817403,-2.818520153867134,-2.321113858256006,1.1841949138850631,hist_gbm,5,0.7803645403658587,1.1028799297305094,100.0,0.8805768670985392
