SnapshotDate,Ticker,Horizon,ForecastWindow,Base,ForecastDate,Model,EvalRows,OpenMAEPct,HighMAEPct,LowMAEPct,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore,ForecastOpen,ForecastHigh,ForecastLow,ForecastClose,ForecastCloseRetPct,ForecastRangePct,ForecastCandleBias
2026-04-17,NVL,1,T+1,17.05,,hist_gbm,30,1.6001977180846818,2.8810310899917355,1.9715243713764603,3.2946949867168,2.6594191190581924,53.333333333333336,6.554383629763728,17.099667707438204,17.290746737098413,16.806136124261915,16.974233349364575,-0.4443791826124754,2.8422909843782875,BEARISH
