EngineRunAt,Sector,TickerCount,SectorBreadthAboveSMA20Pct,SectorBreadthAboveSMA50Pct,SectorBreadthPositive5dPct,SectorMedianRet5d,SectorMedianRet20d,SectorMedianRet60d,SectorMedianRet20dVsIndex,SectorMedianRet60dVsIndex,SectorMeanCoMoveWithIndex20Pct,SectorMedianForeignFlow5d_kVND,SectorMedianForeignFlow20d_kVND,SectorMedianProprietaryFlow5d_kVND,SectorMedianProprietaryFlow20d_kVND,SectorADTVRank
2026-04-17T09:54:00.844413+07:00,Bất động sản,1,100.0,100.0,100.0,1.7964071856287456,22.302158273381288,32.8125,15.198522883505293,35.22401866151866,60.0,-66860795.0,-247107125.0,2961675.0,92613355.0,100.0
