Ticker,LatestDate,LastClose,DailyOpen,DailyHigh,DailyLow,DailyVolume,Ret1dPct,Ret5dPct,Ret20dPct,Ret60dPct,Ret120dPct,Ret252dPct,SMA20,SMA50,SMA200,EMA20,EMA50,DistSMA20Pct,DistSMA50Pct,DistSMA200Pct,DistEMA20Pct,RSI14,ATR14,ATR14Pct,RealizedVol20dPct,RealizedVol60dPct,DownsideVol20dPct,Drawdown60dPct,Drawdown252dPct,DailyGapPct,DailyCloseLocationPct,DailyTradedValue,ADV20Shares,ADV60Shares,AvgValue20,AvgValue60,VolumeRatio20,ValueRatio20,High52w,Low52w,Pos52wPct,ExcessRet20dVsVNINDEXPct,ExcessRet60dVsVNINDEXPct,Beta60dVsVNINDEX,Corr60dVsVNINDEX,ExcessRet20dVsVN30Pct,ExcessRet60dVsVN30Pct,Beta60dVsVN30,Corr60dVsVN30,IntradayDate,IntradayLastTimestamp,IntradayOpen,IntradayHigh,IntradayLow,IntradayLast,IntradayVolume,IntradayVWAP,IntradayRetFromOpenPct,IntradayRangePct,IntradayCloseVsVWAPPct,IntradayAvgVolumePerMinute,IntradayTradedValue,IntradayRet5mPct,IntradayVolume5m,IntradayRet15mPct,IntradayVolume15m,IntradayRet30mPct,IntradayVolume30m,IntradayRet60mPct,IntradayVolume60m,IntradayVolumePctADV20,IntradayFirst15mVolume,IntradayFirst15mRangePct,IntradayFirst30mVolume,IntradayFirst30mRangePct,FetchedAt,PriceboardTime,FloorCode,BasicPrice,FloorPrice,CeilingPrice,HighestPrice,LowestPrice,AccumulatedValue,AccumulatedVolume,MatchPrice,MatchVolume,CurrentPrice,CurrentVolume,ForeignBuyVolume,ForeignSellVolume,ForeignNetVolume,ForeignTotalRoom,ForeignCurrentRoom,BestBid1,BestAsk1,BidVolume1,AskVolume1,BestBid2,BestAsk2,BidVolume2,AskVolume2,BestBid3,BestAsk3,BidVolume3,AskVolume3,BestBid4,BestAsk4,BidVolume4,AskVolume4,BestBid5,BestAsk5,BidVolume5,AskVolume5,BestBid6,BestAsk6,BidVolume6,AskVolume6,BestBid7,BestAsk7,BidVolume7,AskVolume7,BestBid8,BestAsk8,BidVolume8,AskVolume8,BestBid9,BestAsk9,BidVolume9,AskVolume9,BestBid10,BestAsk10,BidVolume10,AskVolume10,BidAskSpreadPct,BidDepthVolume10,AskDepthVolume10,DepthImbalance,OverviewFetchedAt,PE_fwd,PB,ROE,PeriodLabel,DateRange,PeriodEnd,AvailableDate,Revenue,GrossProfit,OperatingProfit,NetProfit,ParentNetProfit,Cash,Receivables,Inventory,TotalAssets,TotalLiabilities,ShortLiabilities,LongLiabilities,Equity,BCTT_EPS4Q,BCTT_BVPS,BCTT_PB,BCTT_GrossMarginPct,BCTT_NetMarginPct,BCTT_ROEAPct,BCTT_ROAAPct,BCTT_CurrentRatio,BCTT_InterestCoverage,BCTT_DebtToAssetsPct,BCTT_DebtToEquityPct,BCTT_RevenueQoQPct,BCTT_RevenueYoYPct,BCTT_NetProfitQoQPct,BCTT_NetProfitYoYPct,BCTT_GrossProfitYoYPct,BCTT_InventoryYoYPct,BCTT_ReceivablesYoYPct,BCTT_EquityYoYPct,BCTT_CashToShortLiability,BCTT_InventoryToRevenue,BCTT_ReceivablesToRevenue,BCTTFetchedAt,ForeignFlowDate,ForeignRoomRemaining_shares,ForeignHoldingPct,NetBuySellForeign_shares_1d,NetBuySellForeign_kVND_1d,NetBuySellForeign_shares_5d,NetBuySellForeign_kVND_5d,NetBuySellForeign_shares_20d,NetBuySellForeign_kVND_20d,ProprietaryFlowDate,NetBuySellProprietary_shares_1d,NetBuySellProprietary_kVND_1d,NetBuySellProprietary_shares_5d,NetBuySellProprietary_kVND_5d,NetBuySellProprietary_shares_20d,NetBuySellProprietary_kVND_20d
MBB,2026-09-22,20.1,20.15,20.2,19.95,9661200,-0.4950495049504844,0.5000000000000115,-0.9852216748768461,-18.623481781376505,-21.94174757281553,-26.909090909090907,20.384999999999998,21.477339999999998,24.79075,20.387125744957025,21.415627435211334,-1.3980868285503933,-6.412991552957658,-18.921371882657834,-1.4083679501905588,35.820895522388085,0.36428571428571416,1.8123667377398713,23.35518608481453,41.522271306814176,14.151942753191468,-19.596783871354837,-30.689655172413786,-0.24752475247524774,60.00000000000085,194190120.0,12490480.0,13253255.016666668,254228672.5,292899940.2691667,0.7734850862416817,0.7638403571493299,29.5,19.6,5.050505050505051,-5.753304523848146,-16.146924271460083,0.8522937779832147,0.3696806140255645,-5.1345333024880535,-16.665005860753144,0.9961263614992188,0.40909304355962933,2026-09-22,2026-09-22 14:45:00+07:00,20.15,20.2,19.95,20.1,9673700.0,20.066032645213312,-0.2481389578163684,1.240694789081886,0.1692778806217765,42803.982300884956,194112780.0,0.5000000000000115,1458100.0,0.5000000000000115,2023000.0,0.24937655860348684,3037700.0,0.5000000000000115,4285700.0,77.44858484221582,386800.0,0.49627791563274376,1155900.0,0.49627791563274376,2026-09-22T20:25:48.801190+07:00,14:46:13,10.0,20.2,18.8,21.6,20.2,19.95,193891.97,966120.0,20.1,50.0,0.0,0.0,151355.0,252530.0,-101175.0,215232537.6,8452710.5,20.05,20.1,570.0,8490.0,20.0,20.15,4950.0,89730.0,19.95,20.2,88150.0,43820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93670.0,142040.0,-0.2052097916931823,2026-09-22T13:26:05.586304,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,1611223.0,,,,,3848.46,18590.36,1.42,,,5.15,0.47,,,,,,,,,,,,,,,,2026-07-02T02:46:09.067918,2026-07-10,86230028.0,22.16,2676100.0,66202740.00000001,4727100.0,121241810.0,-19059300.0,-474707630.0,2026-07-10,242600.0,6043400.0,-771530.0,-19753808.0,-9718352.0,-242871071.0
MSN,2026-09-22,70.3,67.7,71.4,67.7,8932200,3.840472673559825,4.302670623145377,3.2305433186490484,-1.6783216783216814,-6.0160427807486645,-19.009216589861754,68.69500000000001,67.524,73.97800000000001,68.22698993026437,68.63330501034417,2.336414586214408,4.1111308571766925,-4.971748357619843,3.0384017701124977,50.52631578947366,1.4857142857142855,2.1133915870757978,22.841989438676514,23.61853248433117,12.786796074363943,-3.0344827586206935,-20.29478458049887,0.0,70.27027027027006,627933660.0,4304485.0,4205405.766666667,296519337.5,285671666.8016667,2.075091445318081,2.117681987603928,94.0,61.7,26.62538699690401,-1.5375395303222517,0.7982358315947402,0.8225111227039114,0.6272018499320474,-0.918768308962159,0.28015424230167785,0.9729019256215462,0.7024330161048632,2026-09-22,2026-09-22 14:45:00+07:00,67.7,71.4,67.7,70.3,8927600.0,70.17993973744343,3.840472673559825,5.465288035450521,0.171074901183621,39502.654867256635,626538430.0,0.14245014245013454,491800.0,0.28530670470756636,877500.0,-0.14204545454546968,1424300.0,0.28530670470756636,2282000.0,207.40227925059557,515600.0,2.2156573116691285,2328900.0,3.8404726735598147,2026-09-22T20:25:48.801190+07:00,14:46:14,10.0,67.7,63.0,72.4,71.4,67.7,626549.01,893220.0,70.3,50.0,0.0,0.0,121013.3,67782.0,53231.3,153495108.1,116435127.5,70.3,70.4,350.0,17950.0,70.2,70.5,5730.0,30700.0,70.1,70.6,2580.0,18960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8660.0,67610.0,-0.7729120230759146,2026-09-22T13:26:06.811321,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,24020.0,7906.0,2319.0,1974.0,1246.0,7081.0,3603.0,11330.0,130718.0,84455.0,41646.0,42810.0,46263.0,3285.91,30426.0,2.48,32.91,8.22,2.73,0.96,0.75,2.91,64.61,140.58,3.329605093349386,27.110123299994715,-13.986928104575158,100.81383519837233,27.639651275427823,15.635844049806092,-84.81924665037499,6.773910635155089,0.17002833405369064,0.4716902581182348,0.15,2026-07-02T02:46:12.371884,2026-07-10,1165801927.0,25.53,4700.0,340550.0,-7045900.0,-485144750.0,-11659300.0,-815857160.0,2026-07-10,-82700.0,-5649710.0,-1739200.0,-119655820.0,-2376058.0,-166761893.0
MWG,2026-09-22,72.8,71.4,73.5,71.4,2726900,1.5341701534170138,2.2471910112359383,0.13755158184318717,-5.699481865284984,-9.9009900990099,-9.339975093399755,72.97,72.37038000000001,80.490095,72.44090379724076,73.37861567355226,-0.23297245443333336,0.5936406579597708,-9.55408861177267,0.49570916973140644,42.25352112676055,1.7357142857142844,2.384222919937204,26.78504578158933,34.813333854331,13.74845682499917,-9.000000000000007,-22.305229455709718,-0.4184100418409997,66.66666666666644,198518320.0,2612015.0,3731131.6666666665,190835983.0,271747736.0366667,1.0439832849351938,1.0402562288266148,94.4,61.544,34.25858290723155,-4.630531267128113,-3.222924355368562,1.4051931012323007,0.7269572208234955,-4.01176004576802,-3.7410059446616244,1.6218176019115558,0.7944108326850025,2026-09-22,2026-09-22 14:45:00+07:00,71.4,73.5,71.4,72.8,2725600.0,72.71612122101556,1.9607843137254832,2.941176470588227,0.11535100824409117,12167.857142857143,198195060.0,0.13755158184318717,346200.0,0.5524861878452914,532500.0,0.6915629322268302,662300.0,0.13755158184318717,863200.0,104.34855848837007,81500.0,0.7002801120448179,574400.0,2.941176470588227,2026-09-22T20:25:48.801190+07:00,14:45:03,10.0,71.7,66.7,76.7,73.5,71.4,198314.73,272690.0,72.8,20.0,0.0,0.0,49610.0,49010.0,600.0,72374729.4,0.0,72.7,72.8,60.0,70.0,72.6,72.9,10.0,2650.0,72.5,73.0,8730.0,10180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800.0,12900.0,-0.1889400921658986,2026-09-22T13:26:08.132337,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,46462.0,9710.0,3347.0,2758.0,2714.0,4554.0,2121.0,27601.0,83995.0,48061.0,48061.0,,35933.0,5560.99,24471.0,3.34,20.9,5.94,7.86,3.23,1.6,9.01,57.22,78.2,8.429404900816806,28.578940085789405,32.21476510067114,78.16537467700257,34.86111111111112,21.01455629603648,-78.49538679914833,21.11294617277293,0.09475458271779613,0.5940553570659894,0.045650208772760534,2026-07-02T02:46:15.770522,2026-07-10,285388.0,48.98,120900.0,9604600.0,860900.0,67695820.0,2747400.0,223164940.0,2026-07-10,-252300.0,-19310790.0,-2045620.0,-168717429.99999997,163762.0,10350955.0
PLX,2026-09-22,36.5,37.0,37.0,35.9,5587700,-0.9497964721845387,-2.27576974564927,-4.450261780104714,-2.0134228187919434,-11.835748792270529,1.5299026425591,36.625,35.62694,41.501234999999994,36.54904396629069,36.51914700414034,-0.34129692832765013,2.4505612887326444,-12.050810054206806,-0.13418672821079447,51.773049645390074,1.1749999999999996,3.2191780821917795,29.430219894753744,38.725966066249455,12.446966409909416,-4.450261780104714,-47.48201438848921,0.407055630936215,54.54545454545461,203951050.0,5406680.0,3441495.25,199068585.5,124816682.99083334,1.0334808052261277,1.024526544395424,70.4,31.9,11.94805194805195,-9.218344629076014,0.46313469112447825,0.8390857751277501,0.3902317115754297,-8.599573407715923,-0.05494689816858411,0.907968153511257,0.39981319088812145,2026-09-22,2026-09-22 14:45:00+07:00,37.0,37.0,35.9,36.5,5594400.0,36.320225582725584,-1.3513513513513487,2.972972972972977,0.49497054159244325,24975.0,203189870.0,0.137174211248281,358200.0,0.828729281767937,732700.0,0.27472527472527375,1236400.0,1.388888888888884,1899400.0,103.47200130209298,512600.0,1.6216216216216255,795200.0,1.6216216216216255,2026-09-22T20:25:48.801190+07:00,14:46:17,10.0,36.85,34.3,39.4,37.0,35.9,202965.085,558770.0,36.5,320.0,0.0,0.0,12540.0,63740.0,-51200.0,25877561.6,7303755.5,36.45,36.5,1880.0,8080.0,36.35,36.55,550.0,2390.0,36.3,36.6,1010.0,4740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440.0,15210.0,-0.6310991957104558,2026-09-22T13:26:09.651801,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,98698.0,3701.0,-493.0,-662.0,-763.0,10034.0,19662.0,29754.0,106073.0,77189.0,76146.0,1042.0,28884.0,1351.42,22733.0,1.78,3.75,-0.67,-2.61,-0.8,1.05,-1.6,72.77,38.1,20.520679423149723,45.441417014190776,-194.97847919655666,-413.7440758293839,-0.2963362068965525,89.7939656822096,65.28244788164088,-2.1544715447154417,0.1317731725894991,0.30146507528014754,0.19921376319682263,2026-07-02T03:18:29.958287,2026-07-10,78209060.0,13.96,-199700.0,-7297540.0,-103900.0,-4169689.999999999,-702100.0,-27511245.0,2026-07-10,2800.0,102220.0,-60500.0,-2130475.0,-38520.0,-1399557.0
SAB,2026-09-22,44.65,43.8,44.75,43.8,620900,1.8244013683010207,0.22446689113355678,-4.594017094017088,-8.127572016460915,1.1325028312570762,-2.6066092267422847,45.025,44.8269,46.7934,44.770842672732336,45.25497796947554,-0.8328706274292053,-0.3946291177841954,-4.580560506396203,-0.26991377762459745,42.14876033057848,0.778571428571429,1.7437210046392588,16.79658614369244,22.498032214167214,10.442374346800523,-8.316221765913767,-16.852886405959033,-0.11402508551882073,89.47368421052619,27723185.0,540180.0,642464.7666666667,24367178.5,29220382.910833336,1.1494316709245067,1.137726511914377,57.1,42.05,17.275747508305653,-9.362099942988388,-5.651014506544493,0.395214944296614,0.3163787345582558,-8.743328721628295,-6.169096095837556,0.46053217916817085,0.3490633160455155,2026-09-22,2026-09-22 14:45:00+07:00,43.8,44.75,43.8,44.65,621200.0,44.35114294913071,1.9406392694063967,2.1689497716895043,0.6738429519439038,2862.672811059908,27550930.0,-0.11185682326623203,31300.0,0.22446689113355678,48500.0,-0.11185682326623203,77400.0,0.22446689113355678,171900.0,114.99870413565849,143400.0,0.5707762557077626,172700.0,1.2557077625570874,2026-09-22T20:25:48.801190+07:00,14:46:18,10.0,43.85,40.8,46.9,44.75,43.8,27549.685,62090.0,44.65,40.0,0.0,0.0,28760.0,19582.0,9178.0,128256237.2,52738707.9,44.6,44.65,380.0,540.0,44.5,44.7,790.0,2470.0,44.45,44.75,1040.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210.0,3950.0,-0.2824675324675325,2026-09-22T13:26:11.639804,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,6457.0,2405.0,1548.0,1245.0,1185.0,3699.0,496.0,2063.0,30874.0,6675.0,5954.0,721.0,24199.0,3754.41,18868.0,2.35,37.25,19.29,5.02,3.73,3.73,205.93,21.62,1.27,-5.557993271902884,11.116847358458104,11.260053619302957,55.62499999999999,28.472222222222232,-6.904332129963898,-44.26966292134832,-5.494805904866052,0.621263016459523,0.31949821898714575,0.07681585875793712,2026-07-02T03:18:33.194118,2026-07-10,530446722.0,58.64,-45400.0,-2141440.0,-278500.0,-13229220.0,-51400.0,-2259890.0,2026-07-10,2700.0,128654.99999999999,1600.0,71805.0,64100.0,3032055.0
SHB,2026-09-22,11.65,11.6,11.65,11.5,15475500,0.4310344827586299,0.8658008658008587,0.4310344827586299,-14.652014652014655,-23.496191226687678,-35.05407514773107,11.805000000000001,11.873,14.196070000000002,11.731871627007568,12.074440204243702,-1.3130029648454111,-1.878211067127089,-17.935034132686035,-0.6978564853973745,34.28571428571436,0.2321428571428574,1.9926425505824668,22.508123116647486,28.21671391533697,11.264224429393838,-14.963503649635035,-35.05407514773107,0.0,100.0,180289575.0,46271225.0,48867357.35,547054418.25,592553226.7283334,0.33445191909226524,0.3295642425788963,18.184,11.1,7.763975155279512,-4.33704836621267,-12.175457142098233,1.0201309145711943,0.651130343651224,-3.7182771448525775,-12.693538731391296,1.145000937429461,0.6919714403571651,2026-09-22,2026-09-22 14:45:00+07:00,11.6,11.65,11.5,11.65,15346000.0,11.59163104392024,0.4310344827586299,1.2931034482758652,0.5035439435451483,67902.65486725664,177885170.0,0.4310344827586299,5038400.0,0.8658008658008587,5349600.0,0.4310344827586299,6117800.0,0.8658008658008587,7116400.0,33.16532034758103,493100.0,0.8620689655172384,764100.0,0.8620689655172384,2026-09-22T20:25:48.801190+07:00,14:46:19,10.0,11.6,10.8,12.4,11.65,11.5,179411.96,1547550.0,11.65,1030.0,0.0,0.0,88773.0,45145.3,43627.7,160326000.7,138871353.2,11.6,11.65,20430.0,118660.0,11.55,11.7,173780.0,178280.0,11.5,11.75,316080.0,213810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510290.0,510750.0,-0.0004505210373736582,2026-09-22T13:26:13.012668,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,930983.0,,,,,2809.4,15613.37,1.0,,,5.33,0.41,,,,,,,,,,,,,,,,2026-07-02T03:18:36.664439,2026-07-10,1255860762.0,3.97,-198600.0,-2630085.0,-13316600.0,-178381950.0,-22907700.0,-310737380.0,2026-07-10,590500.0,7850840.0,-118830.0,-1795523.0,1020277.0,13080998.0
SSB,2026-09-22,20.9,20.9,21.7,20.9,3800200,-6.904231625835189,0.0,38.41059602649006,37.5,49.05149051490514,25.94913824273832,18.75,16.792,14.978299999999999,19.453259882205277,17.502775989412584,11.466666666666669,24.464030490709842,39.535194247678305,7.4370060676468785,65.32258064516128,1.25,5.980861244019139,67.64231609771018,44.89645325428316,35.85563297743779,-13.278008298755195,-13.278008298755195,-6.904231625835189,0.0,79424180.0,3655595.0,2723301.6666666665,73071903.0,48006160.443333335,1.039557171951488,1.0869318676427517,24.8,13.234,66.2804772609372,33.642513177518765,39.97655750991642,0.32300379064044593,0.12957286032771215,34.26128439887886,39.45847592062336,0.3081824899675502,0.11705357678201925,2026-09-22,2026-09-22 14:45:00+07:00,20.9,21.7,20.9,20.9,3829500.0,21.06353179266223,0.0,3.827751196172252,-0.7763740396052543,18063.67924528302,80662795.0,0.0,109400.0,0.0,170300.0,0.0,187400.0,0.0,271000.0,104.75722830346359,1703100.0,3.827751196172252,2069600.0,3.827751196172252,2026-09-22T20:25:48.801190+07:00,14:46:20,10.0,22.45,20.9,24.0,21.7,20.9,79866.515,380020.0,20.9,20.0,0.0,0.0,55040.0,38604.1,16435.9,104064000.0,101119823.7,0.0,20.9,0.0,98040.0,0.0,20.95,0.0,1520.0,0.0,21.0,0.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100860.0,-1.0,2026-09-22T13:26:14.290257,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,403198.0,,,,,1124.99,14580.59,1.16,,,2.71,0.28,,,,,,,,,,,,,,,,2026-07-02T03:18:40.168064,2026-07-10,1018277583.0,0.3,168300.0,2682405.0,847700.0,13904495.0,3204100.0,51674045.0,2026-07-10,23700.0,382400.0,100410.0,1642604.0,345053.0,5434555.0
SSI,2026-09-22,20.95,20.95,21.35,20.9,12109000,0.23923444976077235,1.4527845036319542,7.989690721649478,-20.9433962264151,-21.092278719397374,-43.307896303512486,20.9775,22.145800000000005,27.284810000000004,21.042680403865887,22.256775724530726,-0.13109283756405077,-5.399669463284262,-23.217350606436337,-0.4404401059518115,44.59459459459456,0.5535714285714286,2.6423457211046713,35.01244152942766,54.4782499048243,15.291577808698346,-23.400365630712983,-44.51360012712874,0.23923444976077235,11.1111111111112,253683550.0,22628140.0,20713978.95,475375949.25,470783744.95416665,0.5351301521026474,0.5336482638640768,39.442,19.2,8.64539077166288,3.2216078726781783,-18.46683871649868,1.5741578532365317,0.5204075558136367,3.840379094038271,-18.98492030579174,1.7819357785774292,0.5577732255946893,2026-09-22,2026-09-22 14:45:00+07:00,20.95,21.35,20.9,20.95,12158200.0,21.05426666776332,0.0,2.147971360381875,-0.49522820912573096,53797.345132743365,255981985.0,0.0,829500.0,0.23923444976077235,1055900.0,0.0,2694300.0,-0.23809523809523725,3881700.0,53.730443598103946,922300.0,0.4773269689737538,2854000.0,1.9093078758949982,2026-09-22T20:25:48.801190+07:00,14:46:20,10.0,20.9,19.45,22.35,21.35,20.9,254976.315,1210900.0,20.95,10.0,0.0,0.0,101867.6,88545.0,13322.600000000006,300329380.1,209832334.0,20.95,21.0,16080.0,17800.0,20.9,21.05,104550.0,20090.0,20.85,21.1,29860.0,22020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150490.0,59910.0,0.43051330798479087,2026-09-22T13:26:15.626574,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,1596.0,,1278.0,919.0,1137.0,,93114.0,53446.0,53336.0,110.0,39668.0,2177.08,15923.98,1.69,71.75,40.2,3.56,1.37,1.65,,57.4,,,,,,,,52.617449664429536,43.190268201999785,0.01723038848057597,,,2026-07-02T02:46:20.372780,2026-07-10,1722371513.0,31.19,-1669100.0,-44603550.0,-5279600.0,-142901585.0,-9813700.0,-263295710.0,2026-07-10,-301200.0,-7900280.0,-894303.0,-24112741.0,-3064174.0,-84340451.0
STB,2026-09-22,76.7,76.7,77.9,76.6,1778400,0.0,0.9210526315789558,2.9530201342282014,6.232686980609414,25.326797385620914,36.72014260249554,75.995,73.96600000000001,66.13650000000001,76.01019659117338,74.38868701303664,0.9276926113560124,3.6962928913284454,15.972269472983891,0.907514306977486,54.61538461538462,1.6857142857142884,2.197802197802201,24.257982252335903,24.76493432767005,9.753856124535556,-1.9181585677749413,-1.9181585677749413,0.0,7.692307692308281,136403280.0,3397565.0,3676569.5,258908171.0,271241726.725,0.5234336944252722,0.5268403831101954,79.0,45.95,93.0408472012103,-1.8150627147430987,8.709244490525837,0.5171119812906387,0.376067566976723,-1.196291493383006,8.191162901232774,0.5814201812795995,0.400351706942873,2026-09-22,2026-09-22 14:45:00+07:00,76.7,77.9,76.6,76.7,1777300.0,77.24810105215776,0.0,1.6949152542373032,-0.709533366765458,8152.752293577982,137293050.0,-0.2600780234070288,315200.0,-0.2600780234070288,397600.0,-0.9043927648578864,497100.0,-1.0322580645161228,859500.0,52.31099331432952,149400.0,1.0430247718383459,264700.0,1.3037809647979137,2026-09-22T20:25:48.801190+07:00,14:46:20,10.0,76.7,71.4,82.0,77.9,76.6,137369.07,177840.0,76.7,300.0,0.0,0.0,27540.0,64505.0,-36965.0,56556471.4,36436104.6,76.7,76.8,33090.0,800.0,76.6,77.0,5680.0,1000.0,76.5,77.1,12130.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50900.0,2700.0,0.8992537313432836,2026-09-22T13:26:17.153271,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,859572.0,,,,,2454.27,32609.85,1.91,,,2.61,0.18,,,,,,,,,,,,,,,,2026-07-02T03:18:43.690504,2026-07-10,350491423.0,11.41,-125800.0,-8937530.0,-1458400.0,-104092030.0,-7602900.0,-544959360.0,2026-07-10,220100.0,15638590.0,673500.0,47965080.0,-2378356.0,-173457052.0
TCB,2026-09-22,32.3,32.2,32.7,32.05,11125400,0.15503875968991832,0.31055900621115295,4.193548387096757,-3.293413173652704,8.128012854847345,-13.969902783326681,32.28,31.155,32.29792499999999,32.04059412989126,31.732857078226296,0.06195786864930941,3.6751725244743794,0.0064245613301983084,0.8096162919361438,41.66666666666664,0.7321428571428574,2.26669615214507,37.640789568031735,32.594213014484886,19.933871052199443,-5.8309037900874605,-20.146357141091254,-0.15503875968991832,38.461538461538126,359350419.99999994,15328780.0,14348608.55,498858098.5,454769992.8916666,0.7257850918337924,0.7203459682834035,41.135,27.766,33.91427930286483,-0.5745344618745429,-0.8168556637362823,1.017268884557504,0.5621001769914952,0.044236759485549726,-1.3349372530293446,1.2861523787043823,0.6728847546863037,2026-09-22,2026-09-22 14:45:00+07:00,32.2,32.7,32.05,32.3,11129600.0,32.29345663815411,0.31055900621115295,2.0186335403726883,0.020262190942288427,49246.017699115044,359413255.0,0.31055900621115295,1341600.0,0.31055900621115295,1743100.0,0.15503875968991832,2680500.0,0.15503875968991832,4886200.0,72.6059086241697,411900.0,0.6211180124223691,644900.0,0.6211180124223691,2026-09-22T20:25:48.801190+07:00,14:46:21,10.0,32.25,30.0,34.5,32.7,32.05,359307.345,1112540.0,32.3,100.0,0.0,0.0,116370.0,384780.0,-268410.0,159713938.1,11068742.7,32.25,32.3,3140.0,17470.0,32.2,32.35,53670.0,8940.0,32.15,32.4,42920.0,34830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99730.0,61240.0,0.23911287817605764,2026-09-22T13:26:18.414698,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,1190454.0,,,,,3675.48,26344.4,1.17,,,3.64,0.56,,,,,,,,,,,,,,,,2026-07-02T02:46:23.614324,2026-07-10,70436637.0,21.54,-1028600.0,-33781385.0,-6733800.0,-225761895.0,-40165800.0,-1294887265.0,2026-07-10,100500.0,3490365.0,2732999.0,91986109.0,36421557.0,1146512788.0
TPB,2026-09-22,14.25,14.1,14.25,14.05,10217300,1.7857142857142794,0.7067137809187329,-1.7241379310344862,-10.9375,-10.658307210031348,-23.857868020304572,14.377500000000001,14.52,16.058500000000002,14.303786417481762,14.648467205433263,-0.8868022952530086,-1.8595041322314043,-11.261948500793984,-0.3760292268907617,38.888888888888864,0.2535714285714287,1.7794486215538858,18.227829586700878,21.769958406131526,9.650066937246343,-14.925373134328357,-25.188996220075587,0.7142857142857117,100.0,145596525.0,6992205.0,8695447.033333333,100427546.25,130279224.42833333,1.4612414824794182,1.4497668263004087,19.191,13.75,9.189487226612757,-6.492220780005786,-8.460942490083578,0.8352842890446408,0.6910272508083174,-5.873449558645694,-8.979024079376641,0.9325977846002846,0.7305089533103297,2026-09-22,2026-09-22 14:45:00+07:00,14.1,14.25,14.05,14.25,10245300.0,14.187648970747562,1.0638297872340496,1.4184397163120517,0.43947400574255724,45943.04932735426,145356720.0,0.35211267605634866,2400700.0,0.7067137809187329,3755400.0,0.35211267605634866,3897300.0,0.35211267605634866,4478300.0,146.52459417308273,588100.0,0.7092198581560258,769500.0,0.7092198581560258,2026-09-22T20:25:48.801190+07:00,14:46:22,10.0,14.0,13.05,14.95,14.25,14.05,144921.04,1021730.0,14.25,50.0,0.0,0.0,146260.0,52094.0,94166.0,83221406.1,22677299.1,14.2,14.25,40240.0,62840.0,14.15,14.3,79680.0,36140.0,14.1,14.35,68800.0,22790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188720.0,121770.0,0.21562691229991304,2026-09-22T13:26:20.071628,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,527169.0,,,,,2736.77,17315.61,0.94,,,3.54,0.32,,,,,,,,,,,,,,,,2026-07-02T03:18:46.953000,2026-07-10,182152787.0,23.43,-1075900.0,-17348075.0,-1154500.0,-18591735.0,-8386100.0,-136532305.0,2026-07-10,-47200.0,-750860.0,-430741.0,-6965704.0,-639100.0,-10419446.0
