Ticker,LatestDate,LastClose,DailyOpen,DailyHigh,DailyLow,DailyVolume,Ret1dPct,Ret5dPct,Ret20dPct,Ret60dPct,Ret120dPct,Ret252dPct,SMA20,SMA50,SMA200,EMA20,EMA50,DistSMA20Pct,DistSMA50Pct,DistSMA200Pct,DistEMA20Pct,RSI14,ATR14,ATR14Pct,RealizedVol20dPct,RealizedVol60dPct,DownsideVol20dPct,Drawdown60dPct,Drawdown252dPct,DailyGapPct,DailyCloseLocationPct,DailyTradedValue,ADV20Shares,ADV60Shares,AvgValue20,AvgValue60,VolumeRatio20,ValueRatio20,High52w,Low52w,Pos52wPct,ExcessRet20dVsVNINDEXPct,ExcessRet60dVsVNINDEXPct,Beta60dVsVNINDEX,Corr60dVsVNINDEX,ExcessRet20dVsVN30Pct,ExcessRet60dVsVN30Pct,Beta60dVsVN30,Corr60dVsVN30,IntradayDate,IntradayLastTimestamp,IntradayOpen,IntradayHigh,IntradayLow,IntradayLast,IntradayVolume,IntradayVWAP,IntradayRetFromOpenPct,IntradayRangePct,IntradayCloseVsVWAPPct,IntradayAvgVolumePerMinute,IntradayTradedValue,IntradayRet5mPct,IntradayVolume5m,IntradayRet15mPct,IntradayVolume15m,IntradayRet30mPct,IntradayVolume30m,IntradayRet60mPct,IntradayVolume60m,IntradayVolumePctADV20,IntradayFirst15mVolume,IntradayFirst15mRangePct,IntradayFirst30mVolume,IntradayFirst30mRangePct,FetchedAt,PriceboardTime,FloorCode,BasicPrice,FloorPrice,CeilingPrice,HighestPrice,LowestPrice,AccumulatedValue,AccumulatedVolume,MatchPrice,MatchVolume,CurrentPrice,CurrentVolume,ForeignBuyVolume,ForeignSellVolume,ForeignNetVolume,ForeignTotalRoom,ForeignCurrentRoom,BestBid1,BestAsk1,BidVolume1,AskVolume1,BestBid2,BestAsk2,BidVolume2,AskVolume2,BestBid3,BestAsk3,BidVolume3,AskVolume3,BestBid4,BestAsk4,BidVolume4,AskVolume4,BestBid5,BestAsk5,BidVolume5,AskVolume5,BestBid6,BestAsk6,BidVolume6,AskVolume6,BestBid7,BestAsk7,BidVolume7,AskVolume7,BestBid8,BestAsk8,BidVolume8,AskVolume8,BestBid9,BestAsk9,BidVolume9,AskVolume9,BestBid10,BestAsk10,BidVolume10,AskVolume10,BidAskSpreadPct,BidDepthVolume10,AskDepthVolume10,DepthImbalance,OverviewFetchedAt,PE_fwd,PB,ROE,PeriodLabel,DateRange,PeriodEnd,AvailableDate,Revenue,GrossProfit,OperatingProfit,NetProfit,ParentNetProfit,Cash,Receivables,Inventory,TotalAssets,TotalLiabilities,ShortLiabilities,LongLiabilities,Equity,BCTT_EPS4Q,BCTT_BVPS,BCTT_PB,BCTT_GrossMarginPct,BCTT_NetMarginPct,BCTT_ROEAPct,BCTT_ROAAPct,BCTT_CurrentRatio,BCTT_InterestCoverage,BCTT_DebtToAssetsPct,BCTT_DebtToEquityPct,BCTT_RevenueQoQPct,BCTT_RevenueYoYPct,BCTT_NetProfitQoQPct,BCTT_NetProfitYoYPct,BCTT_GrossProfitYoYPct,BCTT_InventoryYoYPct,BCTT_ReceivablesYoYPct,BCTT_EquityYoYPct,BCTT_CashToShortLiability,BCTT_InventoryToRevenue,BCTT_ReceivablesToRevenue,BCTTFetchedAt,ForeignFlowDate,ForeignRoomRemaining_shares,ForeignHoldingPct,NetBuySellForeign_shares_1d,NetBuySellForeign_kVND_1d,NetBuySellForeign_shares_5d,NetBuySellForeign_kVND_5d,NetBuySellForeign_shares_20d,NetBuySellForeign_kVND_20d,ProprietaryFlowDate,NetBuySellProprietary_shares_1d,NetBuySellProprietary_kVND_1d,NetBuySellProprietary_shares_5d,NetBuySellProprietary_kVND_5d,NetBuySellProprietary_shares_20d,NetBuySellProprietary_kVND_20d
VCB,2026-09-22,58.9,59.1,59.4,58.8,2571300,0.0,-1.8333333333333313,1.903114186851207,-3.125,1.551724137931032,-9.562707284117433,59.144999999999996,58.3549,61.042725,59.031505314900215,59.12022291874127,-0.4142361991715249,0.9341117883845174,-3.5102053520710275,-0.222771406893163,42.857142857142826,1.028571428571428,1.7463012369633755,19.93759874167261,23.453886473236334,11.713941980832757,-6.507936507936507,-22.499999999999996,0.339558573853993,16.666666666666863,151449570.0,5236600.0,4637999.083333333,310282602.5,273163101.64666665,0.4910247106901425,0.4881020359496308,78.8,52.6,24.04580152671755,-2.864968662120093,-0.6484424900835783,0.835380222373291,0.641486957946464,-2.2461974407600005,-1.1665240793766407,0.9092890531909843,0.6611133195006633,2026-09-22,2026-09-22 14:45:00+07:00,59.1,59.4,58.8,58.9,2560300.0,59.04882630941687,-0.33840947546531774,1.0152284263959415,-0.2520394031830797,11429.910714285714,151182710.0,-0.16949152542372614,311100.0,0.1700680272108901,478200.0,-0.16949152542372614,758500.0,0.1700680272108901,1116100.0,48.89241110644311,170600.0,0.3384094754653058,272900.0,0.5076142131979647,2026-09-22T20:25:48.801190+07:00,14:46:23,10.0,58.9,54.8,63.0,59.4,58.8,151823.14,257130.0,58.9,260.0,0.0,0.0,13684.0,68620.0,-54936.0,250670252.8,83661701.7,58.9,59.0,1010.0,2620.0,58.8,59.1,23290.0,4530.0,58.7,59.2,9690.0,4230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33990.0,11380.0,0.4983469252810227,2026-09-22T13:26:21.645104,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,2550963.0,,,,,4301.09,28008.67,2.07,,,4.12,0.38,,,,,,,,,,,,,,,,2026-07-02T02:46:27.084155,2026-07-10,818374393.0,20.21,-750600.0,-45632290.0,-1213900.0,-73937510.0,-7417000.0,-456233380.0,2026-07-10,13400.0,838220.0,485799.0,29692632.0,1312494.0,80370786.0
VHM,2026-09-22,69.4,68.4,69.6,67.0,7336800,1.90895741556536,-2.801120448179273,-0.14388489208632116,-53.95129719328511,-30.03256409480889,-29.828109201213348,72.345,93.373,114.30677,73.81808382217865,89.59118513492676,-4.0707719953002925,-25.67444550351815,-39.28618576135079,-5.985096867078566,36.36363636363641,2.785714285714288,4.013997529847677,27.080158055649147,109.90488413529762,16.048985437745113,-55.514531492378495,-56.057037205886076,0.4405286343612591,92.30769230769272,509173920.00000006,9311485.0,6835227.516666667,671905289.0,632379312.1916667,0.7879301744029014,0.7578060901378022,166.888,66.6,2.791959157626048,-4.911967741057621,-51.47473968336868,0.5431546521924541,0.08900716566401802,-4.293196519697529,-51.99282127266175,-0.39781652999478245,-0.06172407568183691,2026-09-22,2026-09-22 14:45:00+07:00,68.4,69.6,67.0,69.4,7370200.0,68.85931046647309,1.4619883040935644,3.8011695906432665,0.7852090441570203,32611.504424778763,507506890.0,-0.14388489208632116,900200.0,0.7256894049346929,1188400.0,0.5797101449275477,1849600.0,0.5797101449275477,2467900.0,79.15171425395627,1026500.0,2.1929824561403506,2011500.0,3.654970760233918,2026-09-22T20:25:48.801190+07:00,14:46:24,10.0,68.1,63.4,72.8,69.6,67.0,505286.58,733680.0,69.4,10.0,0.0,0.0,71482.2,151047.5,-79565.3,410741200.4,356523488.6,69.3,69.4,1460.0,80.0,69.2,69.5,1640.0,4450.0,69.1,69.6,490.0,3370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590.0,7900.0,-0.3751087902523934,2026-09-22T13:26:22.920054,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,65114.0,31370.0,30775.0,25625.0,25552.0,35838.0,225589.0,138885.0,869975.0,597132.0,388428.0,208705.0,272842.0,15585.37,66427.0,1.55,48.18,39.35,9.79,3.08,1.33,13.0,68.64,59.4,-36.7886612950199,314.791693209326,-4.37719232778565,866.2518853695325,508.1814656843738,149.46562965890107,51.11702092027785,22.13378932478647,0.09226420340449196,2.132951439014651,3.464523758331542,2026-07-02T02:46:30.477102,2026-07-10,1745431457.0,7.51,-53200.0,-8401590.0,-2920000.0,-441208070.0,-15937500.0,-2290150230.0,2026-07-10,-30296.0,-4464594.0,-32888.0,-4808194.0,-407152.0,-59721432.0
VIB,2026-09-22,13.4,13.4,13.5,13.35,2269000,0.3745318352059934,-0.7407407407407418,-6.944444444444442,-16.249999999999996,-16.370217811895394,-32.85900390820723,14.03245,14.48498,15.914639999999999,13.875182517532021,14.463216937473025,-4.5070532943285,-7.49037968985804,-15.800797253346598,-3.4246938152460604,26.712740384615415,0.36435714285714277,2.7190831556503188,41.03036610166762,30.034810660164464,35.37220263094347,-19.519519519519513,-31.55582797017059,0.3745318352059934,33.33333333333373,30404600.0,4983825.0,6424674.216666667,70376460.955,96835445.32833333,0.4552728075323672,0.4320279762212149,20.1,13.15,3.5971223021582723,-11.712527293415743,-13.773442490083575,1.1796558916431932,0.7073736909902073,-11.09375607205565,-14.291524079376638,1.2551018329521841,0.7125950944034756,2026-09-22,2026-09-22 14:45:00+07:00,13.4,13.5,13.35,13.4,2281500.0,13.416386149463072,0.0,1.1194029850746294,-0.1221353446488882,10277.027027027027,30609485.0,0.3745318352059934,480500.0,0.3745318352059934,513300.0,0.0,692800.0,0.0,1185500.0,45.778092128034196,282400.0,0.37313432835820104,323400.0,0.37313432835820104,2026-09-22T20:25:48.801190+07:00,14:45:04,10.0,13.35,12.45,14.25,13.5,13.35,30448.29,226900.0,13.4,20.0,0.0,0.0,9169.0,20790.0,-11621.0,16985988.4,5233118.8,13.4,13.45,65150.0,18620.0,13.35,13.5,51030.0,31370.0,13.3,13.55,73170.0,14750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189350.0,64740.0,0.4904167814553898,2026-09-22T13:26:24.202537,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,564146.0,,,,,2342.98,14437.13,1.17,,,4.67,0.4,,,,,,,,,,,,,,,,2026-07-02T03:18:51.512346,2026-07-10,34500229.0,3.98,-1287000.0,-20673960.0,-5350600.0,-87217850.0,-16468600.0,-269133895.0,2026-07-10,-239200.0,-3817020.0,1841161.0,30187221.0,-7940059.0,-130160413.0
VIC,2026-09-22,243.8,235.0,243.8,230.2,1493400,3.7446808510638308,1.0360547036883494,20.69306930693069,8.355555555555561,88.26254826254826,261.18518518518516,238.05,223.148,186.58775000000003,236.3706631768972,226.2264692195329,2.4154589371980784,9.254844318568844,30.66238271269146,3.1430875233204203,56.587837837837846,9.521428571428572,3.905425993202859,40.000649786370666,38.07701854757038,18.00067709749433,-4.8028114017961805,-4.8028114017961805,0.0,100.0,364090920.0,6003230.0,4699230.933333334,1429942545.5,1052798552.8583333,0.2487660809264346,0.25461926505074395,265.0,66.7,89.30912758446799,15.924986457959388,10.832113065471983,1.4721074113097465,0.6962978021164675,16.54375767931948,10.31403147617892,1.1491711090813037,0.5146482809086118,2026-09-22,2026-09-22 14:45:00+07:00,235.0,243.8,230.2,243.8,1493900.0,240.32935939487248,3.7446808510638308,5.787234042553202,1.4441184438997778,6669.196428571428,359028030.0,0.2055076037813297,351000.0,0.5360824742268067,419200.0,0.24671052631579649,590600.0,1.7104714226116036,838500.0,24.884936942279406,117900.0,2.255319148936175,211000.0,2.893617021276601,2026-09-22T20:25:48.801190+07:00,14:46:25,10.0,235.0,218.6,251.4,243.8,230.2,358820.86,149340.0,243.8,20.0,0.0,0.0,37945.6,17521.9,20423.7,372721532.0,348516427.9,243.7,243.8,30.0,640.0,243.6,243.9,50.0,4200.0,243.5,244.0,20.0,16490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21330.0,-0.9906672888474102,2026-09-22T13:26:25.501038,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,104352.0,25938.0,5084.0,5611.0,7276.0,54750.0,251349.0,217154.0,1178695.0,1024991.0,626456.0,398535.0,153704.0,1823.71,19875.0,6.79,24.86,5.38,4.83,0.63,1.07,2.53,86.96,232.8,-36.04275583939592,24.150238539968825,56.68807595643675,150.15604101649575,35.058578495183546,95.96083562694582,39.915833068920016,-2.3810279893047404,0.08739640134343034,2.0809759276295616,2.4086649034038636,2026-07-02T02:46:34.722938,2026-07-10,3477320151.0,3.06,2304900.0,512401759.99999994,2823000.0,626781970.0,7695800.0,1767322980.0,2026-07-10,-770396.0,-170991260.0,-861696.0,-191516260.0,-1806710.0,-365738830.0
VJC,2026-09-22,135.9,137.9,138.0,132.7,1162600,-1.5217391304347738,9.2443729903537,10.129659643435973,-2.510760401721668,12.461830008027096,24.42092542068739,126.47999999999999,126.98800000000001,134.62036,127.62717489890642,128.10401586621023,7.447817836812165,7.017985951428485,0.9505545817883654,6.482024778536788,72.80334728033476,3.057142857142859,2.249553242930728,29.295403965351174,23.864796732807555,8.40774408153307,-4.160789844851909,-19.362494956447442,-0.07246376811593791,60.37735849056624,157997340.0,1244800.0,1169440.5833333333,158028037.5,150343806.55499998,0.93396529562982,0.9998057464960926,169.224,97.996,53.21502779805696,5.361576794464673,-0.03420289180524616,0.44446378730482067,0.33542629383937556,5.980348015824766,-0.5522844810983085,0.47589153845448173,0.3400470458345065,2026-09-22,2026-09-22 14:45:00+07:00,137.9,138.0,132.7,135.9,1073400.0,134.36169182038384,-1.4503263234227681,3.8433647570703484,1.1449008707575592,5313.861386138614,144223840.0,0.14738393515107973,69100.0,0.2952029520295163,86600.0,-1.4503263234227681,151200.0,1.7977528089887729,347600.0,86.23071979434447,168100.0,3.4807831762146564,280600.0,3.5532994923857903,2026-09-22T20:25:48.801190+07:00,14:46:25,10.0,138.0,128.4,147.6,138.0,132.7,156586.65,116260.0,135.9,80.0,0.0,0.0,6000.0,9377.6,-3377.6000000000004,23072788.8,18301009.1,135.8,135.9,200.0,10.0,135.7,136.0,140.0,1060.0,135.6,136.1,240.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,1560.0,-0.45794392523364486,2026-09-22T13:26:27.147317,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,21021.0,2815.0,1126.0,1023.0,1013.0,6951.0,33364.0,2302.0,143534.0,117505.0,44814.0,72690.0,26029.0,4382.61,43997.0,3.55,13.39,4.87,3.99,0.72,1.13,2.38,81.87,262.54,-28.31469103805756,17.095588235294112,100.98231827111985,59.59438377535102,17.096505823627297,10.143540669856455,19.50284752319209,46.00886296067763,0.15510777881911902,0.10950953808096665,1.5871747300318728,2026-07-02T03:18:54.705169,2026-07-10,182243033.0,6.3,-18400.0,-2532480.0,-182300.0,-25228760.0,-504300.0,-46928040.0,2026-07-10,4600.0,633600.0,-13100.0,-1793330.0,-205416.0,-25803102.0
VNM,2026-09-22,61.2,60.4,61.3,60.3,1774600,1.4925373134328401,2.5125628140703515,-4.374999999999996,8.410685183873024,4.296255900748136,2.2693091808428933,61.315,60.358000000000004,60.492875000000005,60.873172209561304,60.34540016343174,-0.18755606295358662,1.395009775009104,1.1689393172336304,0.536899554558401,44.55445544554459,1.0785714285714287,1.7623716153127922,19.116779387068277,23.914597582090106,12.914414388197013,-4.374999999999996,-13.891351146004805,0.16583747927032544,90.00000000000057,108605520.0,2733295.0,3980769.066666667,167684056.0,237322455.05,0.649253007816573,0.6476794669136582,73.107,53.257,40.01511335012597,-9.143082848971297,10.887242693789446,0.13912840009801827,0.10477825815877793,-8.524311627611203,10.369161104496383,0.298613917963832,0.2129294495500041,2026-09-22,2026-09-22 14:45:00+07:00,60.4,61.3,60.3,61.2,1748800.0,61.03409194876487,1.324503311258285,1.6556291390728477,0.27182849115607866,7772.444444444444,106736420.0,0.3278688524590123,187900.0,0.49261083743843415,221900.0,0.0,350800.0,0.3278688524590123,516600.0,63.9813851047911,41200.0,0.6622516556291486,292100.0,1.6556291390728477,2026-09-22T20:25:48.801190+07:00,14:46:26,10.0,60.3,56.1,64.5,61.3,60.3,108291.39,177460.0,61.2,10.0,0.0,0.0,81663.5,13613.6,68049.9,208995544.5,104817660.6,61.1,61.2,280.0,6430.0,61.0,61.3,300.0,12650.0,60.9,61.4,830.0,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,26830.0,-0.9001416430594901,2026-09-22T13:26:28.486815,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,16149.0,6896.0,2992.0,2458.0,2429.0,2078.0,5591.0,7399.0,55429.0,18741.0,18457.0,284.0,36688.0,4914.19,17554.0,3.45,42.7,15.22,6.83,4.47,2.1,26.48,33.81,28.25,-5.195491370200777,24.847313490529576,-13.052706048814999,54.88342785129174,32.36084452975048,6.018054162487463,2.230755165478149,-2.48258997395141,0.11258601072763721,0.45817078456870397,0.3462133878258716,2026-07-02T02:46:38.155718,2026-07-10,1075787149.0,48.53,3484800.0,196123570.0,7784900.0,434388530.0,-1884300.0,-113861410.0,2026-07-10,-155700.0,-8809190.0,304100.0,16743860.0,-371243.0,-26135524.0
VPB,2026-09-22,28.0,28.35,28.4,27.85,16166700,-1.5817223198594021,1.2658227848101333,12.449799196787147,4.8689138576779145,9.19159224739694,-10.097929041579711,27.3125,26.116,26.883535000000002,27.252765966221155,26.662617760976165,2.517162471395884,7.213968448460717,4.152969466255074,2.741864934755678,51.53846153846153,0.7321428571428571,2.6147959183673466,31.991337675540343,26.72950134222385,16.218107387134236,-1.5817223198594021,-15.433403805496827,-0.35149384885764245,27.272727272727153,452667600.0,21940025.0,16812095.733333334,601446897.5,445737466.35833335,0.7368587775082298,0.7526310333989211,34.044,23.482,42.775989395947754,7.681716347815847,7.345471367594336,0.8958241171290535,0.6036015608642431,8.300487569175939,6.827389778301274,1.092399437353686,0.6969142969037428,2026-09-22,2026-09-22 14:45:00+07:00,28.35,28.4,27.85,28.0,16073600.0,28.00828688035039,-1.2345679012345734,1.9400352733685966,-0.029587244610107533,71122.12389380531,450194000.0,0.17889087656530744,3182700.0,0.35842293906811484,3784900.0,0.0,5556700.0,0.17889087656530744,7481300.0,73.26153912769014,502000.0,1.0582010582010482,1022300.0,1.0582010582010482,2026-09-22T20:25:48.801190+07:00,14:46:26,10.0,28.45,26.5,30.4,28.4,27.85,452888.09,1616670.0,28.0,1000.0,0.0,0.0,267786.6,444553.9,-176767.30000000005,238017708.0,56446809.4,27.95,28.0,10910.0,74920.0,27.9,28.05,10590.0,35790.0,27.85,28.1,22660.0,69460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44160.0,180170.0,-0.6062942985779878,2026-09-22T13:26:30.005349,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,1372010.0,,,,,3314.08,23519.86,1.14,,,3.38,0.47,,,,,,,,,,,,,,,,2026-07-02T03:18:58.080404,2026-07-10,480488073.0,23.94,-3045100.0,-82251385.0,-9177100.0,-252909440.0,-28302600.0,-753119850.0,2026-07-10,163705.0,4504811.0,-2461216.0,-64799526.0,5089251.0,139110584.0
VPL,2026-09-22,81.7,80.5,82.0,80.5,998500,0.6157635467980205,-4.556074766355134,8.933333333333326,-7.053469852104666,-1.9207683073229176,1.8703241895261735,80.715,79.144,85.9245,81.35327218136078,81.04756089672158,1.2203431828036848,3.2295562518952714,-4.916525554411133,0.42620021216388526,58.43621399176957,3.314285714285716,4.056653261059628,37.35560429373388,31.37089512251598,20.220746178531954,-9.02004454342984,-23.142050799623703,-0.8620689655172487,80.0000000000002,81577450.0,1108755.0,800062.4833333333,90601848.0,64816205.5,0.9005596367096428,0.9003949897357502,111.0,67.0,33.409090909090914,4.165250484362026,-4.576912342188244,0.8927511275165809,0.5125331464251786,4.784021705722119,-5.094993931481307,0.8820486590614031,0.4794622247174176,2026-09-22,2026-09-22 14:45:00+07:00,80.5,82.0,80.5,81.7,999600.0,81.1405462184874,1.4906832298136719,1.8633540372670807,0.6894873248772138,5288.888888888889,81108090.0,0.9888751545117369,276200.0,0.6157635467980205,287300.0,0.7398273736128447,320000.0,0.9888751545117369,646000.0,90.15517404656575,15100.0,0.8695652173913079,29800.0,1.3664596273291856,2026-09-22T20:25:48.801190+07:00,14:46:26,10.0,81.2,75.6,86.8,82.0,80.5,80927.06,99850.0,81.7,200.0,0.0,0.0,32110.0,5620.5,26489.5,91995068.4,79710846.3,81.3,81.7,100.0,140.0,81.2,81.8,210.0,690.0,81.1,81.9,70.0,4330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,5160.0,-0.8628158844765343,2026-09-22T13:26:31.265864,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,3485.0,1167.0,91.0,1508.0,1508.0,1363.0,5815.0,7268.0,91014.0,52908.0,25272.0,27635.0,38106.0,1420.15,21249.0,3.92,33.48,43.27,4.04,1.7,1.1,5.76,58.13,24.22,-46.59003831417624,17.300572197913166,114.50924608819344,1575.5555555555557,42.665036674816626,27.687983134223472,-62.21326921827279,7.0784275156658305,0.05393320671098449,2.085509325681492,1.6685796269727404,2026-07-02T03:19:01.297978,2026-07-10,845092425.0,1.88,10400.0,863960.0,102500.0,8281230.0,1973900.0,179440030.0,2026-07-10,1300.0,107700.0,-3200.0,-255930.0,16300.0,1400670.0
VRE,2026-09-22,25.1,24.85,25.3,24.65,2784700,1.4141414141414232,-2.3346303501945442,3.9337474120082927,-12.200923464390655,1.3199854680499001,-15.06784421209353,25.797500000000003,24.9,28.109385000000003,25.542695057362447,25.74495326671475,-2.703750363407309,0.8032128514056325,-10.705979515382502,-1.7331571957002412,39.79591836734694,0.914285714285714,3.6425725668753546,29.528048870789526,38.384915280392065,17.512993466520495,-13.370608131428174,-40.118331901899026,0.40404040404040664,69.23076923076944,69895970.0,5704410.0,5400770.016666667,147588933.5,136818771.155,0.48816617318881356,0.47358543992731,43.654,20.9,18.458293047376294,-0.8343354369630074,-9.724365954474234,1.5709940124067618,0.7371101714048593,-0.21556421560291472,-10.242447543767296,1.5847968602623381,0.704047204922413,2026-09-22,2026-09-22 14:45:00+07:00,24.8,25.3,24.65,25.1,2775900.0,25.01087214957311,1.2096774193548487,2.6209677419354924,0.3563564272924147,12504.054054054053,69427680.0,0.0,385100.0,0.8032128514056325,475800.0,0.0,653000.0,0.6012024048096309,1049700.0,48.66235070761043,132600.0,1.0080645161290323,345300.0,2.2177419354838737,2026-09-22T20:25:48.801190+07:00,14:46:27,10.0,24.75,23.05,26.45,25.3,24.65,69654.565,278470.0,25.1,10.0,0.0,0.0,66190.0,81760.0,-15570.0,114112102.0,88032915.4,25.1,25.15,1040.0,2700.0,25.05,25.2,510.0,31140.0,25.0,25.25,3200.0,2320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750.0,36160.0,-0.7677829381569299,2026-09-22T13:26:32.486349,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,2294.0,1254.0,1920.0,1606.0,1606.0,3789.0,3278.0,222.0,60963.0,10988.0,3256.0,7732.0,49974.0,3025.45,21993.0,1.17,54.66,70.03,3.27,2.63,2.51,11.26,18.02,12.78,-0.7785467128027634,7.6489910839981246,-39.60135389244077,36.44859813084111,4.3261231281197965,-18.97810218978102,26.71047545419405,15.948955916473317,1.1636977886977886,0.0967741935483871,1.4289450741063645,2026-07-02T02:46:41.444833,2026-07-10,863241149.0,11.93,-1338200.0,-35644725.0,-2661300.0,-71764010.0,-7888900.0,-222724380.0,2026-07-10,6500.0,184745.0,-62000.0,-1830420.0,-1509052.0,-45532023.0
VNINDEX,2026-09-22,1816.93,1798.9,1828.19,1787.62,391812105,0.9590647174204214,0.3191342517185225,4.7680828489713,-2.4765575099164217,9.28639310933872,8.09268844071629,1814.1135000000002,1775.2456000000002,1793.8755,1805.6011249882808,1796.8498147618398,0.15525489447048013,2.348092004847091,1.2851783749764145,0.6274295499119509,46.0731089395585,35.92071428571429,1.9770004505244718,16.249329734756927,18.010196893331596,8.837489165070558,-2.9371070190340354,-5.7579592725914726,-0.04278562180843881,72.24550160216923,711895167937.65,543792973.25,549086967.5833334,985350752167.4541,980469227960.3372,0.7205170428340029,0.7224789409981269,1933.11,1578.42,67.24463616115483,0.0,0.0,1.000000000000002,1.000000000000002,0.6187712213600927,-0.5180815892930624,1.0024121551117593,0.9491101688211712,2026-09-22,2026-09-22 15:05:00+07:00,1794.3,1827.64,1787.62,1816.93,391812105.0,1807.2299146086873,1.2612160731204414,2.2303962548069003,0.5367377616374291,1660220.7838983051,708094557061.8,0.002201564211379292,35335262.0,0.23169473666790896,53175053.0,0.395630383971457,83027699.0,0.5946218282683491,142837539.0,72.05170428340028,26278536.0,0.6715710862174765,53249658.0,1.0371732709134553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VN30,2026-09-22,1965.36,1951.73,1983.69,1942.9,155265123,0.6194771817372047,0.7288046987914631,4.149311627611207,-1.9584759206233593,8.468365049229543,4.797402140354801,1959.4540000000002,1920.126,1961.0178,1951.3656488067268,1942.3966890078923,0.30141049496439365,2.355782901747072,0.2214258330546448,0.7171567871880224,45.82344565733266,33.376428571428605,1.6982348562822387,16.138722073210726,17.052527672139714,8.563682058286972,-2.3835895398216955,-6.266811652263504,-0.0783305857899097,55.062515322382524,305151862139.27997,248081004.85,249669128.85,485927508863.3285,482056668656.94305,0.6258646166556754,0.6279781584152024,2121.13,1737.11,59.437008489141164,-0.6187712213600927,0.5180815892930624,0.8986424475861633,0.9491101688211712,0.0,0.0,0.9999999999999983,0.9999999999999983,2026-09-22,2026-09-22 15:05:00+07:00,1953.26,1971.6,1942.9,1965.36,155265123.0,1959.5474083470758,0.6194771817372047,1.4693384393270643,0.2966292945077109,675065.7521739131,304249369381.33997,0.11665401641307582,22551045.0,0.34719385671104774,29455758.0,0.034611234399495316,41592919.0,0.4708227896633499,60530697.0,62.58646166556754,11056003.0,0.530395339074158,22577264.0,0.9420148879309392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
