SnapshotDate,Ticker,HorizonMonths,HorizonDays,ForecastWindow,BaseClose,Variant,Model,EvalRows,PeakRetMAEPct,PeakDayMAE,DrawdownMAEPct,SelectionScore,PredPeakRetPct,PredPeakDays,PredPeakPrice,PredDrawdownPct,PredDrawdownPrice
2026-04-16,NVL,1,21,1M,17.05,recent_focus,hist_gbm,40,7.730566873065714,5.800703305362967,6.6516173376926275,11.926481037716472,4.918993200857545,6.5,17.88868834074621,-8.415086809017698,15.615227699062482
2026-04-16,VNINDEX,1,21,1M,1818.74,recent_focus,ridge,40,3.478213048232843,7.168478893619131,4.228737521986742,6.667853643269083,3.366802290603278,11.8,1879.9733799801184,-0.8415337232263855,1803.4346895621925
