SnapshotDate,Ticker,Horizon,ForecastWindow,Base,ForecastDate,Model,EvalRows,OpenMAEPct,HighMAEPct,LowMAEPct,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore,ForecastOpen,ForecastHigh,ForecastLow,ForecastClose,ForecastCloseRetPct,ForecastRangePct,ForecastCandleBias
2026-04-16,NVL,1,T+1,17.05,,hist_gbm,30,1.6446440235916222,2.8391547711451395,1.90028717043162,3.2188662380890034,2.60146507178752,63.33333333333333,6.328636970165128,17.10528599058089,17.399087664966405,16.819407636460586,16.980980332074814,-0.4048074365113563,3.399882865136772,BEARISH
