EngineRunAt,Sector,TickerCount,SectorBreadthAboveSMA20Pct,SectorBreadthAboveSMA50Pct,SectorBreadthPositive5dPct,SectorMedianRet5d,SectorMedianRet20d,SectorMedianRet60d,SectorMedianRet20dVsIndex,SectorMedianRet60dVsIndex,SectorMeanCoMoveWithIndex20Pct,SectorMedianForeignFlow5d_kVND,SectorMedianForeignFlow20d_kVND,SectorMedianProprietaryFlow5d_kVND,SectorMedianProprietaryFlow20d_kVND,SectorADTVRank
2026-04-16T15:34:05.762693+07:00,Bất động sản,1,100.0,100.0,100.0,1.7964071856287456,22.302158273381288,32.8125,15.198522883505293,35.22401866151866,65.0,71397375.0,-193664665.0,58180305.0,102906005.0,100.0
