SnapshotDate,Ticker,Horizon,ForecastWindow,Base,ForecastDate,Model,EvalRows,OpenMAEPct,HighMAEPct,LowMAEPct,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore,ForecastOpen,ForecastHigh,ForecastLow,ForecastClose,ForecastCloseRetPct,ForecastRangePct,ForecastCandleBias
2026-04-16,NVL,1,T+1,17.0,,hist_gbm,30,1.6446440235916222,2.8391547711451395,1.9479062180506677,3.2283900476128125,2.649084119406567,63.33333333333333,6.383398874927032,17.062496482077442,17.368561813032702,16.812721326832847,16.977410876475517,-0.1328771972028408,3.269649918822678,BEARISH
