t,open,high,low,close,volume,date_vn
1718323200,13.893,14.254,13.652,13.713,13425402,2024-06-14
1718582400,13.713,14.013,13.652,14.013,8478220,2024-06-17
1718668800,14.013,14.735,13.953,14.615,21646447,2024-06-18
1718755200,14.615,14.795,14.314,14.675,10818857,2024-06-19
1718841600,14.675,14.976,14.494,14.735,11158135,2024-06-20
1718928000,14.735,14.915,14.254,14.494,13333849,2024-06-21
1719187200,14.434,14.434,13.652,13.833,17718742,2024-06-24
1719273600,13.833,13.893,13.412,13.713,11495470,2024-06-25
1719360000,13.713,14.013,13.592,13.893,6284543,2024-06-26
1719446400,13.893,13.893,13.472,13.592,7539351,2024-06-27
1719532800,13.292,13.652,12.329,13.051,12866626,2024-06-28
1719792000,13.171,13.292,12.931,13.292,7745564,2024-07-01
1719878400,13.352,13.713,13.171,13.352,5526836,2024-07-02
1719964800,13.352,13.472,13.171,13.292,5599434,2024-07-03
1720051200,13.292,13.833,13.292,13.713,10831586,2024-07-04
1720137600,13.713,13.773,13.532,13.713,4600040,2024-07-05
1720396800,13.833,14.013,13.592,13.953,9559458,2024-07-08
1720483200,14.013,14.434,13.893,14.374,15113596,2024-07-09
1720569600,14.314,14.615,14.073,14.194,9975049,2024-07-10
1720656000,14.194,14.374,13.953,14.073,7684307,2024-07-11
1720742400,14.073,14.434,14.013,14.374,10657877,2024-07-12
1721001600,14.374,14.675,14.314,14.555,10297634,2024-07-15
1721088000,14.555,14.615,14.134,14.194,8649308,2024-07-16
1721174400,14.194,14.254,13.111,13.592,17212272,2024-07-17
1721260800,13.773,13.953,13.472,13.833,8289224,2024-07-18
1721347200,13.893,14.013,13.532,13.652,6817435,2024-07-19
1721606400,13.652,13.773,13.231,13.352,8676843,2024-07-22
1721692800,13.412,13.472,12.75,12.81,12590333,2024-07-23
1721779200,12.63,13.051,12.51,12.931,7433488,2024-07-24
1721865600,12.81,13.292,12.75,13.051,5265019,2024-07-25
1721952000,12.931,13.292,12.931,13.231,4205350,2024-07-26
1722211200,13.352,13.412,13.111,13.231,3353199,2024-07-29
1722297600,12.871,13.231,12.329,12.991,5910766,2024-07-30
1722384000,13.171,13.953,12.931,13.713,16418439,2024-07-31
1722470400,13.833,14.013,13.292,13.472,8712671,2024-08-01
1722556800,13.472,13.532,13.051,13.472,9197285,2024-08-02
1722816000,13.231,13.713,12.931,13.051,11918393,2024-08-05
1722902400,13.051,13.412,13.051,13.352,5425892,2024-08-06
1722988800,13.352,13.773,13.231,13.652,10934356,2024-08-07
1723075200,13.652,14.013,13.532,13.773,12465813,2024-08-08
1723161600,13.773,13.953,13.592,13.953,7842998,2024-08-09
1723420800,13.953,14.314,13.893,13.953,7649366,2024-08-12
1723507200,14.194,14.494,13.953,14.134,13731966,2024-08-13
1723593600,14.194,14.194,13.773,13.893,9091307,2024-08-14
1723680000,13.833,13.953,13.713,13.773,5421651,2024-08-15
1723766400,13.773,14.615,13.773,14.494,19056027,2024-08-16
1724025600,14.434,14.915,14.434,14.494,9765823,2024-08-19
1724112000,14.494,14.615,14.314,14.494,11817786,2024-08-20
1724198400,14.615,14.915,14.434,14.615,14968212,2024-08-21
1724284800,14.615,14.795,14.434,14.615,5828313,2024-08-22
1724371200,14.555,14.615,14.314,14.434,7064781,2024-08-23
1724630400,14.434,14.675,14.314,14.374,7876483,2024-08-26
1724716800,14.434,14.615,14.314,14.615,7654805,2024-08-27
1724803200,14.615,14.735,14.434,14.494,5745850,2024-08-28
1724889600,14.494,14.555,14.314,14.374,3465005,2024-08-29
1724976000,14.374,14.494,14.314,14.374,4111638,2024-08-30
1725408000,14.254,14.374,14.013,14.013,8180865,2024-09-04
1725494400,14.073,14.194,13.713,13.893,7489946,2024-09-05
1725580800,13.893,14.013,13.652,13.893,5171330,2024-09-06
1725840000,13.893,14.134,13.773,14.073,6413352,2024-09-09
1725926400,14.134,14.194,13.833,14.013,5457714,2024-09-10
1726012800,13.953,14.013,13.773,14.013,4870496,2024-09-11
1726099200,14.013,14.073,13.953,14.073,3589723,2024-09-12
1726185600,14.073,14.134,13.833,13.953,5162851,2024-09-13
1726444800,13.893,14.013,13.893,13.953,3621124,2024-09-16
1726531200,13.953,14.314,13.893,14.254,5267605,2024-09-17
1726617600,14.374,14.374,14.073,14.194,3776846,2024-09-18
1726704000,14.194,14.254,14.013,14.134,3579011,2024-09-19
1726790400,14.134,14.555,14.073,14.374,10812942,2024-09-20
1727049600,14.374,14.555,14.314,14.374,3371103,2024-09-23
1727136000,14.374,14.494,14.254,14.434,4834348,2024-09-24
1727222400,14.434,14.615,14.374,14.494,5814383,2024-09-25
1727308800,14.555,15.216,14.494,14.915,16143770,2024-09-26
1727395200,14.915,14.976,14.615,14.735,5806804,2024-09-27
1727654400,14.795,14.795,14.434,14.494,8013770,2024-09-30
1727740800,14.494,14.675,14.374,14.434,7455385,2024-10-01
1727827200,14.374,14.795,13.833,14.615,7431895,2024-10-02
1727913600,14.615,14.675,14.314,14.374,7259874,2024-10-03
1728000000,14.494,14.675,14.314,14.434,4954264,2024-10-04
1728259200,14.434,14.615,14.374,14.615,3206762,2024-10-07
1728345600,14.615,14.855,14.555,14.675,6343669,2024-10-08
1728432000,14.615,14.675,14.434,14.615,5393848,2024-10-09
1728518400,14.555,14.675,14.494,14.615,5691873,2024-10-10
1728604800,14.615,14.855,14.555,14.675,6886297,2024-10-11
1728864000,14.985,14.985,14.489,14.613,3510650,2024-10-14
1728950400,14.551,14.551,14.056,14.118,10716050,2024-10-15
1729036800,14.118,14.242,13.932,14.056,3777351,2024-10-16
1729123200,13.994,14.118,13.746,14.056,5612828,2024-10-17
1729209600,14.056,14.118,13.808,13.932,3172318,2024-10-18
1729468800,14.056,14.056,13.499,13.56,4489036,2024-10-21
1729555200,13.56,13.684,13.189,13.189,8779170,2024-10-22
1729641600,13.189,13.499,13.189,13.313,2260350,2024-10-23
1729728000,13.375,13.499,13.313,13.375,2658919,2024-10-24
1729814400,13.375,13.437,13.189,13.251,2676629,2024-10-25
1730073600,13.56,13.56,13.065,13.251,1965330,2024-10-28
1730160000,13.189,13.313,13.127,13.313,2224877,2024-10-29
1730246400,13.313,13.437,13.251,13.313,1485252,2024-10-30
1730332800,13.189,13.189,12.694,13.127,7030948,2024-10-31
1730419200,13.065,13.127,12.941,12.941,2180514,2024-11-01
1730678400,12.941,13.065,12.817,12.941,2238401,2024-11-04
1730764800,12.941,13.003,12.879,12.941,1391807,2024-11-05
1730851200,13.003,13.251,12.941,13.251,2358263,2024-11-06
1730937600,13.313,13.313,13.127,13.189,2075760,2024-11-07
1731024000,13.189,13.251,13.065,13.127,2147464,2024-11-08
1731283200,13.127,13.127,12.879,12.941,3233527,2024-11-11
1731369600,12.941,13.003,12.694,12.756,3195981,2024-11-12
1731456000,12.756,12.756,12.384,12.446,5544474,2024-11-13
1731542400,12.446,12.508,12.074,12.074,5670562,2024-11-14
1731628800,12.074,12.136,11.703,11.703,5007187,2024-11-15
1731888000,11.703,11.889,11.517,11.765,3418614,2024-11-18
1731974400,11.641,11.889,11.579,11.765,1660282,2024-11-19
1732060800,11.765,12.012,11.641,12.012,2917646,2024-11-20
1732147200,12.012,12.074,11.889,12.012,1565913,2024-11-21
1732233600,11.951,12.136,11.889,12.012,2556331,2024-11-22
1732492800,12.012,12.074,11.889,12.074,2063762,2024-11-25
1732579200,12.074,12.198,12.012,12.136,2363435,2024-11-26
1732665600,12.136,12.136,11.889,11.951,1699892,2024-11-27
1732752000,11.951,12.322,11.951,12.136,3192172,2024-11-28
1732838400,12.136,12.198,12.074,12.198,1416403,2024-11-29
1733097600,12.198,12.198,12.012,12.012,1270104,2024-12-02
1733184000,12.012,12.074,11.889,12.012,1752044,2024-12-03
1733270400,11.951,12.136,11.951,12.074,2701304,2024-12-04
1733356800,12.136,12.446,11.951,12.384,5602450,2024-12-05
1733443200,12.384,13.003,12.384,13.003,9394517,2024-12-06
1733702400,13.003,13.251,12.879,13.127,5703081,2024-12-09
1733788800,13.127,13.251,13.065,13.189,4509920,2024-12-10
1733875200,13.065,13.251,13.003,13.189,3655332,2024-12-11
1733961600,13.065,13.437,13.003,13.313,3280453,2024-12-12
1734048000,13.499,14.18,13.437,13.932,11398237,2024-12-13
1734307200,13.932,14.118,13.499,13.622,4412393,2024-12-16
1734393600,13.622,13.684,13.375,13.499,3030367,2024-12-17
1734480000,13.499,13.87,13.437,13.808,3648896,2024-12-18
1734566400,13.684,13.808,12.694,13.684,5530393,2024-12-19
1734652800,13.437,13.87,13.437,13.87,3576195,2024-12-20
1734912000,13.87,13.994,13.684,13.808,2964424,2024-12-23
1734998400,13.808,13.87,13.622,13.808,3081961,2024-12-24
1735084800,13.746,13.932,13.746,13.87,3003907,2024-12-25
1735171200,13.87,14.242,13.808,13.994,5206674,2024-12-26
1735257600,14.056,14.118,13.746,13.808,4179140,2024-12-27
1735516800,13.808,13.994,13.746,13.932,2542557,2024-12-30
1735603200,13.994,14.242,13.932,14.118,5591175,2024-12-31
1735776000,14.118,14.242,13.932,14.056,3332030,2025-01-02
1735862400,13.994,14.056,13.684,13.684,5023827,2025-01-03
1736121600,13.87,14.118,13.375,13.56,4682451,2025-01-06
1737072000,13.932,13.932,13.375,13.375,6048500,2025-01-17
1737331200,13.375,13.406,13.003,13.034,3740500,2025-01-20
1737417600,13.003,13.003,12.539,12.539,7428700,2025-01-21
1737504000,12.446,12.786,12.384,12.725,2778600,2025-01-22
1737590400,12.663,12.848,12.632,12.694,1806800,2025-01-23
1737676800,12.632,12.663,12.508,12.57,3056400,2025-01-24
1738540800,12.508,12.817,12.415,12.817,2031700,2025-02-03
1738627200,12.848,12.941,12.817,12.91,2203700,2025-02-04
1738713600,12.972,12.972,12.817,12.848,1347900,2025-02-05
1738800000,12.848,12.879,12.632,12.694,2052900,2025-02-06
1738886400,12.694,12.786,12.57,12.601,2531100,2025-02-07
1739145600,12.601,12.756,12.508,12.632,1935900,2025-02-10
1739232000,12.632,12.663,12.415,12.508,2865000,2025-02-11
1739318400,12.508,12.57,12.446,12.477,1897100,2025-02-12
1739404800,12.508,12.508,12.229,12.291,3536100,2025-02-13
1739491200,12.322,12.632,12.322,12.446,3058400,2025-02-14
1739750400,12.477,12.508,12.353,12.446,2239800,2025-02-17
1739836800,12.539,12.539,12.384,12.415,2036800,2025-02-18
1739923200,12.446,12.694,12.415,12.632,3247300,2025-02-19
1740009600,12.632,12.694,12.539,12.539,1976600,2025-02-20
1740096000,12.539,12.57,12.415,12.477,2438400,2025-02-21
1740355200,12.415,12.477,12.384,12.477,2102000,2025-02-24
1740441600,12.539,12.694,12.477,12.663,3729900,2025-02-25
1740528000,12.663,12.694,12.539,12.539,1829900,2025-02-26
1740614400,12.508,12.539,12.446,12.539,2230100,2025-02-27
1740700800,12.632,12.848,12.601,12.663,5278400,2025-02-28
1740960000,12.632,12.786,12.632,12.756,2318800,2025-03-03
1741046400,12.756,12.756,12.57,12.601,2516300,2025-03-04
1741132800,12.601,12.632,12.415,12.415,3299100,2025-03-05
1741219200,12.415,12.477,12.136,12.26,6588800,2025-03-06
1741305600,12.26,12.415,12.074,12.322,5028400,2025-03-07
1741564800,12.353,12.384,12.198,12.229,2631500,2025-03-10
1741651200,12.105,12.136,11.951,12.043,3959000,2025-03-11
1741737600,12.105,12.229,12.043,12.136,3052600,2025-03-12
1741824000,12.074,12.167,11.951,11.951,2867400,2025-03-13
1741910400,11.951,11.951,11.703,11.734,5312100,2025-03-14
1742169600,11.703,11.982,11.703,11.951,2542300,2025-03-17
1742256000,12.074,12.539,12.012,12.322,6490300,2025-03-18
1742342400,12.477,12.477,12.198,12.198,2793400,2025-03-19
1742428800,12.198,12.229,12.012,12.136,2607600,2025-03-20
1742515200,12.198,12.26,12.074,12.074,1742900,2025-03-21
1742774400,12.074,12.074,11.92,11.982,1620600,2025-03-24
1742860800,12.043,12.167,12.043,12.043,1209600,2025-03-25
1742947200,12.074,12.291,12.074,12.167,2317500,2025-03-26
1743033600,12.198,12.229,12.105,12.105,1064500,2025-03-27
1743120000,12.074,12.167,11.889,11.889,2373700,2025-03-28
1743379200,11.858,11.889,11.703,11.734,1939500,2025-03-31
1743465600,11.951,12.136,11.92,12.043,1355300,2025-04-01
1743552000,12.043,12.074,11.92,11.982,930900,2025-04-02
1743638400,11.424,11.579,11.146,11.146,5260700,2025-04-03
1743724800,10.372,10.526,10.372,10.372,9214800,2025-04-04
1744070400,9.66,9.907,9.66,9.66,2455400,2025-04-08
1744156800,9.009,9.288,9.009,9.009,9397200,2025-04-09
1744243200,9.629,9.629,9.629,9.629,774200,2025-04-10
1744329600,9.845,10.031,9.319,10.0,7790100,2025-04-11
1744588800,10.155,10.403,9.969,10.31,4016300,2025-04-14
1744675200,10.093,10.217,9.783,9.876,3762300,2025-04-15
1744761600,9.721,9.876,9.66,9.66,3041800,2025-04-16
1744848000,9.505,9.752,9.474,9.752,1632900,2025-04-17
1744934400,9.845,10.0,9.845,9.876,2226200,2025-04-18
1745193600,9.938,9.938,9.721,9.721,1404800,2025-04-21
1745280000,9.721,9.721,9.071,9.288,4805800,2025-04-22
1745366400,9.69,9.69,9.474,9.536,1322500,2025-04-23
1745452800,9.66,9.876,9.629,9.721,2114600,2025-04-24
1745539200,9.752,10.124,9.752,9.938,3496300,2025-04-25
1745798400,9.969,10.0,9.876,10.0,1454400,2025-04-28
1745884800,10.0,10.0,9.845,9.938,1618400,2025-04-29
1746403200,9.845,9.969,9.845,9.969,1917500,2025-05-05
1746489600,10.0,10.341,10.0,10.217,3387800,2025-05-06
1746576000,10.217,10.929,10.217,10.929,6780000,2025-05-07
1746662400,11.238,11.331,11.115,11.115,4449700,2025-05-08
1746748800,11.146,11.3,11.022,11.146,2778400,2025-05-09
1747008000,11.146,11.269,11.084,11.238,2232400,2025-05-12
1747094400,11.331,11.362,11.177,11.238,2752600,2025-05-13
1747180800,11.269,11.331,11.146,11.238,2463000,2025-05-14
1747267200,11.238,11.269,10.929,11.146,3842600,2025-05-15
1747353600,11.146,11.146,10.96,10.991,1973300,2025-05-16
1747612800,10.929,11.115,10.805,10.805,2202700,2025-05-19
1747699200,10.929,10.929,10.774,10.805,1203900,2025-05-20
1747785600,10.867,10.867,10.588,10.65,1938600,2025-05-21
1747872000,10.65,10.96,10.495,10.743,2682300,2025-05-22
1747958400,10.774,10.96,10.65,10.867,1408900,2025-05-23
1748217600,10.774,10.96,10.557,10.898,2324800,2025-05-26
1748304000,10.929,11.022,10.867,10.929,2104700,2025-05-27
1748390400,11.208,11.424,11.146,11.238,5641800,2025-05-28
1748476800,11.238,11.3,10.991,11.022,1826700,2025-05-29
1748563200,10.991,11.177,10.681,10.712,3287900,2025-05-30
1748822400,10.681,11.115,10.619,11.084,2988400,2025-06-02
1748908800,11.146,11.238,10.929,10.96,2333800,2025-06-03
1748995200,11.022,11.3,10.991,11.115,4249400,2025-06-04
1749081600,11.146,11.3,11.022,11.115,2957200,2025-06-05
1749168000,11.238,11.331,11.115,11.115,4842300,2025-06-06
1749427200,11.146,11.208,10.898,10.898,2082800,2025-06-09
1749513600,10.898,10.991,10.774,10.774,2283100,2025-06-10
1749600000,10.836,10.867,10.681,10.743,1905700,2025-06-11
1749686400,10.991,10.991,10.805,10.867,1840200,2025-06-12
1749772800,11.455,11.455,11.238,11.455,11032500,2025-06-13
1750032000,11.982,12.105,11.858,12.074,8794300,2025-06-16
1750118400,12.012,12.012,11.517,11.765,6322000,2025-06-17
1750204800,11.982,12.012,11.703,11.796,4575800,2025-06-18
1750291200,11.889,11.889,11.486,11.641,4256100,2025-06-19
1750377600,11.703,11.734,11.331,11.393,5142300,2025-06-20
1750636800,12.105,12.105,11.61,11.641,8895100,2025-06-23
1750723200,11.146,11.331,11.084,11.084,6976200,2025-06-24
1750809600,11.084,11.146,10.96,10.991,2817600,2025-06-25
1750896000,11.022,11.053,10.929,11.022,1736900,2025-06-26
1750982400,11.053,11.084,10.96,10.991,2901600,2025-06-27
1751241600,10.991,11.053,10.96,11.053,2506400,2025-06-30
1751328000,11.084,11.084,10.96,11.022,2097300,2025-07-01
1751414400,11.022,11.022,10.96,11.022,1582100,2025-07-02
1751500800,11.053,11.208,11.022,11.053,2634000,2025-07-03
1751587200,11.146,11.269,11.084,11.115,2620400,2025-07-04
1751846400,11.115,11.208,11.084,11.115,2587700,2025-07-07
1751932800,11.177,11.331,11.115,11.3,4963700,2025-07-08
1752019200,11.393,11.393,11.269,11.3,3821100,2025-07-09
1752105600,11.455,11.703,11.331,11.61,7589700,2025-07-10
1752192000,11.61,11.641,11.393,11.424,3709100,2025-07-11
1752451200,11.517,11.517,11.269,11.455,3948800,2025-07-14
1752537600,11.455,11.641,11.393,11.424,4977600,2025-07-15
1752624000,11.424,11.517,11.393,11.486,2810800,2025-07-16
1752710400,11.486,11.61,11.455,11.548,5032200,2025-07-17
1752796800,11.579,11.92,11.455,11.765,9333300,2025-07-18
1753056000,11.858,11.858,11.486,11.517,4266400,2025-07-21
1753142400,11.517,11.517,11.424,11.517,3602900,2025-07-22
1753228800,11.548,11.765,11.486,11.548,7295900,2025-07-23
1753315200,11.703,12.012,11.548,12.012,13897700,2025-07-24
1753401600,12.167,12.508,12.136,12.26,16043900,2025-07-25
1753660800,12.446,12.446,12.167,12.26,15242600,2025-07-28
1753747200,12.384,12.879,12.167,12.322,22081300,2025-07-29
1753833600,12.57,12.632,12.043,12.167,12999600,2025-07-30
1753920000,12.384,12.632,12.105,12.632,15233200,2025-07-31
1754006400,13.096,13.313,12.694,12.817,18694600,2025-08-01
1754265600,12.694,13.034,12.601,12.694,13157500,2025-08-04
1754352000,12.817,12.941,12.322,12.632,28020100,2025-08-05
1754438400,12.786,13.499,12.539,13.499,27534600,2025-08-06
1754524800,13.932,13.932,13.344,13.56,16099400,2025-08-07
1754611200,13.591,14.149,13.468,13.932,24581600,2025-08-08
1754870400,14.118,14.118,13.653,13.715,13861100,2025-08-11
1754956800,13.87,14.211,13.684,14.211,18173000,2025-08-12
1755043200,14.025,14.334,13.746,13.932,15379900,2025-08-13
1755129600,14.087,14.118,13.746,14.087,13986800,2025-08-14
1755216000,14.273,15.047,14.242,15.047,35202800,2025-08-15
1755475200,16.099,16.099,16.006,16.099,11908600,2025-08-18
1755561600,17.214,17.214,17.214,17.214,6043300,2025-08-19
1755648000,17.709,18.39,16.595,18.39,60028200,2025-08-20
1755734400,19.474,19.474,18.297,18.514,17365800,2025-08-21
1755820800,17.833,18.545,17.245,17.245,37060600,2025-08-22
1756080000,17.4,17.4,16.068,16.068,26389500,2025-08-25
1756166400,15.821,16.997,15.821,16.997,13992500,2025-08-26
1756252800,17.152,17.152,16.378,16.409,18944900,2025-08-27
1756339200,16.595,16.904,16.347,16.811,8108700,2025-08-28
1756425600,17.028,17.028,16.409,16.409,16052800,2025-08-29
1756857600,16.656,17.338,16.471,17.059,11413500,2025-09-03
1756944000,17.245,17.338,16.811,16.935,10757100,2025-09-04
1757030400,17.09,17.802,16.811,16.873,16506400,2025-09-05
1757289600,16.78,17.121,15.759,15.759,15247000,2025-09-08
1757376000,16.068,16.068,15.48,16.006,7851200,2025-09-09
1757462400,16.316,16.997,16.037,16.78,14417400,2025-09-10
1757548800,16.842,16.966,16.285,16.718,9568500,2025-09-11
1757635200,16.873,17.338,16.811,16.842,9618700,2025-09-12
1757894400,17.059,17.523,16.842,17.4,11859300,2025-09-15
1757980800,17.554,17.554,16.935,16.997,9655900,2025-09-16
1758067200,16.966,17.276,16.78,16.78,7380300,2025-09-17
1758153600,16.873,16.904,16.44,16.626,7072600,2025-09-18
1758240000,16.718,16.718,16.099,16.099,5917800,2025-09-19
1758499200,16.223,16.595,15.821,16.595,9617100,2025-09-22
1758585600,16.471,16.656,16.285,16.656,4457600,2025-09-23
1758672000,16.595,16.718,16.378,16.718,3943100,2025-09-24
1758758400,16.873,17.523,16.78,17.307,14585800,2025-09-25
1758844800,17.338,17.833,17.028,17.028,10700100,2025-09-26
1759104000,17.059,17.245,16.595,16.656,5676700,2025-09-29
1759190400,16.718,16.718,16.099,16.223,6880500,2025-09-30
1759276800,16.254,16.564,16.254,16.44,2106400,2025-10-01
1759363200,16.626,16.842,16.347,16.471,4625800,2025-10-02
1759449600,16.564,16.564,16.099,16.13,5553800,2025-10-03
1759708800,16.409,16.904,16.161,16.873,5052600,2025-10-06
1759795200,16.935,16.935,16.347,16.347,4786200,2025-10-07
1759881600,16.44,16.626,16.161,16.471,5697800,2025-10-08
1759968000,16.718,17.616,16.718,17.616,21019000,2025-10-09
1760054400,18.204,18.514,17.957,18.081,15131400,2025-10-10
1760313600,17.771,18.297,17.771,17.864,13741000,2025-10-13
1760400000,17.895,17.895,17.338,17.338,17636000,2025-10-14
1760486400,17.369,17.771,17.369,17.523,6709600,2025-10-15
1760572800,17.74,17.74,17.307,17.369,7400300,2025-10-16
1760659200,17.4,17.771,17.152,17.152,8948400,2025-10-17
1760918400,17.245,17.492,15.975,15.975,13284700,2025-10-20
1761004800,16.037,16.471,15.573,16.285,8833700,2025-10-21
1761091200,16.533,16.904,16.347,16.904,6036000,2025-10-22
1761177600,17.214,17.369,17.028,17.09,6773600,2025-10-23
1761264000,17.276,17.585,16.749,16.904,7774400,2025-10-24
1761523200,17.09,17.152,16.316,16.316,7733200,2025-10-27
1761609600,16.192,16.378,15.759,16.099,12881300,2025-10-28
1761696000,17.2,17.2,17.2,17.2,4403000,2025-10-29
1761782400,17.45,17.45,16.6,16.6,11935100,2025-10-30
1761868800,16.6,17.15,16.55,16.65,6817400,2025-10-31
1762128000,16.8,16.8,16.0,16.0,4999200,2025-11-03
1762214400,15.95,16.45,15.1,16.3,9461700,2025-11-04
1762300800,16.35,17.15,16.15,16.8,10745900,2025-11-05
1762387200,16.95,16.95,16.4,16.5,3847000,2025-11-06
1762473600,16.5,16.65,15.85,15.95,4675600,2025-11-07
1762732800,15.95,16.15,15.45,15.55,3593400,2025-11-10
1762819200,15.7,15.8,15.4,15.6,2802900,2025-11-11
1762905600,15.65,15.95,15.65,15.8,3270600,2025-11-12
1762992000,15.8,16.55,15.7,16.05,5694400,2025-11-13
1763078400,16.0,16.2,16.0,16.0,3081200,2025-11-14
1763337600,16.2,16.45,16.0,16.45,4617400,2025-11-17
1763424000,16.55,16.55,16.2,16.3,3166100,2025-11-18
1763510400,16.3,16.5,16.0,16.2,3353400,2025-11-19
1763596800,16.3,16.3,15.9,16.05,2149100,2025-11-20
1763683200,16.0,16.0,15.7,15.8,2920700,2025-11-21
1763942400,15.8,15.95,15.55,15.55,3110400,2025-11-24
1764028800,15.75,15.85,15.4,15.4,3931800,2025-11-25
1764115200,15.55,15.95,15.5,15.7,3227000,2025-11-26
1764201600,15.85,15.9,15.5,15.5,3201600,2025-11-27
1764288000,15.6,15.8,15.5,15.5,2413700,2025-11-28
1764547200,15.55,15.65,15.4,15.4,2213600,2025-12-01
1764633600,15.4,15.45,14.9,15.25,5151400,2025-12-02
1764720000,15.3,15.4,15.1,15.3,2747400,2025-12-03
1764806400,15.35,15.5,15.3,15.45,2918800,2025-12-04
1764892800,15.5,15.5,15.2,15.2,2148500,2025-12-05
1765152000,15.1,15.2,14.85,14.9,8535400,2025-12-08
1765238400,14.9,14.9,14.3,14.45,8990900,2025-12-09
1765324800,14.45,14.55,14.3,14.4,3511200,2025-12-10
1765411200,14.5,14.6,14.2,14.25,2840200,2025-12-11
1765497600,14.25,14.35,13.5,13.5,6877100,2025-12-12
1765756800,13.5,14.4,13.5,14.4,11539300,2025-12-15
1765843200,14.6,15.4,14.5,15.4,16692700,2025-12-16
