Date,Ticker,Horizon,ForecastWindow,BaseClose,ForecastDate,ActualClose,TargetCloseRetPct,EvalKind,FeatureSet,Model,Objective,UsedFeatureCount,TrainRows,TrainEndDate,PredCloseRetPct,PredClose,PredUpProb,PredDirectionUp,ActualDirectionUp,DirectionHit,CloseAbsErrPct
2026-03-20,VIC,3,T+3,135.0,2026-03-25,128.7,-4.666666666666675,walkback,baseline_ohlc,ridge_close_ret,price,161,475,2026-03-19,-3.679746995533563,130.03234155602968,,False,False,True,0.986919671133112
2026-03-27,VIC,3,T+3,132.6,2026-04-01,141.0,6.334841628959276,walkback,baseline_ohlc,ridge_close_ret,price,161,480,2026-03-26,11.232704155136622,147.49456570971114,,True,True,True,4.897862526177346
2026-04-03,VIC,3,T+3,141.0,2026-04-08,153.4,8.794326241134765,walkback,baseline_ohlc,ridge_close_ret,price,161,485,2026-04-02,-0.7357615207681927,139.96257625571684,,False,True,False,9.530087761902958
2026-04-10,VIC,3,T+3,151.7,2026-04-15,177.0,16.67765326301913,walkback,baseline_ohlc,ridge_close_ret,price,161,490,2026-04-09,8.453217382685812,164.52353076953435,,True,True,True,8.224435880333319
2026-04-17,VIC,3,T+3,187.9,2026-04-22,207.2,10.27142096860032,walkback,baseline_ohlc,ridge_close_ret,price,161,495,2026-04-16,-3.315987616687227,181.6692592682447,,False,True,False,13.587408585287548
2026-04-24,VIC,3,T+3,212.1,2026-05-04,212.0,-0.0471475719000413,walkback,baseline_ohlc,ridge_close_ret,price,161,500,2026-04-23,1.4882478576953593,215.25657370617188,,True,False,False,1.5353954295954009
2026-05-06,VIC,3,T+3,219.5,2026-05-11,223.0,1.5945330296127658,walkback,baseline_ohlc,ridge_close_ret,price,161,505,2026-05-05,3.434621674774517,227.03899457613005,,True,True,True,1.8400886451617513
2026-05-13,VIC,3,T+3,221.0,2026-05-18,225.0,1.8099547511312153,walkback,baseline_ohlc,ridge_close_ret,price,161,510,2026-05-12,-8.942448042701255,201.23718982563025,,False,True,False,10.75240279383247
2026-05-20,VIC,3,T+3,226.7,2026-05-25,218.8,-3.4847816497573736,walkback,baseline_ohlc,ridge_close_ret,price,161,515,2026-05-19,-4.115923505437349,217.36920141317353,,False,False,True,0.6311418556799757
2026-05-27,VIC,3,T+3,210.8,2026-06-01,204.9,-2.7988614800759093,walkback,baseline_ohlc,ridge_close_ret,price,161,520,2026-05-26,-3.4732884695848836,203.47830790611508,,False,False,True,0.6744269895089743
2026-06-03,VIC,3,T+3,197.6,2026-06-08,195.0,-1.3157894736842035,walkback,baseline_ohlc,ridge_close_ret,price,161,525,2026-06-02,0.4390147332038745,198.46749311281084,,True,False,False,1.754804206888078
2026-06-10,VIC,3,T+3,196.0,2026-06-15,192.6,-1.734693877551019,walkback,baseline_ohlc,ridge_close_ret,price,161,530,2026-06-09,-1.2200415410399064,193.60871857956175,,False,False,True,0.5146523365111126
2026-06-17,VIC,3,T+3,192.0,2026-06-22,219.8,14.479166666666664,walkback,baseline_ohlc,ridge_close_ret,price,161,535,2026-06-16,2.5965206113576413,196.9853195738067,,True,True,True,11.882646055309024
2026-02-27,VIC,4,T+4,172.0,2026-03-05,164.8,-4.1860465116279055,walkback,baseline_ohlc,ridge_close_ret,price,161,460,2026-02-26,-1.0787382387298166,170.14457022938473,,False,False,True,3.1073082728980888
2026-03-06,VIC,4,T+4,156.5,2026-03-12,145.0,-7.348242811501593,walkback,baseline_ohlc,ridge_close_ret,price,161,465,2026-03-05,1.3381764763089392,158.5942461854235,,True,False,False,8.686419287810532
2026-03-13,VIC,4,T+4,144.6,2026-03-19,145.0,0.2766251728907321,walkback,baseline_ohlc,ridge_close_ret,price,161,470,2026-03-12,1.5333798448298908,146.81726725562402,,True,True,True,1.256754671939159
2026-03-20,VIC,4,T+4,135.0,2026-03-26,130.0,-3.703703703703709,walkback,baseline_ohlc,ridge_close_ret,price,161,475,2026-03-19,-0.7196504809890498,134.02847185066477,,False,False,True,2.984053222714659
2026-03-27,VIC,4,T+4,132.6,2026-04-02,139.9,5.505279034690802,walkback,baseline_ohlc,ridge_close_ret,price,161,480,2026-03-26,11.921178657322397,148.40748289960948,,True,True,True,6.415899622631593
2026-04-03,VIC,4,T+4,141.0,2026-04-09,149.2,5.81560283687943,walkback,baseline_ohlc,ridge_close_ret,price,161,485,2026-04-02,-0.0755477422516344,140.8934776834252,,False,True,False,5.8911505791310645
2026-04-10,VIC,4,T+4,151.7,2026-04-16,189.3,24.785761371127247,walkback,baseline_ohlc,ridge_close_ret,price,161,490,2026-04-09,4.035712622080119,157.8221760476955,,True,True,True,20.750048749047128
2026-04-17,VIC,4,T+4,187.9,2026-04-23,214.5,14.156466205428409,walkback,baseline_ohlc,ridge_close_ret,price,161,495,2026-04-16,-7.551302952024722,173.71110175314556,,False,True,False,21.70776915745313
2026-04-24,VIC,4,T+4,212.1,2026-05-05,219.5,3.4889203206034836,walkback,baseline_ohlc,ridge_close_ret,price,161,500,2026-04-23,1.4056329941095038,215.08134758050625,,True,True,True,2.0832873264939797
2026-05-06,VIC,4,T+4,219.5,2026-05-12,222.0,1.1389521640091216,walkback,baseline_ohlc,ridge_close_ret,price,161,505,2026-05-05,0.93950744438961,221.5622188404352,,True,True,True,0.1994447196195115
2026-05-13,VIC,4,T+4,221.0,2026-05-19,225.1,1.8552036199094957,walkback,baseline_ohlc,ridge_close_ret,price,161,510,2026-05-12,-8.326913554517146,202.5975210445171,,False,True,False,10.182117174426642
2026-05-20,VIC,4,T+4,226.7,2026-05-26,213.0,-6.043228936921041,walkback,baseline_ohlc,ridge_close_ret,price,161,515,2026-05-19,-4.186326599531164,217.20959759886284,,False,False,True,1.8569023373898776
2026-05-27,VIC,4,T+4,210.8,2026-06-02,204.9,-2.7988614800759093,walkback,baseline_ohlc,ridge_close_ret,price,161,520,2026-05-26,-5.21024870275067,199.8167957346016,,False,False,True,2.411387222674761
2026-06-03,VIC,4,T+4,197.6,2026-06-09,193.2,-2.2267206477732837,walkback,baseline_ohlc,ridge_close_ret,price,161,525,2026-06-02,1.8804311509056797,201.31573195418963,,True,False,False,4.107151798678963
2026-06-10,VIC,4,T+4,196.0,2026-06-16,194.0,-1.0204081632653073,walkback,baseline_ohlc,ridge_close_ret,price,161,530,2026-06-09,-2.396624104749515,191.30261675469097,,False,False,True,1.3762159414842077
2026-06-17,VIC,4,T+4,192.0,2026-06-23,229.0,19.270833333333325,walkback,baseline_ohlc,ridge_close_ret,price,161,535,2026-06-16,6.488054013042794,204.45706370504217,,True,True,True,12.78277932029053
2026-02-27,VIC,5,T+5,172.0,2026-03-06,156.5,-9.011627906976749,walkback,baseline_ohlc,ridge_close_ret,price,161,460,2026-02-26,-0.2010570273375078,171.65418191297948,,False,False,True,8.81057087963924
2026-03-06,VIC,5,T+5,156.5,2026-03-13,144.6,-7.603833865814701,walkback,baseline_ohlc,ridge_close_ret,price,161,465,2026-03-05,-2.8472012929703356,152.04412997650144,,False,False,True,4.7566325728443655
2026-03-13,VIC,5,T+5,144.6,2026-03-20,135.0,-6.639004149377592,walkback,baseline_ohlc,ridge_close_ret,price,161,470,2026-03-12,-0.8275399521233542,143.40337722922962,,False,False,True,5.811464197254238
2026-03-20,VIC,5,T+5,135.0,2026-03-27,132.6,-1.777777777777778,walkback,baseline_ohlc,ridge_close_ret,price,161,475,2026-03-19,-0.6728567972977726,134.091643323648,,False,False,True,1.1049209804800055
2026-03-27,VIC,5,T+5,132.6,2026-04-03,141.0,6.334841628959276,walkback,baseline_ohlc,ridge_close_ret,price,161,480,2026-03-26,9.964465285866504,145.81288096905897,,True,True,True,3.6296236569072287
2026-04-03,VIC,5,T+5,141.0,2026-04-10,151.7,7.588652482269498,walkback,baseline_ohlc,ridge_close_ret,price,161,485,2026-04-02,3.257016452592879,145.59239319815595,,True,True,True,4.331636029676619
2026-04-10,VIC,5,T+5,151.7,2026-04-17,187.9,23.86288727752144,walkback,baseline_ohlc,ridge_close_ret,price,161,490,2026-04-09,4.761241606047458,158.92280351637396,,True,True,True,19.10164567147398
2026-04-17,VIC,5,T+5,187.9,2026-04-24,212.1,12.87919105907398,walkback,baseline_ohlc,ridge_close_ret,price,161,495,2026-04-16,-9.31406859710064,170.3988651060479,,False,True,False,22.193259656174614
2026-04-24,VIC,5,T+5,212.1,2026-05-06,219.5,3.4889203206034836,walkback,baseline_ohlc,ridge_close_ret,price,161,500,2026-04-23,4.118559390594484,220.83546446745092,,True,True,True,0.6296390699910006
2026-05-06,VIC,5,T+5,219.5,2026-05-13,221.0,0.6833712984054774,walkback,baseline_ohlc,ridge_close_ret,price,161,505,2026-05-05,1.0192440015936075,221.73724058349796,,True,True,True,0.3358727031881301
2026-05-13,VIC,5,T+5,221.0,2026-05-20,226.7,2.579185520361982,walkback,baseline_ohlc,ridge_close_ret,price,161,510,2026-05-12,-9.754645859013912,199.44223265157925,,False,True,False,12.333831379375894
2026-05-20,VIC,5,T+5,226.7,2026-05-27,210.8,-7.013674459638275,walkback,baseline_ohlc,ridge_close_ret,price,161,515,2026-05-19,-4.367078618670533,216.79983277147392,,False,False,True,2.646595840967742
2026-05-27,VIC,5,T+5,210.8,2026-06-03,197.6,-6.261859582542706,walkback,baseline_ohlc,ridge_close_ret,price,161,520,2026-05-26,-7.3892286613985405,195.2235059817719,,False,False,True,1.1273690788558346
2026-06-03,VIC,5,T+5,197.6,2026-06-10,196.0,-0.8097165991902799,walkback,baseline_ohlc,ridge_close_ret,price,161,525,2026-06-02,2.7429481389344854,203.0200655225345,,True,False,False,3.552664738124766
2026-06-10,VIC,5,T+5,196.0,2026-06-17,192.0,-2.0408163265306145,walkback,baseline_ohlc,ridge_close_ret,price,161,530,2026-06-09,-2.4356544282176533,191.22611732069345,,False,False,True,0.3948381016870388
2026-06-17,VIC,5,T+5,192.0,2026-06-24,230.5,20.052083333333325,walkback,baseline_ohlc,ridge_close_ret,price,161,535,2026-06-16,5.7980380887983145,203.13223313049275,,True,True,True,14.25404524453501
2026-02-27,VIC,1,T+1,172.0,2026-03-02,167.2,-2.7906976744186074,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,460,2026-02-26,-0.1792384328073375,171.69170989557136,,False,False,True,2.61145924161127
2026-03-06,VIC,1,T+1,156.5,2026-03-09,145.6,-6.964856230031957,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,465,2026-03-05,-1.0328516562043055,154.88358715804026,,False,False,True,5.932004573827651
2026-03-13,VIC,1,T+1,144.6,2026-03-16,144.7,0.069156293222683,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,470,2026-03-12,0.7368928939770995,145.66554712469087,,True,True,True,0.6677366007544164
2026-03-20,VIC,1,T+1,135.0,2026-03-23,125.6,-6.962962962962971,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,475,2026-03-19,-1.0445440713247378,133.5898655037116,,False,False,True,5.9184188916382325
2026-03-27,VIC,1,T+1,132.6,2026-03-30,129.5,-2.337858220211153,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,480,2026-03-26,-0.0562719948266909,132.52538333485978,,False,False,True,2.281586225384462
2026-04-03,VIC,1,T+1,141.0,2026-04-06,141.6,0.4255319148936065,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,485,2026-04-02,-0.1934433312200264,140.72724490297978,,False,True,False,0.618975246113633
2026-04-10,VIC,1,T+1,151.7,2026-04-13,160.0,5.4713249835201205,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,490,2026-04-09,1.2298240710951542,153.56564311585134,,True,True,True,4.241500912424966
2026-04-17,VIC,1,T+1,187.9,2026-04-20,191.0,1.6498137307078276,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,495,2026-04-16,-2.5493090281711996,183.1098483360663,,False,True,False,4.199122758879027
2026-04-24,VIC,1,T+1,212.1,2026-04-28,225.5,6.317774634606321,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,500,2026-04-23,-0.5907919174508534,210.8469303430867,,False,True,False,6.908566552057175
2026-05-06,VIC,1,T+1,219.5,2026-05-07,224.0,2.05011389521641,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,505,2026-05-05,0.2920654697542822,220.14108370611063,,True,True,True,1.7580484254621278
2026-05-13,VIC,1,T+1,221.0,2026-05-14,229.8,3.981900452488696,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,510,2026-05-12,-0.8259247867615291,219.174706221257,,False,True,False,4.807825239250225
2026-05-20,VIC,1,T+1,226.7,2026-05-21,218.7,-3.528892809880902,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,515,2026-05-19,0.1752831319636867,227.09736686016169,,True,False,False,3.704175941844588
2026-05-27,VIC,1,T+1,210.8,2026-05-28,210.8,0.0,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,520,2026-05-26,-1.071050349939743,208.54222586232703,,False,False,True,1.071050349939743
2026-06-03,VIC,1,T+1,197.6,2026-06-04,200.2,1.3157894736842035,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,525,2026-06-02,-0.7621339344308207,196.0940233455647,,False,True,False,2.077923408115024
2026-06-10,VIC,1,T+1,196.0,2026-06-11,196.0,0.0,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,530,2026-06-09,0.8682678068640062,197.70180490145344,,True,False,False,0.8682678068640062
2026-06-17,VIC,1,T+1,192.0,2026-06-18,205.4,6.97916666666667,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,535,2026-06-16,-0.8185242068331899,190.42843352288023,,False,True,False,7.797690873499859
2026-02-27,VIC,2,T+2,172.0,2026-03-03,155.5,-9.593023255813948,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,460,2026-02-26,-0.4587142015711733,171.21101157329758,,False,False,True,9.134309054242776
2026-03-06,VIC,2,T+2,156.5,2026-03-10,141.8,-9.392971246006388,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,465,2026-03-05,-1.063655695852165,154.83537883599138,,False,False,True,8.329315550154224
2026-03-13,VIC,2,T+2,144.6,2026-03-17,146.2,1.1065006915629283,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,470,2026-03-12,3.083964313714152,149.05941239763067,,True,True,True,1.9774636221512236
2026-03-20,VIC,2,T+2,135.0,2026-03-24,124.0,-8.148148148148149,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,475,2026-03-19,4.032185566884784,140.44345051529444,,True,False,False,12.180333715032932
2026-03-27,VIC,2,T+2,132.6,2026-03-31,135.0,1.8099547511312153,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,480,2026-03-26,2.4740146238537255,135.88054339123005,,True,True,True,0.6640598727225102
2026-04-03,VIC,2,T+2,141.0,2026-04-07,143.4,1.7021276595744703,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,485,2026-04-02,-0.8515474367127469,139.799318114235,,False,True,False,2.5536750962872174
2026-04-10,VIC,2,T+2,151.7,2026-04-14,165.5,9.096901779828626,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,490,2026-04-09,5.769346748158023,160.4520990169557,,True,True,True,3.3275550316706024
2026-04-17,VIC,2,T+2,187.9,2026-04-21,193.7,3.086748270356554,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,495,2026-04-16,-4.381681607304247,179.66682025987532,,False,True,False,7.468429877660801
2026-04-24,VIC,2,T+2,212.1,2026-04-29,214.0,0.8958038661009082,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,500,2026-04-23,0.3258412370788595,212.79110926384425,,True,True,True,0.5699626290220488
2026-05-06,VIC,2,T+2,219.5,2026-05-08,226.0,2.9612756264236983,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,505,2026-05-05,1.443756199265474,222.6690448573877,,True,True,True,1.5175194271582244
2026-05-13,VIC,2,T+2,221.0,2026-05-15,228.0,3.167420814479649,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,510,2026-05-12,-0.4583153208913222,219.98712314083016,,False,True,False,3.625736135370971
2026-05-20,VIC,2,T+2,226.7,2026-05-22,216.5,-4.499338332598146,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,515,2026-05-19,-1.4756870128122943,223.3546175419545,,False,False,True,3.023651319785852
2026-05-27,VIC,2,T+2,210.8,2026-05-29,211.3,0.2371916508538962,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,520,2026-05-26,-1.5958902573679357,207.4358633374684,,False,True,False,1.833081908221832
2026-06-03,VIC,2,T+2,197.6,2026-06-05,207.0,4.757085020242924,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,525,2026-06-02,-0.4732487716124996,196.6648604272937,,False,True,False,5.230333791855424
2026-06-10,VIC,2,T+2,196.0,2026-06-12,195.5,-0.255102040816324,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,530,2026-06-09,2.019412203306606,199.95804791848096,,True,False,False,2.2745142441229307
2026-06-17,VIC,2,T+2,192.0,2026-06-19,205.5,7.03125,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,535,2026-06-16,1.1031500397628702,194.1180480763447,,True,True,True,5.92809996023713
2026-02-27,VIC,3,T+3,172.0,2026-03-04,155.6,-9.534883720930232,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,460,2026-02-26,-2.385662588058661,167.89666034853911,,False,False,True,7.1492211328715705
2026-03-06,VIC,3,T+3,156.5,2026-03-11,146.0,-6.709265175718848,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,465,2026-03-05,-1.4594276623706943,154.21599570838987,,False,False,True,5.249837513348153
2026-03-13,VIC,3,T+3,144.6,2026-03-18,146.0,0.9681881051175624,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,470,2026-03-12,1.5941123704704858,146.90508648770032,,True,True,True,0.6259242653529236
2026-03-20,VIC,3,T+3,135.0,2026-03-25,128.7,-4.666666666666675,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,475,2026-03-19,0.1221662028350656,135.16492437382735,,True,False,False,4.788832869501741
2026-03-27,VIC,3,T+3,132.6,2026-04-01,141.0,6.334841628959276,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,480,2026-03-26,4.483637274695151,138.54530302624576,,True,True,True,1.8512043542641248
2026-04-03,VIC,3,T+3,141.0,2026-04-08,153.4,8.794326241134765,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,485,2026-04-02,0.6638995334886368,141.936098342219,,True,True,True,8.130426707646128
2026-04-10,VIC,3,T+3,151.7,2026-04-15,177.0,16.67765326301913,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,490,2026-04-09,7.014366288325523,162.34079365938982,,True,True,True,9.663286974693609
2026-04-17,VIC,3,T+3,187.9,2026-04-22,207.2,10.27142096860032,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,495,2026-04-16,-2.208241699126387,183.75071384734153,,False,True,False,12.479662667726709
2026-04-24,VIC,3,T+3,212.1,2026-05-04,212.0,-0.0471475719000413,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,500,2026-04-23,5.879040470687193,224.5694448383275,,True,False,False,5.926188042587235
2026-05-06,VIC,3,T+3,219.5,2026-05-11,223.0,1.5945330296127658,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,505,2026-05-05,2.039778677586544,223.97731419730243,,True,True,True,0.4452456479737781
2026-05-13,VIC,3,T+3,221.0,2026-05-18,225.0,1.8099547511312153,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,510,2026-05-12,0.608451173121789,222.3446770925991,,True,True,True,1.2015035780094263
2026-05-20,VIC,3,T+3,226.7,2026-05-25,218.8,-3.4847816497573736,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,515,2026-05-19,1.2313879607633198,229.49155650705043,,True,False,False,4.716169610520693
2026-05-27,VIC,3,T+3,210.8,2026-06-01,204.9,-2.7988614800759093,walkback,baseline_ohlc,hist_gbm_close_ret,price,161,520,2026-05-26,-2.4518110273671123,205.63158235431013,,False,False,True,0.347050452708797
