Scope,Ticker,SnapshotTimeBucket,FeatureSet,Model,Rows,UsedFeatureCount,CloseMAEPct,HighMAEPct,LowMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore
VIC,VIC,AM_EARLY,price_volume_core,ridge,227,81.0,2.010518284534941,1.4247452311344535,1.298766745671109,1.270400508478804,47.136563876651984,2.9243755628644625
VIC,VIC,AM_LATE,price_volume_core,hist_gbm,304,81.0,1.589384330711043,1.012507359262916,1.1177623546609536,1.1519834860184512,49.67105263157895,2.1783678502058232
VIC,VIC,PM_EARLY,price_volume_core,hist_gbm,228,81.0,1.298308381267053,0.9231975084870438,0.7963950137959115,0.9320016795242396,51.75438596491229,1.6861847387328992
VIC,VIC,PM_LATE,range_micro_volume,ridge,228,67.0,0.9174740636724852,0.732280333147986,0.7300291891495853,0.943196459008386,50.43859649122807,1.0377035368196066
