SnapshotDate,SnapshotTimeBucket,Ticker,Base,Low,Mid,High,PredLowRetPct,PredMidRetPct,PredHighRetPct,Model,EvalRows,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore
2026-04-16,AM_LATE,NVL,17.1,16.684290365328515,16.81189874355364,17.336901890447088,-2.4310504951548837,-1.684802669276963,1.3853911722051788,hist_gbm,8,1.8982860715147825,0.9859137726807008,50.0,2.397809145006065
