Ticker,EngineRunAt,Sector,IsVN30,Last,Ref,ChangePct,SMA20,SMA50,SMA200,EMA20,RSI14,ATR14,ATR14Pct,Vol20Pct,Vol60Pct,MACD,MACDSignal,Beta60_Index,Corr60_Index,Z20,Ret5d,Ret20d,Ret60d,IntradayVol_shares,IntradayValue_kVND,IntradayPctADV20,ADTV20_shares,ADTV20Rank,ADTV20PctRank,High52w,Low52w,Ceil,Floor,TickSize,LotSize,OneLotATR_kVND,FloorValid,CeilValid,ValidBid1,ValidAsk1,TicksToFloor,TicksToCeil,SlippageOneTickPct,DistRefPct,DistSMA20Pct,DistSMA50Pct,Pos52wPct,GridBelow_T1,GridBelow_T2,GridBelow_T3,GridAbove_T1,GridAbove_T2,GridAbove_T3,PE_fwd,PB,ROE,ForeignFlowDate,ForeignRoomRemaining_shares,ForeignHoldingPct,NetBuySellForeign_shares_1d,NetBuySellForeign_shares_5d,NetBuySellForeign_shares_20d,NetBuySellForeign_kVND_1d,NetBuySellForeign_kVND_5d,NetBuySellForeign_kVND_20d,ProprietaryFlowDate,NetBuySellProprietary_shares_1d,NetBuySellProprietary_shares_5d,NetBuySellProprietary_shares_20d,NetBuySellProprietary_kVND_1d,NetBuySellProprietary_kVND_5d,NetBuySellProprietary_kVND_20d,CoMoveWithIndex20Pct,Corr20_Index,Beta20_Index,Ret20dVsIndex,Ret60dVsIndex,RelStrength20Rank,RelStrength60Rank,SectorBreadthAboveSMA20Pct,SectorBreadthAboveSMA50Pct,SectorBreadthPositive5dPct,SectorADTVRank,Ret20dVsSector,Ret60dVsSector,VNINDEX_ATR14PctRank,PositionQuantity,PositionPctADV20,PositionAvgPrice,EnginePortfolioMarketValue_kVND,PositionMarketValue_kVND,PositionWeightPct,PositionCostBasis_kVND,PositionUnrealized_kVND,PositionATR_kVND,PositionPNLPct,SectorWeightPct,BetaContribution
VNINDEX,2026-04-16T11:00:28.137326+07:00,,0,1819.4,1800.65,1.0412906450448345,1693.917,1747.9832000000001,1680.5113000000001,1725.0238371843375,63.10984725905241,35.597570527020615,1.9565554868099708,1.8529113244307198,1.6652103553010364,10.326603774899468,-7.258303718443759,0.9999999999999997,1.0,2.3012444041717237,2.51060317098859,5.065846670906682,-4.950803403644343,266402183.0,482047637476.26,0.3387719858356735,786376070.45,1.0,100.0,1918.46,1136.98,1926.6,1674.7,0.1,100,3559.7570527020616,True,True,1819.3,1819.5,1447.0,1072.0,0.005496317467296911,1.0412906450448345,7.407860007308509,4.085668557912903,0.8732405179915034,1819.3,1819.2,1819.1,1819.5,1819.6,1819.7,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,77.23684210526316,0.0,0.0,,1698300.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
NVL,2026-04-16T11:00:28.137326+07:00,Bất động sản,0,17.0,17.5,-2.857142857142858,14.8075,13.266999999999998,14.653000000000002,15.118500324249958,77.37342145264553,0.8182081635802025,4.812989197530603,3.5325832436516693,3.4390968936364077,1.1640951963819042,0.862041363748431,0.7789088347109518,0.39623200580600065,1.4847445137230042,11.111111111111116,34.61538461538463,35.65891472868217,12477000.0,214047145.0,0.4925115701929645,25333415.0,1.0,100.0,19.3,8.93,18.7,16.3,0.05,100,81.82081635802025,True,True,16.95,17.05,14.0,34.0,0.29411764705882354,-2.857142857142858,14.806685801114305,28.137483982814526,0.7782063645130183,16.95,16.9,16.85,17.05,17.1,17.15,26.89,0.45,3.0026790995442054,2026-04-15,966317436.0,5.71,1727300.0,4295900.0,-14845600.0,30759520.0,71397375.0,-193664665.0,2026-04-15,30600.0,3511000.0,6638341.0,543355.0,58180305.0,102906005.0,65.0,0.598524155303232,1.1137879769462746,29.549537944477947,40.60971813232651,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,77.23684210526316,99900.0,0.39434083403283765,16.4,1698300.0,1698300.0,100.0,1638359.9999999998,59940.00000000023,81738.99554166224,0.03658536585365869,100.0,0.7789088347109518
