SnapshotDate,Ticker,Horizon,ForecastWindow,Base,ForecastDate,Model,EvalRows,OpenMAEPct,HighMAEPct,LowMAEPct,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore,ForecastOpen,ForecastHigh,ForecastLow,ForecastClose,ForecastCloseRetPct,ForecastRangePct,ForecastCandleBias
2026-04-16,NVL,1,T+1,17.1,,hist_gbm,30,1.6446440235916222,2.8391547711451395,1.90028717043162,3.2093424285651935,2.60146507178752,63.33333333333333,6.319113160641317,17.155448119585525,17.450111382458974,16.872847683060847,17.034218853249623,-0.3846850687156622,3.3758111075913875,BEARISH
