EngineRunAt,Sector,TickerCount,SectorBreadthAboveSMA20Pct,SectorBreadthAboveSMA50Pct,SectorBreadthPositive5dPct,SectorMedianRet5d,SectorMedianRet20d,SectorMedianRet60d,SectorMedianRet20dVsIndex,SectorMedianRet60dVsIndex,SectorMeanCoMoveWithIndex20Pct,SectorMedianForeignFlow5d_kVND,SectorMedianForeignFlow20d_kVND,SectorMedianProprietaryFlow5d_kVND,SectorMedianProprietaryFlow20d_kVND,SectorADTVRank
2026-04-16T11:00:28.137326+07:00,Bất động sản,1,100.0,100.0,100.0,11.111111111111116,34.61538461538463,35.65891472868217,29.549537944477947,40.60971813232651,65.0,71397375.0,-193664665.0,58180305.0,102906005.0,100.0
