t,open,high,low,close,volume,date_vn
1785120180,1849.41,1853.09,1849.41,1852.74,1628546,2026-07-27
1785120240,1852.73,1853.21,1852.25,1853.21,968118,2026-07-27
1785120300,1853.24,1853.37,1851.61,1851.61,595554,2026-07-27
1785120360,1852.26,1852.32,1851.24,1851.24,712065,2026-07-27
1785120420,1851.38,1851.38,1849.12,1849.12,953703,2026-07-27
1785120480,1849.05,1849.05,1847.75,1848.17,731194,2026-07-27
1785120540,1847.93,1848.2,1847.26,1847.26,857453,2026-07-27
1785120600,1847.5,1847.89,1846.91,1847.28,545598,2026-07-27
1785120660,1847.37,1847.9,1846.17,1847.01,453955,2026-07-27
1785120720,1847.06,1847.38,1846.25,1846.95,1178070,2026-07-27
1785120780,1845.72,1847.47,1845.72,1846.72,249332,2026-07-27
1785120840,1846.23,1846.79,1845.28,1846.05,526734,2026-07-27
1785120900,1845.32,1845.86,1844.65,1845.24,408358,2026-07-27
1785120960,1845.3,1845.4,1844.05,1844.22,311979,2026-07-27
1785121020,1844.3,1844.4,1843.11,1843.11,410334,2026-07-27
1785121080,1843.04,1843.93,1843.04,1843.12,722474,2026-07-27
1785121140,1843.23,1844.04,1843.08,1843.27,379505,2026-07-27
1785121200,1843.07,1843.48,1841.31,1841.31,776617,2026-07-27
1785121260,1841.54,1843.3,1840.45,1843.3,481711,2026-07-27
1785121320,1842.85,1842.85,1841.67,1842.35,588962,2026-07-27
1785121380,1842.4,1842.64,1841.96,1842.58,384498,2026-07-27
1785121440,1842.55,1842.55,1841.51,1841.76,424742,2026-07-27
1785121500,1841.76,1841.76,1840.56,1841.27,255972,2026-07-27
1785121560,1840.31,1840.65,1839.2,1839.25,601737,2026-07-27
1785121620,1839.57,1840.05,1838.88,1839.67,568618,2026-07-27
1785121680,1839.57,1840.4,1839.31,1839.74,468590,2026-07-27
1785121740,1839.5,1839.74,1838.79,1839.19,919027,2026-07-27
1785121800,1839.37,1839.65,1838.62,1839.13,447609,2026-07-27
1785121860,1839.63,1839.93,1839.47,1839.48,219098,2026-07-27
1785121920,1839.56,1840.3,1839.33,1839.83,430907,2026-07-27
1785121980,1839.83,1839.96,1839.55,1839.8,226221,2026-07-27
1785122040,1839.73,1839.73,1838.56,1838.56,338132,2026-07-27
1785122100,1838.37,1839.71,1838.36,1838.36,291944,2026-07-27
1785122160,1838.5,1839.67,1838.4,1839.67,927279,2026-07-27
1785122220,1839.23,1839.45,1838.78,1838.78,202716,2026-07-27
1785122280,1838.79,1839.41,1838.52,1839.41,150870,2026-07-27
1785122340,1839.37,1839.37,1838.52,1838.52,348080,2026-07-27
1785122400,1838.76,1839.49,1838.4,1839.49,289591,2026-07-27
1785122460,1840.25,1841.5,1839.64,1841.5,652354,2026-07-27
