EngineRunAt,Sector,TickerCount,SectorBreadthAboveSMA20Pct,SectorBreadthAboveSMA50Pct,SectorBreadthPositive5dPct,SectorMedianRet5d,SectorMedianRet20d,SectorMedianRet60d,SectorMedianRet20dVsIndex,SectorMedianRet60dVsIndex,SectorMeanCoMoveWithIndex20Pct,SectorMedianForeignFlow5d_kVND,SectorMedianForeignFlow20d_kVND,SectorMedianProprietaryFlow5d_kVND,SectorMedianProprietaryFlow20d_kVND,SectorADTVRank
2026-04-15T23:24:50.124745+07:00,Bất động sản,1,100.0,100.0,100.0,11.111111111111116,34.61538461538463,35.65891472868217,29.549537944477947,40.60971813232651,65.0,71397375.0,-193664665.0,73400890.0,101786740.0,100.0
