SnapshotDate,Ticker,Horizon,ForecastWindow,Base,ForecastDate,Model,ModelFamily,ModelClass,EvalRows,OpenMAEPct,HighMAEPct,LowMAEPct,CumHighMAEPct,CumLowMAEPct,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore,ForecastOpen,ForecastHigh,ForecastLow,ForecastCumHigh,ForecastCumLow,ForecastClose,ForecastCloseRetPct,ForecastCumHighRetPct,ForecastCumLowRetPct,ForecastRangePct,ForecastCandleBias,TickerColorStreakState,TickerLimitProxyState,TickerShockState1D,TickerImpulseState3D,TickerWideRangeState,TickerTrendRegimeState,TickerCompressionState,TickerReclaimState,TickerRelativeRotationState,TickerExhaustionState,IndexColorStreakState,VN30ColorStreakState
2026-07-01,VIC,1,T+1,220.0,,random_forest,ML-tree-ensemble,RandomForestRegressor,30,0.701418549876598,1.4710045674626826,1.8112935173907914,1.7896528914305179,1.6350116390020515,2.057387801571993,1.7848937528817987,50.0,5.125248966217512,220.18052952353634,221.97067060363247,217.65776592949453,223.81586385514535,216.45840096812685,219.8262914848255,-0.07895841598840603,1.7344835705206174,-1.609817741760522,1.9604112155172455,BEARISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
