SnapshotDate,SnapshotTimeBucket,Ticker,PrevClose,Base,SnapshotRetFromPrevClosePct,SnapshotRedFromPrevClose,Low,Mid,High,PredLowRetPct,PredMidRetPct,PredHighRetPct,Model,EvalRows,CloseMAEPct,RangeMAEPct,CloseDirHitPct,PredCloseUpFromSnapshot,PredCloseUpFromSnapshotProbPct,PredCloseUpFromSnapshotCalibrationRows,PredRecoverToPrevClose,PredRecoverToPrevCloseProbPct,PredRecoverToPrevCloseCalibrationRows,PredFinalCloseVsPrevClosePct,RecoverySetup,RecoveryCalibrationConflict,SelectionScore
2026-07-01,AM_EARLY,VIC,220.0,220.0,0.0,False,217.43254145708573,220.82976384705933,223.46063388383644,-1.1670266104155764,0.3771653850269721,1.5730154017438307,random_forest,74,1.64354689258046,1.2543036464721986,54.054054054054056,True,62.71186440677966,55,True,79.06976744186046,39,0.3771653850269674,NOT_RED_SNAPSHOT,False,2.1137291489335537
