Ticker,FetchedAt,PriceboardTime,FloorCode,BasicPrice,FloorPrice,CeilingPrice,HighestPrice,LowestPrice,AccumulatedValue,AccumulatedVolume,MatchPrice,MatchVolume,CurrentPrice,CurrentVolume,ForeignBuyVolume,ForeignSellVolume,ForeignNetVolume,ForeignTotalRoom,ForeignCurrentRoom,BestBid1,BestAsk1,BidVolume1,AskVolume1,BestBid2,BestAsk2,BidVolume2,AskVolume2,BestBid3,BestAsk3,BidVolume3,AskVolume3,BestBid4,BestAsk4,BidVolume4,AskVolume4,BestBid5,BestAsk5,BidVolume5,AskVolume5,BestBid6,BestAsk6,BidVolume6,AskVolume6,BestBid7,BestAsk7,BidVolume7,AskVolume7,BestBid8,BestAsk8,BidVolume8,AskVolume8,BestBid9,BestAsk9,BidVolume9,AskVolume9,BestBid10,BestAsk10,BidVolume10,AskVolume10
BSR,2026-07-13T00:32:33.315221+07:00,14:46:03,10,26.35,24.55,28.15,26.45,25.5,202304.375,783110.0,25.5,10.0,0.0,0.0,39740.0,51070.0,-11330.0,245357684.6,239735227.0,25.45,25.5,7960.0,110.0,25.4,25.55,3580.0,2070.0,25.35,25.6,890.0,3010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSR,2026-07-19T11:59:11.345862+07:00,14:46:02,10,26.0,24.2,27.8,26.05,24.8,184533.105,734610.0,24.9,20.0,0.0,0.0,68208.0,225480.0,-157272.0,245357684.6,239430594.1,24.9,25.0,15380.0,1210.0,24.85,25.05,20140.0,10.0,24.8,25.1,24630.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSR,2026-07-19T12:01:50.221035+07:00,14:46:02,10,26.0,24.2,27.8,26.05,24.8,184533.105,734610.0,24.9,20.0,0.0,0.0,68208.0,225480.0,-157272.0,245357684.6,239430594.1,24.9,25.0,15380.0,1210.0,24.85,25.05,20140.0,10.0,24.8,25.1,24630.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSR,2026-08-01T00:56:34.521495+07:00,14:46:02,10,25.7,23.95,27.45,26.45,25.35,286470.795,1108780.0,25.35,10.0,0.0,0.0,213070.0,62890.0,150180.0,245357684.6,239616227.4,25.35,25.4,12980.0,7820.0,25.3,25.45,13430.0,2170.0,25.25,25.5,9080.0,16100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSR,2026-08-03T15:05:36.921306+07:00,14:46:02,10,25.35,23.6,27.1,25.7,24.95,142156.045,559780.0,25.5,60.0,0.0,0.0,92295.0,28800.0,63495.0,245357684.6,239589352.4,25.5,25.55,3820.0,6060.0,25.45,25.6,3660.0,6850.0,25.4,25.65,2990.0,9510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSR,2026-08-03T18:45:18.196082+07:00,14:46:02,10,25.35,23.6,27.1,25.7,24.95,142156.045,559780.0,25.5,60.0,0.0,0.0,92295.0,28800.0,63495.0,245357684.6,239589352.4,25.5,25.55,3820.0,6060.0,25.45,25.6,3660.0,6850.0,25.4,25.65,2990.0,9510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSR,2026-08-04T14:27:49.816180+07:00,14:27:48,10,25.5,23.75,27.25,25.55,24.9,137624.715,549240.0,25.0,80.0,0.0,0.0,32630.0,75720.0,-43090.0,245357684.6,239590922.4,25.0,25.05,2320.0,19660.0,24.95,25.1,13730.0,6900.0,24.9,25.15,27900.0,4690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
