Ticker,Variant_1M,Model_1M,PredPeakRetPct_1M,PredPeakDays_1M,PredPeakPrice_1M,PredDrawdownPct_1M,PredDrawdownPrice_1M,PeakRetMAEPct_1M,PeakDayMAE_1M,DrawdownMAEPct_1M,Variant_2M,Model_2M,PredPeakRetPct_2M,PredPeakDays_2M,PredPeakPrice_2M,PredDrawdownPct_2M,PredDrawdownPrice_2M,PeakRetMAEPct_2M,PeakDayMAE_2M,DrawdownMAEPct_2M,Variant_3M,Model_3M,PredPeakRetPct_3M,PredPeakDays_3M,PredPeakPrice_3M,PredDrawdownPct_3M,PredDrawdownPrice_3M,PeakRetMAEPct_3M,PeakDayMAE_3M,DrawdownMAEPct_3M,Variant_4M,Model_4M,PredPeakRetPct_4M,PredPeakDays_4M,PredPeakPrice_4M,PredDrawdownPct_4M,PredDrawdownPrice_4M,PeakRetMAEPct_4M,PeakDayMAE_4M,DrawdownMAEPct_4M,Variant_5M,Model_5M,PredPeakRetPct_5M,PredPeakDays_5M,PredPeakPrice_5M,PredDrawdownPct_5M,PredDrawdownPrice_5M,PeakRetMAEPct_5M,PeakDayMAE_5M,DrawdownMAEPct_5M,Variant_6M,Model_6M,PredPeakRetPct_6M,PredPeakDays_6M,PredPeakPrice_6M,PredDrawdownPct_6M,PredDrawdownPrice_6M,PeakRetMAEPct_6M,PeakDayMAE_6M,DrawdownMAEPct_6M
NVL,recent_focus,hist_gbm,4.479523942696929,5.4,17.865998594201177,-7.634160717619918,15.794558517286996,7.687053341558681,5.6462275316466,6.479742905403614,recent_focus,ridge,-5.302071120580628,4.4,16.193345838380715,-10.810044643431835,15.251482365973157,18.773510660287464,11.996290057287924,5.258256065201002,recent_focus,random_forest,25.108588864095243,26.2,21.393568695760287,-14.38702601392552,14.639818551618738,17.592767846730805,18.87268683607511,7.109654467229062,quarter_focus,random_forest,24.502629305471384,14.1,21.28994961123561,-7.934198164659065,15.7432521138433,17.336447043699653,17.59706164206164,21.350297098979738,quarter_focus,hist_gbm,23.142961283931857,20.4,21.05744637955235,-8.338933365141347,15.674042394560832,11.925478750204244,56.57974600861053,20.94043732354456,quarter_focus,hist_gbm,23.142961283931857,20.4,21.05744637955235,-8.338933365141347,15.674042394560832,11.925478750204244,56.57974600861053,20.94043732354456
VNINDEX,recent_focus,ridge,3.414353496692571,11.8,1888.0565346598155,-0.6266360669608626,1814.279379998282,3.647283405034311,6.999297006346138,4.273155150185434,full_2y,hist_gbm,6.102454704545868,24.5,1937.1337360318348,-5.101750776135572,1732.5763157299375,3.699873557675489,13.447870276569912,5.473645870665422,full_2y,ridge,14.210748239407913,36.9,2085.168472756518,-3.734349886995165,1757.5412272431518,4.2786378898046085,24.90610514484086,4.998571852682302,quarter_focus,random_forest,3.217105126697321,5.5,1884.4553317191385,-10.839339029023206,1627.8240194793177,5.1588256765326,10.548357991834555,4.165342380004276,quarter_focus,random_forest,3.217105126697321,5.5,1884.4553317191385,-10.839339029023206,1627.8240194793177,5.1588256765326,10.548357991834555,4.4408640007298645,quarter_focus,random_forest,3.217105126697321,5.5,1884.4553317191385,-10.839339029023206,1627.8240194793177,5.1588256765326,10.548357991834555,4.4408640007298645
