SnapshotDate,Ticker,Horizon,ForecastWindow,Base,ForecastDate,Model,EvalRows,OpenMAEPct,HighMAEPct,LowMAEPct,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore,ForecastOpen,ForecastHigh,ForecastLow,ForecastClose,ForecastCloseRetPct,ForecastRangePct,ForecastCandleBias
2026-04-17,NVL,1,T+1,17.1,,hist_gbm,30,1.6001977180846818,2.887437892792543,1.9715243713764603,3.3044989082854275,2.630739900150617,53.333333333333336,6.58350347421036,17.150870494285055,17.38989633927568,16.809966943773453,16.98143830540728,-0.6933432432322806,3.3913999736972302,BEARISH
