Date,Value
2022-10-17,26775.79
2022-10-18,27156.14
2022-10-19,27257.38
2022-10-20,27006.96
2022-10-21,26890.58
2022-10-24,26974.9
2022-10-25,27250.28
2022-10-26,27431.84
2022-10-27,27345.24
2022-10-28,27105.2
2022-10-31,27587.46
2022-11-01,27678.92
2022-11-02,27663.39
2022-11-04,27199.74
2022-11-07,27527.64
2022-11-08,27872.11
2022-11-09,27716.43
2022-11-10,27446.1
2022-11-11,28263.57
2022-11-14,27963.47
2022-11-15,27990.17
2022-11-16,28028.3
2022-11-17,27930.57
2022-11-18,27899.77
2022-11-21,27944.79
2022-11-22,28115.74
2022-11-24,28383.09
2022-11-25,28283.03
2022-11-28,28162.83
2022-11-29,28027.84
2022-11-30,27968.99
2022-12-01,28226.08
2022-12-02,27777.9
2022-12-05,27820.4
2022-12-06,27885.87
2022-12-07,27686.4
2022-12-08,27574.43
2022-12-09,27901.01
2022-12-12,27842.33
2022-12-13,27954.85
2022-12-14,28156.21
2022-12-15,28051.7
2022-12-16,27527.12
2022-12-19,27237.64
2022-12-20,26568.03
2022-12-21,26387.72
2022-12-22,26507.87
2022-12-23,26235.25
2022-12-26,26405.87
2022-12-27,26447.87
2022-12-28,26340.5
2022-12-29,26093.67
2022-12-30,26094.5
2023-01-04,25716.86
2023-01-05,25820.8
2023-01-06,25973.85
2023-01-10,26175.56
2023-01-11,26446.0
2023-01-12,26449.82
2023-01-13,26119.52
2023-01-16,25822.32
2023-01-17,26138.68
2023-01-18,26791.12
2023-01-19,26405.23
2023-01-20,26553.53
2023-01-23,26906.04
2023-01-24,27299.19
2023-01-25,27395.01
2023-01-26,27362.75
2023-01-27,27382.56
2023-01-30,27433.4
2023-01-31,27327.11
2023-02-01,27346.88
2023-02-02,27402.05
2023-02-03,27509.46
2023-02-06,27693.65
2023-02-07,27685.47
2023-02-08,27606.46
2023-02-09,27584.35
2023-02-10,27670.98
2023-02-13,27427.32
2023-02-14,27602.77
2023-02-15,27501.86
2023-02-16,27696.44
2023-02-17,27513.13
2023-02-20,27531.94
2023-02-21,27473.1
2023-02-22,27104.32
2023-02-24,27453.48
2023-02-27,27423.96
2023-02-28,27445.56
2023-03-01,27516.53
2023-03-02,27498.87
2023-03-03,27927.47
2023-03-06,28237.78
2023-03-07,28309.16
2023-03-08,28444.19
2023-03-09,28623.15
2023-03-10,28143.97
2023-03-13,27832.96
2023-03-14,27222.04
2023-03-15,27229.48
2023-03-16,27010.61
2023-03-17,27333.79
2023-03-20,26945.67
2023-03-22,27466.61
2023-03-23,27419.61
2023-03-24,27385.25
2023-03-27,27476.87
2023-03-28,27518.25
2023-03-29,27883.78
2023-03-30,27782.93
2023-03-31,28041.48
2023-04-03,28188.15
2023-04-04,28287.42
2023-04-05,27813.26
2023-04-06,27472.63
2023-04-07,27518.31
2023-04-10,27633.66
2023-04-11,27923.37
2023-04-12,28082.7
2023-04-13,28156.97
2023-04-14,28493.47
2023-04-17,28514.78
2023-04-18,28658.83
2023-04-19,28606.76
2023-04-20,28657.57
2023-04-21,28564.37
2023-04-24,28593.52
2023-04-25,28620.07
2023-04-26,28416.47
2023-04-27,28457.68
2023-04-28,28856.44
2023-05-01,29123.18
2023-05-02,29157.95
2023-05-08,28949.88
2023-05-09,29242.82
2023-05-10,29122.18
2023-05-11,29126.72
2023-05-12,29388.3
2023-05-15,29626.34
2023-05-16,29842.99
2023-05-17,30093.59
2023-05-18,30573.93
2023-05-19,30808.35
2023-05-22,31086.82
2023-05-23,30957.77
2023-05-24,30682.68
2023-05-25,30801.13
2023-05-26,30916.31
2023-05-29,31233.54
2023-05-30,31328.16
2023-05-31,30887.88
2023-06-01,31148.01
2023-06-02,31524.22
2023-06-05,32217.43
2023-06-06,32506.78
2023-06-07,31913.74
2023-06-08,31641.27
2023-06-09,32265.17
2023-06-12,32434.0
2023-06-13,33018.65
2023-06-14,33502.42
2023-06-15,33485.49
2023-06-16,33706.08
2023-06-19,33370.42
2023-06-20,33388.91
2023-06-21,33575.14
2023-06-22,33264.88
2023-06-23,32781.54
2023-06-26,32698.81
2023-06-27,32538.33
2023-06-28,33193.99
2023-06-29,33234.14
2023-06-30,33189.04
2023-07-03,33753.33
2023-07-04,33422.52
2023-07-05,33338.7
2023-07-06,32773.02
2023-07-07,32388.42
2023-07-10,32189.73
2023-07-11,32203.57
2023-07-12,31943.93
2023-07-13,32419.33
2023-07-14,32391.26
2023-07-18,32493.89
2023-07-19,32896.03
2023-07-20,32490.52
2023-07-21,32304.25
2023-07-24,32700.94
2023-07-25,32682.51
2023-07-26,32668.34
2023-07-27,32891.16
2023-07-28,32759.23
2023-07-31,33172.22
2023-08-01,33476.58
2023-08-02,32707.69
2023-08-03,32159.28
2023-08-04,32192.75
2023-08-07,32254.56
2023-08-08,32377.29
2023-08-09,32204.33
2023-08-10,32473.65
2023-08-14,32059.91
2023-08-15,32238.89
2023-08-16,31766.82
2023-08-17,31626.0
2023-08-18,31450.76
2023-08-21,31565.64
2023-08-22,31856.71
2023-08-23,32010.26
2023-08-24,32287.21
2023-08-25,31624.28
2023-08-28,32169.99
2023-08-29,32226.97
2023-08-30,32333.46
2023-08-31,32619.34
2023-09-01,32710.62
2023-09-04,32939.18
2023-09-05,33036.76
2023-09-06,33241.02
2023-09-07,32991.08
2023-09-08,32606.84
2023-09-11,32467.76
2023-09-12,32776.37
2023-09-13,32706.52
2023-09-14,33168.1
2023-09-15,33533.09
2023-09-19,33242.59
2023-09-20,33023.78
2023-09-21,32571.03
2023-09-22,32402.41
2023-09-25,32678.62
2023-09-26,32315.05
2023-09-27,32371.9
2023-09-28,31872.52
2023-09-29,31857.62
2023-10-02,31759.88
2023-10-03,31237.94
2023-10-04,30526.88
2023-10-05,31075.36
2023-10-06,30994.67
2023-10-10,31746.53
2023-10-11,31936.51
2023-10-12,32494.66
2023-10-13,32315.99
2023-10-16,31659.03
2023-10-17,32040.29
2023-10-18,32042.25
2023-10-19,31430.62
2023-10-20,31259.36
2023-10-23,30999.55
2023-10-24,31062.35
2023-10-25,31269.92
2023-10-26,30601.78
2023-10-27,30991.69
2023-10-30,30696.96
2023-10-31,30858.85
2023-11-01,31601.65
2023-11-02,31949.89
2023-11-06,32708.48
2023-11-07,32271.82
2023-11-08,32166.48
2023-11-09,32646.46
2023-11-10,32568.11
2023-11-13,32585.11
2023-11-14,32695.93
2023-11-15,33519.7
2023-11-16,33424.41
2023-11-17,33585.2
2023-11-20,33388.03
2023-11-21,33354.14
2023-11-22,33451.83
2023-11-24,33625.53
2023-11-27,33447.67
2023-11-28,33408.39
2023-11-29,33321.22
2023-11-30,33486.89
2023-12-01,33431.51
2023-12-04,33231.27
2023-12-05,32775.82
2023-12-06,33445.9
2023-12-07,32858.31
2023-12-08,32307.86
2023-12-11,32791.8
2023-12-12,32843.7
2023-12-13,32926.35
2023-12-14,32686.25
2023-12-15,32970.55
2023-12-18,32758.98
2023-12-19,33219.39
2023-12-20,33675.94
2023-12-21,33140.47
2023-12-22,33169.05
2023-12-25,33254.03
2023-12-26,33305.85
2023-12-27,33681.24
2023-12-28,33539.62
2023-12-29,33464.17
2024-01-04,33288.29
2024-01-05,33377.42
2024-01-09,33763.18
2024-01-10,34441.72
2024-01-11,35049.86
2024-01-12,35577.11
2024-01-15,35901.79
2024-01-16,35619.18
2024-01-17,35477.75
2024-01-18,35466.17
2024-01-19,35963.27
2024-01-22,36546.95
2024-01-23,36517.57
2024-01-24,36226.48
2024-01-25,36236.47
2024-01-26,35751.07
2024-01-29,36026.94
2024-01-30,36065.86
2024-01-31,36286.71
2024-02-01,36011.46
2024-02-02,36158.02
2024-02-05,36354.16
2024-02-06,36160.66
2024-02-07,36119.92
2024-02-08,36863.28
2024-02-09,36897.42
2024-02-13,37963.97
2024-02-14,37703.32
2024-02-15,38157.94
2024-02-16,38487.24
2024-02-19,38470.38
2024-02-20,38363.61
2024-02-21,38262.16
2024-02-22,39098.68
2024-02-26,39233.71
2024-02-27,39239.52
2024-02-28,39208.03
2024-02-29,39166.19
2024-03-01,39910.82
2024-03-04,40109.23
2024-03-05,40097.63
2024-03-06,40090.78
2024-03-07,39598.71
2024-03-08,39688.94
2024-03-11,38820.49
2024-03-12,38797.51
2024-03-13,38695.97
2024-03-14,38807.38
2024-03-15,38707.64
2024-03-18,39740.44
2024-03-19,40003.6
2024-03-21,40815.66
2024-03-22,40888.43
2024-03-25,40414.12
2024-03-26,40398.03
2024-03-27,40762.73
2024-03-28,40168.07
2024-03-29,40369.44
2024-04-01,39803.09
2024-04-02,39838.91
2024-04-03,39451.85
2024-04-04,39773.14
2024-04-05,38992.08
2024-04-08,39347.04
2024-04-09,39773.13
2024-04-10,39581.81
2024-04-11,39442.63
2024-04-12,39523.55
2024-04-15,39232.8
2024-04-16,38471.2
2024-04-17,37961.8
2024-04-18,38079.7
2024-04-19,37068.35
2024-04-22,37438.61
2024-04-23,37552.16
2024-04-24,38460.08
2024-04-25,37628.48
2024-04-26,37934.76
2024-04-30,38405.66
2024-05-01,38274.05
2024-05-02,38236.07
2024-05-07,38835.1
2024-05-08,38202.37
2024-05-09,38073.98
2024-05-10,38229.11
2024-05-13,38179.46
2024-05-14,38356.06
2024-05-15,38385.73
2024-05-16,38920.26
2024-05-17,38787.38
2024-05-20,39069.68
2024-05-21,38946.93
2024-05-22,38617.1
2024-05-23,39103.22
2024-05-24,38646.11
2024-05-27,38900.02
2024-05-28,38855.37
2024-05-29,38556.87
2024-05-30,38054.13
2024-05-31,38487.9
2024-06-03,38923.03
2024-06-04,38837.46
2024-06-05,38490.17
2024-06-06,38703.51
2024-06-07,38683.93
2024-06-10,39038.16
2024-06-11,39134.79
2024-06-12,38876.71
2024-06-13,38720.47
2024-06-14,38814.56
2024-06-17,38102.44
2024-06-18,38482.11
2024-06-19,38570.76
2024-06-20,38633.02
2024-06-21,38596.47
2024-06-24,38804.65
2024-06-25,39173.15
2024-06-26,39667.07
2024-06-27,39341.54
2024-06-28,39583.08
2024-07-01,39631.06
2024-07-02,40074.69
2024-07-03,40580.76
2024-07-04,40913.65
2024-07-05,40912.37
2024-07-08,40780.7
2024-07-09,41580.17
2024-07-10,41831.99
2024-07-11,42224.02
2024-07-12,41190.68
2024-07-16,41275.08
2024-07-17,41097.69
2024-07-18,40126.35
2024-07-19,40063.79
2024-07-22,39599.0
2024-07-23,39594.39
2024-07-24,39154.85
2024-07-25,37869.51
2024-07-26,37667.41
2024-07-29,38468.63
2024-07-30,38525.95
2024-07-31,39101.82
2024-08-01,38126.33
2024-08-02,35909.7
2024-08-05,31458.42
2024-08-06,34675.46
2024-08-07,35089.62
2024-08-08,34831.15
2024-08-09,35025.0
2024-08-13,36232.51
2024-08-14,36442.43
2024-08-15,36726.64
2024-08-16,38062.67
2024-08-19,37388.62
2024-08-20,38062.92
2024-08-21,37951.8
2024-08-22,38211.01
2024-08-23,38364.27
2024-08-26,38110.22
2024-08-27,38288.62
2024-08-28,38371.76
2024-08-29,38362.53
2024-08-30,38647.75
2024-09-02,38700.87
2024-09-03,38686.31
2024-09-04,37047.61
2024-09-05,36657.09
2024-09-06,36391.47
2024-09-09,36215.75
2024-09-10,36159.16
2024-09-11,35619.77
2024-09-12,36833.27
2024-09-13,36581.76
2024-09-17,36203.22
2024-09-18,36380.17
2024-09-19,37155.33
2024-09-20,37723.91
2024-09-24,37940.59
2024-09-25,37870.26
2024-09-26,38925.63
2024-09-27,39829.56
2024-09-30,37919.55
2024-10-01,38651.97
2024-10-02,37808.76
2024-10-03,38552.06
2024-10-04,38635.62
2024-10-07,39332.74
2024-10-08,38937.54
2024-10-09,39277.96
2024-10-10,39380.89
2024-10-11,39605.8
2024-10-15,39910.55
2024-10-16,39180.3
2024-10-17,38911.19
2024-10-18,38981.75
2024-10-21,38954.6
2024-10-22,38411.96
2024-10-23,38104.86
2024-10-24,38143.29
2024-10-25,37913.92
2024-10-28,38605.53
2024-10-29,38903.68
2024-10-30,39277.39
2024-10-31,39081.25
2024-11-01,38053.67
2024-11-05,38474.9
2024-11-06,39480.67
2024-11-07,39381.41
2024-11-08,39500.37
2024-11-11,39533.32
2024-11-12,39376.09
2024-11-13,38721.66
2024-11-14,38535.7
2024-11-15,38642.91
2024-11-18,38220.85
2024-11-19,38414.43
2024-11-20,38352.34
2024-11-21,38026.17
2024-11-22,38283.85
2024-11-25,38780.14
2024-11-26,38442.0
2024-11-27,38134.97
2024-11-28,38349.06
2024-11-29,38208.03
2024-12-02,38513.02
2024-12-03,39248.86
2024-12-04,39276.39
2024-12-05,39395.6
2024-12-06,39091.17
2024-12-09,39160.5
2024-12-10,39367.58
2024-12-11,39372.23
2024-12-12,39849.14
2024-12-13,39470.44
2024-12-16,39457.49
2024-12-17,39364.68
2024-12-18,39081.71
2024-12-19,38813.58
2024-12-20,38701.9
2024-12-23,39161.34
2024-12-24,39036.85
2024-12-25,39130.43
2024-12-26,39568.06
2024-12-27,40281.16
2024-12-30,39894.54
2025-01-06,39307.05
2025-01-07,40083.3
2025-01-08,39981.06
2025-01-09,39605.09
2025-01-10,39190.4
2025-01-14,38474.3
2025-01-15,38444.58
2025-01-16,38572.6
2025-01-17,38451.46
2025-01-20,38902.5
2025-01-21,39027.98
2025-01-22,39646.25
2025-01-23,39958.87
2025-01-24,39931.98
2025-01-27,39565.8
2025-01-28,39016.87
2025-01-29,39414.78
2025-01-30,39513.97
2025-01-31,39572.49
2025-02-03,38520.09
2025-02-04,38798.37
2025-02-05,38831.48
2025-02-06,39066.53
2025-02-07,38787.02
2025-02-10,38801.17
2025-02-12,38963.7
2025-02-13,39461.47
2025-02-14,39149.43
2025-02-17,39174.25
2025-02-18,39270.4
2025-02-19,39164.61
2025-02-20,38678.04
2025-02-21,38776.94
2025-02-25,38237.79
2025-02-26,38142.37
2025-02-27,38256.17
2025-02-28,37155.5
2025-03-03,37785.47
2025-03-04,37331.18
2025-03-05,37418.24
2025-03-06,37704.93
2025-03-07,36887.17
2025-03-10,37028.27
2025-03-11,36793.11
2025-03-12,36819.09
2025-03-13,36790.03
2025-03-14,37053.1
2025-03-17,37396.52
2025-03-18,37845.42
2025-03-19,37751.88
2025-03-21,37677.06
2025-03-24,37608.49
2025-03-25,37780.54
2025-03-26,38027.29
2025-03-27,37799.97
2025-03-28,37120.33
2025-03-31,35617.56
2025-04-01,35624.48
2025-04-02,35725.87
2025-04-03,34735.93
2025-04-04,33780.58
2025-04-07,31136.58
2025-04-08,33012.58
2025-04-09,31714.03
2025-04-10,34609.0
2025-04-11,33585.58
2025-04-14,33982.36
2025-04-15,34267.54
2025-04-16,33920.4
2025-04-17,34377.6
2025-04-18,34730.28
2025-04-21,34279.92
2025-04-22,34220.6
2025-04-23,34868.63
2025-04-24,35039.15
2025-04-25,35705.74
2025-04-28,35839.99
2025-04-30,36045.38
2025-05-01,36452.3
2025-05-02,36830.69
2025-05-07,36779.66
2025-05-08,36928.63
2025-05-09,37503.33
2025-05-12,37644.26
2025-05-13,38183.26
2025-05-14,38128.13
2025-05-15,37755.51
2025-05-16,37753.72
2025-05-19,37498.63
2025-05-20,37529.49
2025-05-21,37298.98
2025-05-22,36985.87
2025-05-23,37160.47
2025-05-26,37531.53
2025-05-27,37724.11
2025-05-28,37722.4
2025-05-29,38432.98
2025-05-30,37965.1
2025-06-02,37470.67
2025-06-03,37446.81
2025-06-04,37747.45
2025-06-05,37554.49
2025-06-06,37741.61
2025-06-09,38088.57
2025-06-10,38211.51
2025-06-11,38421.19
2025-06-12,38173.09
2025-06-13,37834.25
2025-06-16,38311.33
2025-06-17,38536.74
2025-06-18,38885.15
2025-06-19,38488.34
2025-06-20,38403.23
2025-06-23,38354.09
2025-06-24,38790.56
2025-06-25,38942.07
2025-06-26,39584.58
2025-06-27,40150.79
2025-06-30,40487.39
2025-07-01,39986.33
2025-07-02,39762.48
2025-07-03,39785.9
2025-07-04,39810.88
2025-07-07,39587.68
2025-07-08,39688.81
2025-07-09,39821.28
2025-07-10,39646.36
2025-07-11,39569.68
2025-07-14,39459.62
2025-07-15,39678.02
2025-07-16,39663.4
2025-07-17,39901.19
2025-07-18,39819.11
2025-07-22,39774.92
2025-07-23,41171.32
2025-07-24,41826.34
2025-07-25,41456.23
2025-07-28,40998.27
2025-07-29,40674.55
2025-07-30,40654.7
2025-07-31,41069.82
2025-08-01,40799.6
2025-08-04,40290.7
2025-08-05,40549.54
2025-08-06,40794.86
2025-08-07,41059.15
2025-08-08,41820.48
2025-08-12,42718.17
2025-08-13,43274.67
2025-08-14,42649.26
2025-08-15,43378.31
2025-08-18,43714.31
2025-08-19,43546.29
2025-08-20,42888.55
2025-08-21,42610.17
2025-08-22,42633.29
2025-08-25,42807.82
2025-08-26,42394.4
2025-08-27,42520.27
2025-08-28,42828.79
2025-08-29,42718.47
2025-09-01,42188.79
2025-09-02,42310.49
2025-09-03,41938.89
2025-09-04,42580.27
2025-09-05,43018.75
2025-09-08,43643.81
2025-09-09,43459.29
2025-09-10,43837.67
2025-09-11,44372.5
2025-09-12,44768.12
2025-09-16,44902.27
2025-09-17,44790.38
2025-09-18,45303.43
2025-09-19,45045.81
2025-09-22,45493.66
2025-09-24,45630.31
2025-09-25,45754.93
2025-09-26,45354.99
2025-09-29,45043.75
2025-09-30,44932.63
2025-10-01,44550.85
2025-10-02,44936.73
2025-10-03,45769.5
2025-10-06,47944.76
2025-10-07,47950.88
2025-10-08,47734.99
2025-10-09,48580.44
2025-10-10,48088.8
2025-10-14,46847.32
2025-10-15,47672.67
2025-10-16,48277.74
2025-10-17,47582.15
2025-10-20,49185.5
2025-10-21,49316.06
2025-10-22,49307.79
2025-10-23,48641.61
2025-10-24,49299.65
2025-10-27,50512.32
2025-10-28,50219.18
2025-10-29,51307.65
2025-10-30,51325.61
2025-10-31,52411.34
2025-11-04,51497.2
2025-11-05,50212.27
2025-11-06,50883.68
2025-11-07,50276.37
2025-11-10,50911.76
2025-11-11,50842.93
2025-11-12,51063.31
2025-11-13,51281.83
2025-11-14,50376.53
2025-11-17,50323.91
2025-11-18,48702.98
2025-11-19,48537.7
2025-11-20,49823.94
2025-11-21,48625.88
2025-11-25,48659.52
2025-11-26,49559.07
2025-11-27,50167.1
2025-11-28,50253.91
2025-12-01,49303.28
2025-12-02,49303.45
2025-12-03,49864.68
2025-12-04,51028.42
2025-12-05,50491.87
2025-12-08,50581.94
2025-12-09,50655.1
2025-12-10,50602.8
2025-12-11,50148.82
2025-12-12,50836.55
2025-12-15,50168.11
2025-12-16,49383.29
2025-12-17,49512.28
2025-12-18,49001.5
2025-12-19,49507.21
2025-12-22,50402.39
2025-12-23,50412.87
2025-12-24,50344.1
2025-12-25,50407.79
2025-12-26,50750.39
2025-12-29,50526.92
2025-12-30,50339.48
2026-01-05,51832.8
2026-01-06,52518.08
2026-01-07,51961.98
2026-01-08,51117.26
2026-01-09,51939.89
2026-01-13,53549.16
2026-01-14,54341.23
2026-01-15,54110.5
2026-01-16,53936.17
2026-01-19,53583.57
2026-01-20,52991.1
2026-01-21,52774.64
2026-01-22,53688.89
2026-01-23,53846.87
2026-01-26,52885.25
2026-01-27,53333.54
2026-01-28,53358.71
2026-01-29,53375.6
2026-01-30,53322.85
2026-02-02,52655.18
2026-02-03,54720.66
2026-02-04,54293.36
2026-02-05,53818.04
2026-02-06,54253.68
2026-02-09,56363.94
2026-02-10,57650.54
2026-02-12,57639.84
2026-02-13,56941.97
2026-02-16,56806.41
2026-02-17,56566.49
2026-02-18,57143.84
2026-02-19,57467.83
2026-02-20,56825.7
2026-02-24,57321.09
2026-02-25,58583.12
2026-02-26,58753.39
2026-02-27,58850.27
2026-03-02,58057.24
2026-03-03,56279.05
2026-03-04,54245.54
2026-03-05,55278.06
2026-03-06,55620.84
2026-03-09,52728.72
2026-03-10,54248.39
2026-03-11,55025.37
2026-03-12,54452.96
2026-03-13,53819.61
2026-03-16,53751.15
2026-03-17,53700.39
2026-03-18,55239.4
2026-03-19,53372.53
2026-03-23,51515.49
2026-03-24,52252.28
2026-03-25,53749.62
2026-03-26,53603.65
2026-03-27,53373.07
2026-03-30,51885.85
2026-03-31,51063.72
2026-04-01,53739.68
2026-04-02,52463.27
2026-04-03,53123.49
2026-04-06,53413.68
2026-04-07,53429.56
2026-04-08,56308.42
2026-04-09,55895.32
2026-04-10,56924.11
2026-04-13,56502.77
2026-04-14,57877.39
2026-04-15,58134.24
2026-04-16,59518.34
2026-04-17,58475.9
2026-04-20,58824.89
2026-04-21,59349.17
2026-04-22,59585.86
2026-04-23,59140.23
2026-04-24,59716.18
2026-04-27,60537.36
2026-04-28,59917.46
2026-04-30,59284.92
2026-05-01,59513.12
2026-05-07,62833.84
2026-05-08,62713.65
2026-05-11,62417.88
2026-05-12,62742.57
2026-05-13,63272.11
2026-05-14,62654.05
2026-05-15,61409.29
2026-05-18,60815.95
2026-05-19,60550.59
2026-05-20,59804.41
2026-05-21,61684.14
2026-05-22,63339.07
2026-05-25,65158.19
2026-05-26,64996.09
2026-05-27,64999.41
2026-05-28,64693.12
2026-05-29,66329.5
2026-06-01,66934.33
2026-06-02,66734.24
2026-06-03,68402.13
2026-06-04,67470.69
2026-06-05,66588.12
2026-06-08,64024.6
2026-06-09,65416.63
2026-06-10,64179.27
2026-06-11,64217.27
2026-06-12,66020.04
2026-06-15,69317.5
2026-06-16,69404.5
2026-06-17,69902.25
2026-06-18,71053.49
2026-06-19,71250.06
2026-06-22,72353.96
2026-06-23,69788.38
2026-06-24,69174.97
2026-06-25,72366.34
2026-06-26,69360.88
2026-06-29,69468.11
2026-06-30,70062.32
2026-07-01,70474.96
2026-07-02,68733.15
2026-07-03,69744.07
2026-07-06,69737.69
2026-07-07,68256.96
2026-07-08,66819.05
2026-07-09,67743.85
2026-07-10,68557.73
