Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-01-22,3400,0.07735,0,0.0,3400,0.07735
2026-01-21,41600,0.87639,0,0.0,41600,0.87639
2026-01-20,3400,0.07089,65700,1.366625,-62300,-1.295735
2026-01-19,3400,0.07089,30600,0.63342,-27200,-0.56253
2026-01-16,17000,0.35003,70400,1.42303,-53400,-1.073
2026-01-15,13600,0.2856,30000,0.6195,-16400,-0.3339
2026-01-14,32900,0.70258,13600,0.29002,19300,0.41256
2026-01-13,6800,0.14093,200,0.00401,6600,0.13692
2026-01-12,27200,0.53635,65000,1.276975,-37800,-0.740625
2026-01-09,6800,0.1343,120000,2.376,-113200,-2.2417
2026-01-08,86100,1.628465,200500,3.819515,-114400,-2.19105
2026-01-07,0,0.0,300,0.0051,-300,-0.0051
2026-01-06,292700,4.97226,0,0.0,292700,4.97226
2026-01-05,30000,0.4945,0,0.0,30000,0.4945
2025-12-29,0,0.0,137400,2.33867,-137400,-2.33867
2025-12-24,1200,0.01938,0,0.0,1200,0.01938
2025-12-23,137200,2.24028,100,0.00162,137100,2.23866
2025-12-17,120000,1.872,0,0.0,120000,1.872
2025-12-16,0,0.0,147600,2.26566,-147600,-2.26566
2025-12-08,0,0.0,21600,0.32413,-21600,-0.32413
2025-11-27,0,0.0,100,0.001565,-100,-0.001565
2025-11-20,100,0.00161,600,0.009675,-500,-0.008065
2025-11-18,21600,0.35279,0,0.0,21600,0.35279
2025-11-11,100,0.00154,0,0.0,100,0.00154
2025-11-10,100,0.001565,0,0.0,100,0.001565
2025-11-07,1600,0.02618,0,0.0,1600,0.02618
2025-11-04,0,0.0,981000,15.3341,-981000,-15.3341
2025-10-31,320000,5.3599,0,0.0,320000,5.3599
2025-10-30,461000,7.7418,40000,0.693,421000,7.0488
2025-10-27,0,0.0,80000,2.17276,-80000,-2.17276
2025-10-22,140000,3.76998,0,0.0,140000,3.76998
2025-09-26,180000,4.998,0,0.0,180000,4.998
2025-08-26,0,0.0,35000,0.90825,-35000,-0.90825
2025-08-25,0,0.0,15000,0.39375,-15000,-0.39375
2025-08-20,0,0.0,100000,2.8025,-100000,-2.8025
2025-08-18,0,0.0,280000,7.275,-280000,-7.275
2025-08-15,0,0.0,400000,9.55,-400000,-9.55
