Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-12-16,46800,2.96166,11700,0.74442,35100,2.21724
2025-12-15,3400,0.21059,15334,0.950594,-11934,-0.740004
2025-12-12,16800,1.05231,20400,1.26426,-3600,-0.21195
2025-12-11,29600,1.88479,17700,1.11634,11900,0.76845
2025-12-10,36600,2.33141,14400,0.91585,22200,1.41556
2025-12-09,74800,4.77847,25500,1.64878,49300,3.12969
2025-12-08,12000,0.77547,15200,0.97872,-3200,-0.20325
2025-12-05,59600,3.81615,35800,2.30471,23800,1.51144
2025-12-04,122400,7.92513,6600,0.42417,115800,7.50096
2025-12-03,32200,2.08769,18900,1.23184,13300,0.85585
2025-12-02,6900,0.45297,12600,0.82827,-5700,-0.3753
2025-12-01,167700,10.88858,16100,1.03189,151600,9.85669
2025-11-28,6900,0.43665,28400,1.79341,-21500,-1.35676
2025-11-27,104200,6.56318,10800,0.67331,93400,5.88987
2025-11-26,32700,1.99421,4800,0.29724,27900,1.69697
2025-11-25,14700,0.89622,14400,0.87838,300,0.01784
2025-11-24,47200,2.89661,7200,0.44169,40000,2.45492
2025-11-21,78600,4.81266,15900,0.97627,62700,3.83639
2025-11-20,112100,6.93645,19300,1.19419,92800,5.74226
2025-11-19,13200,0.82285,29400,1.83066,-16200,-1.00781
2025-11-18,65900,4.13358,33800,2.1129,32100,2.02068
2025-11-17,56400,3.54695,14400,0.91009,42000,2.63686
2025-11-14,12500,0.78774,9400,0.59016,3100,0.19758
2025-11-13,28000,1.74903,30500,1.90436,-2500,-0.15533
2025-11-12,29600,1.8272,28820,1.77153,780,0.05567
2025-11-11,30900,1.90937,80100,4.9158,-49200,-3.00643
2025-11-10,22800,1.41789,14500,0.89405,8300,0.52384
2025-11-07,26500,1.63801,17020,1.055818,9480,0.582192
2025-11-06,22000,1.37077,27500,1.72284,-5500,-0.35207
2025-11-05,14300,0.8945,32400,2.00501,-18100,-1.11051
2025-11-04,38200,2.33704,15900,0.971,22300,1.36604
2025-11-03,63600,3.94944,21700,1.35123,41900,2.59821
2025-10-31,14400,0.88023,12900,0.7938,1500,0.08643
2025-10-30,1800,0.10893,23400,1.41346,-21600,-1.30453
2025-10-29,3300,0.20061,34700,2.10507,-31400,-1.90446
2025-10-28,41100,2.44885,17300,1.02811,23800,1.42074
2025-10-27,11500,0.68766,66400,3.95312,-54900,-3.26546
2025-10-24,78300,4.69711,26200,1.57156,52100,3.12555
2025-10-23,57100,3.43238,10800,0.64698,46300,2.7854
2025-10-22,15300,0.89297,81800,4.73948,-66500,-3.84651
2025-10-21,44500,2.56268,56700,3.26757,-12200,-0.70489
2025-10-20,67300,3.95986,2100,0.12396,65200,3.8359
2025-10-17,17100,1.00966,45000,2.6383,-27900,-1.62864
2025-10-16,27200,1.60016,43800,2.57207,-16600,-0.97191
2025-10-15,22700,1.34607,7000,0.41639,15700,0.92968
2025-10-14,19800,1.19313,5860,0.354832,13940,0.838298
2025-10-13,59500,3.61499,41400,2.49752,18100,1.11747
2025-10-10,21300,1.30116,43500,2.64635,-22200,-1.34519
2025-10-09,14100,0.85749,67500,4.09795,-53400,-3.24046
