Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-02-13,309600,4.74553,1720300,26.38116,-1410700,-21.63563
2026-02-12,579800,8.95991,1245200,19.14424,-665400,-10.18433
2026-02-11,1055700,16.301145,1406800,21.741065,-351100,-5.43992
2026-02-10,774300,11.80234,1371400,20.733185,-597100,-8.930845
2026-02-09,947900,14.55127,1639100,24.990035,-691200,-10.438765
2026-02-06,958200,15.00423,1611200,25.17306,-653000,-10.16883
2026-02-04,597700,9.431405,392000,6.180345,205700,3.25106
2026-02-02,805600,12.738745,1226700,19.35297,-421100,-6.614225
2026-01-30,1768800,28.2869,975400,15.57705,793400,12.70985
2026-01-29,442500,7.01477,591600,9.41054,-149100,-2.39577
2026-01-28,566500,8.997345,767400,12.237975,-200900,-3.24063
2026-01-27,845701,13.34571,678215,10.757115,167486,2.588595
2026-01-26,916701,14.650635,769915,12.225245,146786,2.42539
2026-01-23,892500,14.574875,354502,5.78885,537998,8.786025
2026-01-22,678302,11.139805,499531,8.194595,178771,2.94521
2026-01-21,337901,5.529615,597500,9.77339,-259599,-4.243775
2026-01-20,843600,13.95998,1068501,17.62372,-224901,-3.66374
2026-01-16,4811202,79.199545,511831,8.418065,4299371,70.78148
2026-01-15,1024303,16.880925,703347,11.58393,320956,5.296995
2026-01-14,676803,11.294132,2033500,33.91259,-1356697,-22.618458
2026-01-13,991701,16.64185,421016,7.085925,570685,9.555925
2026-01-12,1829501,30.959935,1471515,24.869775,357986,6.09016
2026-01-09,1341000,22.39847,1301500,21.718305,39500,0.680165
2026-01-08,2221600,0.0,0,0.0,2221600,0.0
2026-01-07,2277600,37.346635,5407301,92.240265,-3129701,-54.89363
2026-01-06,1821000,29.154125,1659000,28.022295,162000,1.13183
2026-01-05,976800,158556559.177045,570200,0.113,406600,158556559.06404498
2025-12-31,266600,4.34714,146400,2.3837,120200,1.96344
2025-12-30,473600,7.731665,65002,1.06303,408598,6.668635
2025-12-29,11867000,181.193335,234600,3.807105,11632400,177.38623
2025-12-26,1240500,20.261325,279101,4.538885,961399,15.72244
2025-12-25,278400,4.675055,371501,6.171186,-93101,-1.496131
2025-12-24,7493600,119.02078,2677000,45.059945,4816600,73.960835
2025-12-23,975100,15.92728,818102,13.35206,156998,2.57522
2025-12-22,1068001,17.417015,975415,15.915065,92586,1.50195
2025-12-19,951200,15.30065,787801,12.70277,163399,2.59788
2025-12-18,1527200,24.361505,2286001,36.52798,-758801,-12.166475
2025-12-17,432404,6.87627,500059,7.92355,-67655,-1.04728
2025-12-16,2192000,34.99746,1418405,22.649199,773595,12.348261
2025-12-12,754000,12.198015,629502,10.151381,124498,2.046634
2025-12-11,818201,13.330725,505815,8.206065,312386,5.12466
2025-12-10,606700,9.924735,692500,11.358915,-85800,-1.43418
2025-12-09,1145000,18.597535,1141700,18.680695,3300,-0.08316
2025-12-08,525601,8.783035,829516,13.822855,-303915,-5.03982
2025-12-05,790360,10.57955,3549151,12.667187,-2758791,-2.087637
2025-12-04,1058102,18.298435,316532,5.47062,741570,12.827815
2025-12-03,1145102,19.55606,1149219,19.676284,-4117,-0.120224
2025-12-02,784800,13.251635,845300,14.325945,-60500,-1.07431
2025-12-01,957300,16.131065,1766802,29.769331,-809502,-13.638266
2025-11-28,705300,11.77,995005,16.663503,-289705,-4.893503
2025-11-27,454800,7.619565,743502,12.469561,-288702,-4.849996
2025-11-26,914300,15.15248,1153405,19.200687,-239105,-4.048207
2025-11-25,626300,10.346055,661601,10.92971,-35301,-0.583655
2025-11-24,733703,12.1497,358747,5.957705,374956,6.191995
2025-11-21,630400,10.36175,690002,11.375316,-59602,-1.013566
2025-11-20,693200,11.381075,789904,12.982651,-96704,-1.601576
2025-11-19,806500,13.278055,825204,13.603346,-18704,-0.325291
2025-11-18,557700,9.16131,1230253,20.238684,-672553,-11.077374
2025-11-17,813202,13.217025,1015731,16.665965,-202529,-3.44894
2025-11-14,568800,9.19932,1182900,19.27816,-614100,-10.07884
2025-11-13,721700,11.66246,1226700,19.955275,-505000,-8.292815
2025-11-12,1070800,16.87962,1068602,16.958479,2198,-0.078859
2025-11-11,1767700,27.36498,1421200,21.890595,346500,5.474385
2025-11-10,867000,13.305635,908900,14.01245,-41900,-0.706815
2025-11-07,589600,9.149705,511900,7.92151,77700,1.228195
2025-11-06,458900,7.36904,699000,11.19605,-240100,-3.82701
2025-11-04,2001103,23.893475,9289320,16.63989,-7288217,7.253585
2025-11-03,1130300,18.269695,518901,8.303895,611399,9.9658
2025-10-31,956000,15.851285,401201,6.621266,554799,9.230019
2025-10-30,1,0.0,0,138634752.379055,1,-138634752.379055
2025-10-29,1084301,18.17711,1734215,28.94326,-649914,-10.76615
2025-10-28,933401,15.018695,498215,8.0463,435186,6.972395
2025-10-27,622602,10.05669,1660330,26.89228,-1037728,-16.83559
