Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-07-10,4000,0.33189,2700,0.22419,1300,0.1077
2026-07-09,10000,0.83226,0,0.0,10000,0.83226
2026-07-08,1900,0.15546,18100,1.4757,-16200,-1.32024
2026-07-07,10200,0.8423,400,0.03336,9800,0.80894
2026-07-06,4000,0.33843,12100,1.02302,-8100,-0.68459
2026-07-03,20100,1.74544,0,0.0,20100,1.74544
2026-07-02,0,0.0,18500,1.61829,-18500,-1.61829
2026-07-01,600,0.05307,12700,1.11867,-12100,-1.0656
2026-06-30,7700,0.67514,400,0.03508,7300,0.64006
2026-06-29,12700,1.10921,200,0.0174,12500,1.09181
2026-06-26,13200,1.14893,800,0.07052,12400,1.07841
2026-06-25,6400,0.56555,14000,1.23065,-7600,-0.6651
2026-06-24,5300,0.47205,4400,0.3944,900,0.07765
2026-06-23,0,0.0,1600,0.14483,-1600,-0.14483
2026-06-22,2900,0.26445,2500,0.22793,400,0.03652
2026-06-19,7300,0.66273,8300,0.74886,-1000,-0.08613
2026-06-18,300,0.02733,9200,0.82844,-8900,-0.80111
2026-06-17,7200,0.63759,2200,0.19367,5000,0.44392
2026-06-16,1900,0.17095,1800,0.16118,100,0.00977
2026-06-15,12900,1.12476,2400,0.21068,10500,0.91408
2026-06-12,8500,0.75831,21600,1.89953,-13100,-1.14122
2026-06-11,1400,0.12429,1200,0.10631,200,0.01798
2026-06-10,1600,0.1431,3100,0.27636,-1500,-0.13326
2026-06-09,19100,1.69023,1500,0.13274,17600,1.55749
2026-06-08,11400,1.02666,3100,0.27864,8300,0.74802
2026-06-05,200,0.0181,12900,1.17301,-12700,-1.15491
2026-06-04,3000,0.27502,3500,0.31774,-500,-0.04272
2026-06-03,9500,0.85194,6900,0.61744,2600,0.2345
2026-06-02,4200,0.37899,3800,0.34572,400,0.03327
2026-06-01,2700,0.25051,2000,0.18583,700,0.06468
2026-05-29,8400,0.77632,5400,0.49279,3000,0.28353
2026-05-28,2500,0.22788,4200,0.38735,-1700,-0.15947
2026-05-27,3000,0.27816,6700,0.61314,-3700,-0.33498
2026-05-26,2700,0.25928,1600,0.15378,1100,0.1055
2026-05-25,1800,0.17092,1000,0.09516,800,0.07576
2026-05-22,3800,0.35364,1800,0.16774,2000,0.1859
2026-05-21,2900,0.26353,4500,0.41591,-1600,-0.15238
2026-05-20,7300,0.65317,9400,0.85055,-2100,-0.19738
2026-05-19,1600,0.14302,2800,0.25232,-1200,-0.1093
