Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-05-18,3000,0.26761,2000,0.17554,1000,0.09207
2026-05-15,1600,0.14273,11000,0.9736,-9400,-0.83087
2026-05-14,1400,0.12468,4300,0.38558,-2900,-0.2609
2026-05-13,600,0.05177,7000,0.6139,-6400,-0.56213
2026-05-12,3200,0.2846,2100,0.18495,1100,0.09965
2026-05-11,2400,0.22038,9500,0.87096,-7100,-0.65058
2026-05-08,800,0.07199,3900,0.35143,-3100,-0.27944
2026-05-07,1400,0.12706,6500,0.58911,-5100,-0.46205
2026-05-06,7100,0.63903,0,0.0,7100,0.63903
2026-05-05,2300,0.2024,18000,1.57833,-15700,-1.37593
2026-05-04,2100,0.17896,2400,0.20181,-300,-0.02285
2026-04-29,21900,1.84808,0,0.0,21900,1.84808
2026-04-28,4900,0.41133,2400,0.19728,2500,0.21405
2026-04-24,5700,0.46812,900,0.07374,4800,0.39438
2026-04-23,100,0.00828,11900,0.98727,-11800,-0.97899
2026-04-22,4000,0.33328,1400,0.11455,2600,0.21873
2026-04-21,500,0.04209,600,0.05118,-100,-0.00909
2026-04-20,5700,0.46901,1100,0.09188,4600,0.37713
2026-04-17,300,0.02466,1500,0.12721,-1200,-0.10255
2026-04-16,5200,0.44708,9800,0.8353,-4600,-0.38822
2026-04-15,900,0.07221,8100,0.65538,-7200,-0.58317
2026-04-14,900,0.07296,10200,0.81866,-9300,-0.7457
2026-04-13,4200,0.33594,6100,0.49111,-1900,-0.15517
2026-04-10,3000,0.24015,2100,0.16785,900,0.0723
2026-04-09,2400,0.19758,1800,0.14964,600,0.04794
2026-04-08,1500,0.12486,300,0.02511,1200,0.09975
2026-04-06,13300,1.09652,600,0.04902,12700,1.0475
2026-04-03,5600,0.4809,5600,0.48243,0,-0.00153
2026-04-02,1700,0.14044,32100,2.6637,-30400,-2.52326
2026-04-01,5400,0.45179,0,0.0,5400,0.45179
2026-03-31,4200,0.35058,14700,1.216888,-10500,-0.866308
2026-03-30,5700,0.47187,6600,0.54001,-900,-0.06814
2026-03-27,18000,1.47397,600,0.04842,17400,1.42555
2026-03-26,3000,0.24663,4100,0.33681,-1100,-0.09018
2026-03-24,6000,0.47014,7800,0.61276,-1800,-0.14262
2026-03-23,16200,1.25727,1500,0.11374,14700,1.14353
2026-03-20,5100,0.40744,28400,2.26265,-23300,-1.85521
2026-03-19,4000,0.31359,42900,3.43991,-38900,-3.12632
2026-03-18,36600,2.8713,600,0.04668,36000,2.82462
2026-03-17,13800,1.07278,3000,0.23293,10800,0.83985
2026-03-16,18300,1.40471,3000,0.23022,15300,1.17449
2026-03-13,21100,1.6911,6600,0.51804,14500,1.17306
2026-03-12,2500,0.19963,15300,1.20412,-12800,-1.00449
2026-03-11,15000,1.12729,10400,0.80764,4600,0.31965
2026-03-10,11696,0.84328,46200,3.36194,-34504,-2.51866
2026-03-09,12300,0.88134,600,0.04284,11700,0.8385
2026-03-06,27800,2.15154,9500,0.72812,18300,1.42342
2026-03-05,4100,0.30928,38900,2.95556,-34800,-2.64628
2026-03-04,0,0.0,7800,83.103195,-7800,-83.103195
2026-03-03,21200,1.68174,17400,1.35743,3800,0.32431
2026-03-02,15900,1.28797,7500,0.6092,8400,0.67877
2026-02-27,6000,0.49627,15300,1.24523,-9300,-0.74896
2026-02-26,21900,1.79214,21000,1.7141,900,0.07804
2026-02-25,2100,0.17073,3039900,2.67065,-3037800,-2.49992
2026-02-24,600,0.05034,29700,2.48378,-29100,-2.43344
2026-02-13,16800,1.41752,14100,1.19055,2700,0.22697
2026-02-12,600,0.05101,7100,0.60669,-6500,-0.55568
2026-02-11,7800,0.66096,600,0.05049,7200,0.61047
2026-02-10,12600,1.05827,13500,1.13589,-900,-0.07762
2026-02-09,5300,0.43594,0,0.0,5300,0.43594
2026-02-06,33600,2.85705,34900,2.95389,-1300,-0.09684
2026-02-05,7100,0.6113,14700,1.26313,-7600,-0.65183
2026-02-04,6900,0.569,300,0.0243,6600,0.5447
2026-02-03,11300,0.99439,5100,0.44029,6200,0.5541
2026-02-02,20800,1.8604,11400,1.01669,9400,0.84371
2026-01-30,322200,29.79473,0,0.0,322200,29.79473
2026-01-29,10200,0.91227,0,0.0,10200,0.91227
2026-01-28,8100,0.72549,0,0.0,8100,0.72549
2026-01-27,13800,1.27621,0,0.0,13800,1.27621
2026-01-26,11500,1.07716,0,0.0,11500,1.07716
2026-01-23,3900,0.36507,2500,0.23374,1400,0.13133
2026-01-22,1300,0.12155,0,0.0,1300,0.12155
2026-01-21,3800,0.34579,0,0.0,3800,0.34579
2026-01-20,1300,0.11986,2600,0.24059,-1300,-0.12073
2026-01-16,6500,0.60697,0,0.0,6500,0.60697
2026-01-15,3900,0.35607,0,0.0,3900,0.35607
2026-01-14,0,0.0,3700,0.3403,-3700,-0.3403
2026-01-13,2600,0.24843,1300,0.12337,1300,0.12506
2026-01-12,10400,0.96889,0,0.0,10400,0.96889
2026-01-09,3900,0.36569,0,0.0,3900,0.36569
2025-12-31,1121800,0.0,105673560,0.0,-104551760,0.0
2025-12-29,69000,6.44218,0,0.0,69000,6.44218
2025-12-25,200000,20.55914,0,0.0,200000,20.55914
2025-12-24,200000,20.09435,0,0.0,200000,20.09435
2025-12-23,83600,8.33065,0,0.0,83600,8.33065
2025-12-22,164800,15.82347,0,0.0,164800,15.82347
2025-12-19,215500,19.86453,0,0.0,215500,19.86453
2025-12-18,55900,4.9644,0,0.0,55900,4.9644
2025-12-17,133000,11.53239,0,0.0,133000,11.53239
2025-12-11,0,0.0,18500,1.6975,-18500,-1.6975
2025-12-10,0,0.0,26000,2.4909,-26000,-2.4909
2025-12-09,0,0.0,17100,1.8534,-17100,-1.8534
2025-12-08,0,0.0,10000,1.067,-10000,-1.067
2025-12-05,0,0.0,0,0.0,0,0.0
2025-12-04,0,0.0,25000,2.5446,-25000,-2.5446
2025-12-03,0,0.0,21400,2.25216,-21400,-2.25216
2025-12-02,0,0.0,22000,2.3594,-22000,-2.3594
2025-12-01,0,0.0,40000,3.9958,-40000,-3.9958
2025-11-28,0,0.0,70000,6.6194,-70000,-6.6194
2025-11-27,0,0.0,20000,1.77406,-20000,-1.77406
2025-11-26,0,0.0,20000,1.72313,-20000,-1.72313
2025-11-25,0,0.0,40000,3.23392,-40000,-3.23392
2025-11-24,0,0.0,15900,1.18899,-15900,-1.18899
2025-10-30,2000,0.155,0,0.0,2000,0.155
2025-10-28,143900,11.41948,0,0.0,143900,11.41948
2025-10-27,10000,0.81,0,0.0,10000,0.81
2025-10-24,53000,4.30145,0,0.0,53000,4.30145
2025-10-23,137000,11.09809,0,0.0,137000,11.09809
2025-07-24,0,0.0,5100,0.44693,-5100,-0.44693
2025-07-21,0,0.0,0,0.0,0,0.0
2025-07-11,5100,0.47736,0,0.0,5100,0.47736
