Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-09-25,17100,2.32007,27400,3.7268,-10300,-1.40673
2025-09-24,46100,6.10131,88800,11.69995,-42700,-5.59864
2025-09-23,17400,2.33341,52100,7.00727,-34700,-4.67386
2025-09-22,68400,9.07705,12700,1.71948,55700,7.35757
2025-09-19,40500,5.5207,18800,2.58872,21700,2.93198
2025-09-18,114400,16.02935,70400,9.88184,44000,6.14751
2025-09-17,80200,11.30747,98100,13.87112,-17900,-2.56365
2025-09-16,22000,3.20674,161800,23.50091,-139800,-20.29417
2025-09-15,12300,1.78633,50500,7.32288,-38200,-5.53655
2025-09-12,65700,9.57697,90600,13.25668,-24900,-3.67971
