Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-07-10,25200,3.46612,20600,2.83252,4600,0.6336
2026-07-09,42400,5.82957,0,0.0,42400,5.82957
2026-07-08,7500,1.03301,75600,10.39711,-68100,-9.3641
2026-07-07,46200,6.43474,7000,0.9767,39200,5.45804
2026-07-06,16900,2.34574,48100,6.69618,-31200,-4.35044
2026-07-03,79000,11.02901,2000,0.2802,77000,10.74881
2026-07-02,0,0.0,86800,11.99015,-86800,-11.99015
2026-07-01,5000,0.69688,57600,8.0173,-52600,-7.32042
2026-06-30,34400,4.78941,2000,0.2782,32400,4.51121
2026-06-29,55900,7.70822,1000,0.1372,54900,7.57102
2026-06-26,39700,5.50808,2816,0.391642,36884,5.116438
2026-06-25,28100,3.89829,16300,2.2515,11800,1.64679
2026-06-24,16700,2.28118,83700,11.45322,-67000,-9.17204
2026-06-23,200,0.0278,44500,6.1294,-44300,-6.1016
2026-06-22,8100,1.13432,56400,7.88038,-48300,-6.74606
2026-06-19,45000,6.28133,56900,7.93429,-11900,-1.65296
2026-06-18,1300,0.18267,156000,21.8454,-154700,-21.66273
2026-06-17,51300,7.20928,45500,6.46983,5800,0.73945
2026-06-16,1900,0.26336,7300,1.02575,-5400,-0.76239
2026-06-15,88300,16.28789,28400,5.22303,59900,11.06486
2026-06-12,102300,18.38307,76200,13.71589,26100,4.66718
2026-06-11,5600,1.00316,24900,4.43063,-19300,-3.42747
2026-06-10,24900,4.53497,18800,3.40337,6100,1.1316
2026-06-09,50200,8.90207,7600,1.34213,42600,7.55994
2026-06-08,53100,9.42841,42200,7.4549,10900,1.97351
2026-06-05,24800,4.56096,69000,12.01434,-44200,-7.45338
2026-06-04,14100,2.40802,21500,3.65181,-7400,-1.24379
2026-06-03,45700,7.78441,35000,5.96264,10700,1.82177
2026-06-02,16800,2.85016,20300,3.44394,-3500,-0.59378
2026-06-01,11600,1.98573,31300,5.33409,-19700,-3.34836
2026-05-29,50200,8.57368,20100,3.40021,30100,5.17347
2026-05-28,36200,6.19302,29800,5.09075,6400,1.10227
2026-05-27,23600,4.03092,30400,5.19626,-6800,-1.16534
2026-05-26,10200,1.75882,15300,2.6437,-5100,-0.88488
2026-05-25,17100,2.95716,34400,5.93569,-17300,-2.97853
2026-05-22,25500,4.34823,37000,6.30925,-11500,-1.96102
2026-05-21,92100,15.93756,17000,2.95093,75100,12.98663
2026-05-20,36800,6.24865,46000,7.84333,-9200,-1.59468
2026-05-19,11300,1.93683,55000,9.33474,-43700,-7.39791
2026-05-18,12000,2.04452,25800,4.41565,-13800,-2.37113
2026-05-15,6500,1.11951,80800,13.87591,-74300,-12.7564
2026-05-14,27900,1.37132,3533800,5.14367,-3505900,-3.77235
2026-05-13,4800,0.84635,30200,5.30262,-25400,-4.45627
2026-05-12,40900,7.10571,47300,8.10097,-6400,-0.99526
2026-05-11,51100,8.80356,68800,11.81252,-17700,-3.00896
2026-05-08,19200,3.43565,27200,4.84939,-8000,-1.41374
2026-05-07,19500,3.54467,63600,11.57128,-44100,-8.02661
2026-05-06,99800,18.4876,18400,3.4161,81400,15.0715
2026-05-05,23400,4.22774,12600,2.25931,10800,1.96843
2026-05-04,18700,3.3262,7000,1.24173,11700,2.08447
2026-04-29,93500,16.80935,3200,0.57557,90300,16.23378
2026-04-28,12000,2.14863,16600,2.93919,-4600,-0.79056
2026-04-24,20000,3.51471,23600,4.14341,-3600,-0.6287
2026-04-23,1500,0.26065,27700,4.82394,-26200,-4.56329
2026-04-22,15900,2.76611,117900,20.42635,-102000,-17.66024
2026-04-21,27500,4.92961,10100,1.79609,17400,3.13352
2026-04-20,131900,23.18595,17700,3.09718,114200,20.08877
2026-04-17,43100,7.52147,16600,2.8881,26500,4.63337
2026-04-16,21600,3.78769,52400,9.0701,-30800,-5.28241
2026-04-15,70500,12.26567,67700,11.77063,2800,0.49504
2026-04-14,25100,4.21323,62600,10.43774,-37500,-6.22451
2026-04-13,41000,6.71774,114600,18.72886,-73600,-12.01112
2026-04-10,48800,8.18546,27800,4.64698,21000,3.53848
2026-04-09,8300,1.3785,43500,7.21501,-35200,-5.83651
2026-04-08,48300,8.09161,24300,4.0598,24000,4.03181
2026-04-06,71200,11.56391,7900,1.27423,63300,10.28968
2026-04-03,82300,13.8326,55400,9.15774,26900,4.67486
2026-04-02,10100,1.6609,165100,27.0938,-155000,-25.4329
2026-04-01,98300,15.95016,4700,0.75982,93600,15.19034
2026-03-31,25300,3.96924,51800,8.10714,-26500,-4.1379
2026-03-30,61900,9.69897,55800,121750708.65824,6100,-121750698.95927
2026-03-27,79500,12.38099,44300,6.91153,35200,5.46946
2026-03-26,12900,1.97976,46400,7.12039,-33500,-5.14063
2026-03-24,278500,41.10122,39000,5.8075,239500,35.29372
2026-03-23,120900,18.36195,16200,2.46037,104700,15.90158
2026-03-20,13900,2.14638,152800,23.4472,-138900,-21.30082
2026-03-19,22000,3.43939,304100,47.40148,-282100,-43.96209
2026-03-18,146800,23.15519,4900,0.78094,141900,22.37425
2026-03-17,181700,28.31159,33000,5.12225,148700,23.18934
2026-03-16,90600,13.9172,11400,1.75354,79200,12.16366
2026-03-13,99500,15.40726,39000,6.00966,60500,9.3976
2026-03-12,18300,2.80295,37700,5.80697,-19400,-3.00402
2026-03-11,120300,18.86734,58000,9.12473,62300,9.74261
2026-03-10,29000,4.43138,156400,23.94122,-127400,-19.50984
2026-03-09,57500,8.50214,3200,0.47236,54300,8.02978
2026-03-06,93300,14.42327,77900,12.05752,15400,2.36575
2026-03-05,10100,1.58787,184400,29.38115,-174300,-27.79328
2026-03-03,77500,13.02993,57900,9.67752,19600,3.35241
2026-03-02,70800,12.00579,49500,8.38045,21300,3.62534
2026-02-27,23000,4.05855,58700,10.36399,-35700,-6.30544
2026-02-26,76300,13.58407,63200,11.11923,13100,2.46484
2026-02-25,39000,6.99491,101700,18.25479,-62700,-11.25988
2026-02-24,45900,3.67748,4332750,8.32089,-4286850,-4.64341
2026-02-13,51900,8.67961,182100,30.40191,-130200,-21.7223
2026-02-12,22700,3.80822,45700,7.6746,-23000,-3.86638
2026-02-11,81600,13.46572,18700,3.03076,62900,10.43496
2026-02-10,86800,14.12453,102000,16.57514,-15200,-2.45061
2026-02-09,78400,13.0057,15400,2.55223,63000,10.45347
2026-02-06,116600,19.07099,181600,29.54746,-65000,-10.47647
2026-02-05,25700,4.25537,155400,25.90907,-129700,-21.6537
2026-02-04,97300,15.76658,7000,1.1527,90300,14.61388
2026-02-03,69400,11.58439,77400,12.93745,-8000,-1.35306
2026-02-02,69300,11.44953,86200,14.24428,-16900,-2.79475
2026-01-30,73800,12.45041,49500,8.3641,24300,4.08631
2026-01-29,48600,7.96512,50900,8.36756,-2300,-0.40244
2026-01-28,32800,5.69325,14900,2.57871,17900,3.11454
2026-01-27,134500,24.39285,8400,1.5078,126100,22.88505
2026-01-26,59200,10.9622,28300,5.21058,30900,5.75162
2026-01-23,109400,20.08498,47700,8.77154,61700,11.31344
2026-01-22,90400,16.33265,45400,8.16263,45000,8.17002
2026-01-21,46300,8.31111,90400,16.27111,-44100,-7.96
2026-01-20,151300,27.72274,107000,19.50081,44300,8.22193
2026-01-16,108500,19.82175,63400,11.68485,45100,8.1369
2026-01-15,80500,14.4748,113100,20.24635,-32600,-5.77155
2026-01-14,33800,6.46476,87400,16.58188,-53600,-10.11712
2026-01-13,70200,13.5706,121800,23.4152,-51600,-9.8446
2026-01-12,135300,25.78332,161700,30.96608,-26400,-5.18276
2026-01-09,125900,24.6093,149800,29.19003,-23900,-4.58073
2026-01-08,90000,18.51368,46400,9.53618,43600,8.9775
2026-01-07,36100,7.55444,60300,12.68037,-24200,-5.12593
2026-01-06,199700,42.63553,26000,5.51388,173700,37.12165
2026-01-05,100600,20.59171,34100,7.00084,66500,13.59087
2025-12-31,21900,4.51342,23300,4.81094,-1400,-0.29752
2025-12-30,14300,2.89018,3100,0.63206,11200,2.25812
2025-12-29,6300,1.31502,16500,3.43045,-10200,-2.11543
2025-12-26,31900,6.64898,23300,4.8634,8600,1.78558
2025-12-25,59000,12.18714,29100,6.06782,29900,6.11932
2025-12-24,21700,4.36837,33400,6.74516,-11700,-2.37679
2025-12-23,15200,3.13369,41300,8.4607,-26100,-5.32701
2025-12-22,11300,2.31325,6000,1.20982,5300,1.10343
2025-12-19,40700,7.94874,53000,10.56845,-12300,-2.61971
2025-12-18,91600,17.58114,115300,22.36718,-23700,-4.78604
2025-12-17,3700,0.69911,80800,15.16571,-77100,-14.4666
2025-12-16,117800,21.82896,27300,5.10226,90500,16.7267
2025-12-12,55800,10.38515,76800,14.06494,-21000,-3.67979
2025-12-11,69700,13.231,72200,13.69428,-2500,-0.46328
2025-12-10,40600,7.96555,28900,5.66448,11700,2.30107
2025-12-09,117100,23.5774,67600,13.6904,49500,9.887
2025-12-08,32100,6.5687,23800,4.86759,8300,1.70111
2025-12-05,17300,3.52241,32200,6.55758,-14900,-3.03517
2025-12-04,60300,12.59305,19300,4.00211,41000,8.59094
2025-12-03,27700,5.95332,56900,12.28774,-29200,-6.33442
2025-12-02,41800,8.93002,50800,10.87003,-9000,-1.94001
2025-12-01,17600,3.60844,42300,8.63545,-24700,-5.02701
2025-11-28,18800,3.80694,51200,10.31757,-32400,-6.51063
2025-11-27,40200,7.81136,55000,10.95028,-14800,-3.13892
2025-11-26,144900,31.02212,14500,3.01895,130400,28.00317
2025-11-25,175700,37.91118,65000,13.99938,110700,23.9118
2025-11-24,105700,21.40591,18400,3.65556,87300,17.75035
2025-11-21,62400,11.95665,41200,7.95028,21200,4.00637
2025-11-20,37100,6.97547,53200,10.05081,-16100,-3.07534
2025-11-19,34800,6.17255,91300,16.14754,-56500,-9.97499
2025-11-18,23400,4.1622,84600,15.05184,-61200,-10.88964
2025-11-17,33500,5.90249,33600,5.91743,-100,-0.01494
2025-11-14,30600,5.3524,23900,4.18869,6700,1.16371
2025-11-13,37600,6.59047,70300,12.31838,-32700,-5.72791
2025-11-12,69900,12.21319,71800,12.46646,-1900,-0.25327
2025-11-11,72500,12.47829,153900,26.85892,-81400,-14.38063
2025-11-10,46000,8.10912,37600,6.68215,8400,1.42697
2025-11-07,62800,11.00324,41400,7.3583,21400,3.64494
2025-11-06,52900,9.66318,68100,12.48333,-15200,-2.82015
2025-11-05,31800,5.8649,60000,11.04721,-28200,-5.18231
2025-11-04,90100,16.84987,39200,7.31806,50900,9.53181
2025-11-03,148900,27.77029,58500,10.93831,90400,16.83198
2025-10-31,36200,6.9215,58300,10.98391,-22100,-4.06241
2025-10-30,4500,0.87218,51700,10.1688,-47200,-9.29662
2025-10-29,15700,3.05567,84600,16.4269,-68900,-13.37123
2025-10-28,101200,18.68168,56700,10.49707,44500,8.18461
2025-10-27,29500,5.20743,147400,26.23436,-117900,-21.02693
2025-10-24,162400,29.19672,90100,16.22148,72300,12.97524
2025-10-23,118800,21.74382,58300,10.71828,60500,11.02554
2025-10-22,32400,5.80104,247700,44.40479,-215300,-38.60375
2025-10-21,143200,26.25083,106500,19.18953,36700,7.0613
2025-10-20,187600,32.86667,21400,3.72921,166200,29.13746
2025-10-17,95900,16.83302,93600,16.32124,2300,0.51178
2025-10-16,76900,12.87599,107200,17.95175,-30300,-5.07576
2025-10-15,58700,9.43783,30300,4.87126,28400,4.56657
2025-10-14,31600,4.81315,27600,4.1499,4000,0.66325
2025-10-13,105900,14.64133,93600,12.43382,12300,2.20751
2025-10-10,50200,6.68124,107700,14.31505,-57500,-7.63381
2025-10-09,35400,4.69732,156200,20.60602,-120800,-15.9087
2025-10-08,66000,8.84717,51500,6.87634,14500,1.97083
2025-10-07,60000,7.95192,12300,1.63238,47700,6.31954
2025-10-06,113100,15.04705,62500,8.14698,50600,6.90007
2025-10-03,139200,17.95619,1800,0.23249,137400,17.7237
2025-10-02,28700,3.72769,29000,3.71494,-300,0.01275
2025-10-01,62500,8.05619,41100,5.27952,21400,2.77667
2025-09-30,23600,3.0767,81200,10.53311,-57600,-7.45641
2025-09-29,65900,8.55098,56400,7.37617,9500,1.17481
2025-09-26,28100,3.75475,76900,10.26045,-48800,-6.5057
