Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-07-10,49304,7.288036,79600,11.75263,-30296,-4.464594
2026-07-09,74102,11.059491,37900,5.63666,36202,5.422831
2026-07-08,36000,5.40398,133000,19.93197,-97000,-14.52799
2026-07-07,115700,17.5516,34804,5.232598,80896,12.319002
2026-07-06,99510,15.314017,122200,18.87146,-22690,-3.557443
2026-07-03,195105,29.763058,27720,4.260135,167385,25.502923
2026-07-02,227405,34.141915,167600,25.09158,59805,9.050335
2026-07-01,79000,11.81437,94000,14.01509,-15000,-2.20072
2026-06-30,196600,29.23694,40100,5.99497,156500,23.24197
2026-06-29,225550,34.404208,158500,24.21603,67050,10.188178
2026-06-26,326400,52.53167,146210,23.597646,180190,28.934024
2026-06-25,138900,21.76316,111800,17.48618,27100,4.27698
2026-06-24,124400,19.58195,294200,46.50185,-169800,-26.9199
2026-06-23,129400,20.54207,399300,63.33352,-269900,-42.79145
2026-06-22,94300,14.44393,282300,42.80148,-188000,-28.35755
2026-06-19,224920,33.15137,479280,70.901788,-254360,-37.750418
2026-06-18,60000,8.664,256300,37.00972,-196300,-28.34572
2026-06-17,117130,15.54304,338100,44.93279,-220970,-29.38975
2026-06-16,52600,7.16577,53600,7.31683,-1000,-0.15106
2026-06-15,517150,71.537995,234114,31.739075,283036,39.79892
2026-06-12,185000,26.508107,188150,26.37128,-3150,0.136827
2026-06-11,40270,5.830711,54500,7.89668,-14230,-2.065969
2026-06-10,44000,6.42607,70200,10.27095,-26200,-3.84488
2026-06-09,134600,19.70481,46100,6.75579,88500,12.94902
2026-06-08,239800,35.32126,82610,12.141991,157190,23.179269
2026-06-05,425200,64.34939,186800,28.31434,238400,36.03505
2026-06-04,186600,27.79821,119400,17.77136,67200,10.02685
2026-06-03,213410,31.412175,172400,25.47505,41010,5.937125
2026-06-02,301400,46.03937,60600,9.25279,240800,36.78658
2026-06-01,43400,6.64555,104500,15.87511,-61100,-9.22956
2026-05-29,176600,27.95361,60000,9.5417,116600,18.41191
2026-05-28,582500,89.6015,289000,45.24607,293500,44.35543
2026-05-27,411750,61.97176,151300,22.40692,260450,39.56484
2026-05-26,535000,83.3928,107100,16.70218,427900,66.69062
2026-05-25,332200,52.02069,435500,68.09751,-103300,-16.07682
2026-05-22,523300,80.45691,416400,63.80918,106900,16.64773
2026-05-21,872500,138.55407,245300,38.89313,627200,99.66094
2026-05-20,791800,126.30261,300400,48.04009,491400,78.26252
2026-05-19,763400,118.32216,302900,46.86726,460500,71.4549
2026-05-18,218500,34.17719,322200,50.04758,-103700,-15.87039
2026-05-15,41900,6.51928,102000,15.99095,-60100,-9.47167
2026-05-14,229500,35.20812,224100,34.41748,5400,0.79064
2026-05-13,319500,49.15782,262000,40.34554,57500,8.81228
2026-05-12,349200,55.26703,257200,41.32967,92000,13.93736
2026-05-11,399200,66.90578,318100,53.22314,81100,13.68264
2026-05-08,264800,42.22938,145600,23.24667,119200,18.98271
2026-05-07,525500,82.48276,382400,60.39179,143100,22.09097
2026-05-06,203600,30.62678,83100,12.44353,120500,18.18325
2026-05-05,304700,45.9359,221200,33.18358,83500,12.75232
2026-05-04,177800,25.68153,190500,27.45875,-12700,-1.77722
2026-04-29,212400,31.87612,166500,24.57605,45900,7.30007
2026-04-28,243000,36.23784,128900,19.02399,114100,17.21385
2026-04-24,417800,60.40256,427500,61.24199,-9700,-0.83943
2026-04-23,134700,20.1005,168000,25.06469,-33300,-4.96419
2026-04-22,273900,41.16375,719500,107.59245,-445600,-66.4287
2026-04-21,230400,34.90695,153400,23.07134,77000,11.83561
2026-04-20,873400,121.25575,63500,9.04708,809900,112.20867
