Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-02-06,799500,22.650265,895000,25.452975,-95500,-2.80271
2026-02-05,836900,24.52586,1330100,38.687485,-493200,-14.161625
2026-02-04,1094400,30.490165,412800,11.45081,681600,19.039355
2026-02-03,964500,27.400865,278600,7.899985,685900,19.50088
2026-02-02,1079000,30.876195,978600,28.020875,100400,2.85532
2026-01-30,1690900,50.52477,125500,3.769945,1565400,46.754825
2026-01-29,530500,15.66333,30500,0.904165,500000,14.759165
2026-01-28,694000,20.52368,305600,8.96464,388400,11.55904
2026-01-27,666500,19.941625,268100,7.971965,398400,11.96966
2026-01-26,220100,6.93014,376200,11.727395,-156100,-4.797255
2026-01-23,522400,16.872565,379900,12.27518,142500,4.597385
2026-01-22,744900,23.58529,1776800,55.85019,-1031900,-32.2649
2026-01-21,251600,7.90678,323200,10.17536,-71600,-2.26858
2026-01-20,786300,24.68361,464300,14.53027,322000,10.15334
2026-01-16,1582700,50.89293,504525,13.50657,1078175,37.38636
2026-01-15,1621700,49.69884,1053600,31.94413,568100,17.75471
2026-01-14,839400,26.997705,756100,24.1613,83300,2.836405
2026-01-13,750200,25.423065,760000,25.579685,-9800,-0.15662
2026-01-12,1115600,37.112875,2576900,85.621135,-1461300,-48.50826
2026-01-09,497400,17.482165,868200,30.35644,-370800,-12.874275
2026-01-08,532700,19.674325,590200,21.528575,-57500,-1.85425
2026-01-07,873400,33.311715,399200,15.251745,474200,18.05997
2026-01-06,2302100,85.626655,617300,23.03534,1684800,62.591315
2026-01-05,1862000,64.78432,871400,30.50866,990600,34.27566
2025-12-31,319800,10.648475,582600,19.28944,-262800,-8.640965
2025-12-30,264100,8.614355,655000,21.437125,-390900,-12.82277
2025-12-29,379700,12.72162,634000,20.91934,-254300,-8.19772
2025-12-26,483600,14.5638,1749300,53.660335,-1265700,-39.096535
2025-12-25,1300000,47.268955,1089200,39.483785,210800,7.78517
2025-12-24,575700,19.779245,154400,5.30027,421300,14.478975
2025-12-23,584100,19.94685,785500,26.69836,-201400,-6.75151
2025-12-22,243600,7.8188,126900,4.095265,116700,3.723535
2025-12-19,570600,17.81474,393900,12.29951,176700,5.51523
2025-12-18,181800,5.48799,815000,24.51692,-633200,-19.02893
2025-12-17,143000,4.343675,619400,18.55316,-476400,-14.209485
2025-12-16,620000,17.924765,432700,12.491175,187300,5.43359
2025-12-12,806300,23.16556,1017900,28.44829,-211600,-5.28273
2025-12-11,572200,17.112695,798000,23.67173,-225800,-6.559035
2025-12-10,485200,15.01334,1830900,56.060895,-1345700,-41.047555
2025-12-09,491100,15.69721,1102300,35.47511,-611200,-19.7779
2025-12-08,564100,18.701625,897200,29.6542,-333100,-10.952575
2025-12-05,440800,14.96305,526400,17.933535,-85600,-2.970485
2025-12-04,482700,16.508015,88800,3.03184,393900,13.476175
2025-12-03,247100,8.48135,284200,9.759975,-37100,-1.278625
2025-12-02,382600,13.029265,262600,8.99632,120000,4.032945
2025-12-01,1743400,60.967885,543300,18.98353,1200100,41.984355
2025-11-28,345800,11.60195,449000,15.13211,-103200,-3.53016
2025-11-27,271900,9.292695,196200,6.71084,75700,2.581855
2025-11-26,828600,28.020485,217900,7.38418,610700,20.636305
2025-11-25,479900,16.40612,466300,15.914075,13600,0.492045
2025-11-24,1044700,35.422055,1329800,45.29039,-285100,-9.868335
2025-11-21,240800,7.70993,201005,6.408294,39795,1.301636
2025-11-20,218500,7.006065,302800,9.6891,-84300,-2.683035
2025-11-19,184000,5.85176,428000,13.61069,-244000,-7.75893
2025-11-18,150700,4.858695,300400,9.678955,-149700,-4.82026
2025-11-17,552000,17.91765,154300,4.996195,397700,12.921455
2025-11-14,493200,15.72397,181300,5.798295,311900,9.925675
2025-11-13,159200,5.12454,468800,15.030395,-309600,-9.905855
2025-11-12,945700,30.60968,332500,10.532075,613200,20.077605
2025-11-11,762600,23.688455,594800,18.163025,167800,5.52543
2025-11-10,230300,7.06167,564000,16.902405,-333700,-9.840735
2025-11-07,237100,7.42729,509700,15.883615,-272600,-8.456325
2025-11-06,182000,5.852405,559400,17.91791,-377400,-12.065505
2025-11-05,709900,23.11591,456600,14.896195,253300,8.219715
2025-11-04,938200,25.185225,6512125,34.87208,-5573925,-9.686855
2025-10-31,1941400,65.56739,307100,10.221095,1634300,55.346295
2025-10-30,494400,17.133585,292800,10.1548,201600,6.978785
2025-10-29,453100,16.412,647300,23.343325,-194200,-6.931325
2025-10-28,1057400,36.44838,759800,26.319685,297600,10.128695
2025-10-27,368300,13.896975,610100,23.029255,-241800,-9.13228
2025-10-24,817000,31.7393,258300,10.033775,558700,21.705525
2025-10-23,624500,24.32063,384700,15.0198,239800,9.30083
2025-10-22,477200,17.911995,967800,36.31776,-490600,-18.405765
2025-10-21,422000,16.101085,728200,27.95757,-306200,-11.856485
2025-10-20,681500,27.03631,142400,5.670955,539100,21.365355
2025-10-17,457900,19.114415,502600,21.25331,-44700,-2.138895
2025-10-16,628200,26.912175,639600,27.45726,-11400,-0.545085
2025-10-15,228600,9.565345,522100,21.91777,-293500,-12.352425
2025-10-14,643100,28.08021,294000,12.7336,349100,15.34661
2025-10-13,662000,27.82882,1089500,45.4915,-427500,-17.66268
2025-10-10,909800,35.105535,1197700,46.71652,-287900,-11.610985
2025-10-09,764600,28.667365,2236100,85.21781,-1471500,-56.550445
2025-10-08,477500,16.722495,715600,25.64328,-238100,-8.920785
2025-10-07,244900,8.7439,1246300,44.36533,-1001400,-35.62143
2025-10-06,127700,4.42938,1085400,37.79879,-957700,-33.36941
2025-10-03,1138600,37.022715,1004500,31.70884,134100,5.313875
2025-10-02,80500,2.63302,723700,23.494715,-643200,-20.861695
2025-10-01,881700,29.961845,136300,4.541895,745400,25.41995
2025-09-30,529800,16.996025,287700,9.05529,242100,7.940735
2025-09-29,788000,23.60197,291500,8.614665,496500,14.987305
2025-09-26,294700,8.647515,321600,9.39725,-26900,-0.749735
2025-09-25,669500,19.512745,95100,2.787135,574400,16.72561
