Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-02-10,75000,1.25313,82200,1.365355,-7200,-0.112225
2026-02-09,28200,0.471535,20000,0.335,8200,0.136535
2026-02-06,188000,3.131065,201200,3.34861,-13200,-0.217545
2026-02-05,28000,0.4738,123300,2.07443,-95300,-1.60063
2026-02-04,41400,0.70182,21800,0.36942,19600,0.3324
2026-02-03,57700,0.982125,32400,0.55018,25300,0.431945
2026-02-02,125500,2.12624,160800,2.72638,-35300,-0.60014
2026-01-30,61000,1.05951,81700,1.405145,-20700,-0.345635
2026-01-29,15900,0.275525,19800,0.343595,-3900,-0.06807
2026-01-28,97700,1.7033,15200,0.26479,82500,1.43851
2026-01-27,84200,1.45979,41600,0.723215,42600,0.736575
2026-01-26,108500,1.89505,111100,1.92645,-2600,-0.0314
2026-01-23,128404,2.25861,60200,1.0545,68204,1.20411
2026-01-22,139000,2.43678,74000,1.28941,65000,1.14737
2026-01-21,80002,1.39729,226661,3.94003,-146659,-2.54274
2026-01-20,168100,2.993385,209400,3.71133,-41300,-0.717945
2026-01-16,81000,1.450805,46800,0.835075,34200,0.61573
2026-01-15,199400,3.54125,83600,1.48708,115800,2.05417
2026-01-14,93000,1.647155,138200,2.45417,-45200,-0.807015
2026-01-13,85800,1.50978,148500,2.61163,-62700,-1.10185
2026-01-12,174200,3.06416,143800,2.517025,30400,0.547135
2026-01-09,61600,1.0699,84700,1.468305,-23100,-0.398405
2026-01-08,136700,2.37086,76400,1.32642,60300,1.04444
2026-01-07,87800,1.51845,75200,1.29441,12600,0.22404
2026-01-06,133700,2.29374,39900,0.68261,93800,1.61113
2026-01-05,14900,2559052.75548,160600,0.0,-145700,2559052.75548
2025-12-31,22700,0.389975,59900,1.025925,-37200,-0.63595
2025-12-30,17700,0.304915,0,0.0,17700,0.304915
2025-12-29,15000,0.259155,69900,1.201985,-54900,-0.94283
2025-12-26,86100,1.483045,106200,1.82555,-20100,-0.342505
2025-12-25,56700,0.98669,45400,0.787665,11300,0.199025
2025-12-24,92800,1.616525,73100,1.26856,19700,0.347965
2025-12-23,40600,0.713055,153000,2.68278,-112400,-1.969725
2025-12-22,114400,2.0169,7200,0.12564,107200,1.89126
2025-12-19,77700,1.3509,27000,0.47142,50700,0.87948
2025-12-18,64800,1.12181,94800,1.642725,-30000,-0.520915
2025-12-17,5400,0.09423,102800,1.78396,-97400,-1.68973
2025-12-16,144400,2.501455,58800,1.02606,85600,1.475395
2025-12-12,73100,1.270435,163200,2.815435,-90100,-1.545
2025-12-11,97400,1.694745,76800,1.334355,20600,0.36039
2025-12-10,93900,1.63319,64700,1.12141,29200,0.51178
2025-12-09,66500,1.146275,138400,2.39695,-71900,-1.250675
2025-12-08,40100,0.70355,50600,0.88538,-10500,-0.18183
2025-12-05,25200,0.44113,96800,1.705005,-71600,-1.263875
2025-12-04,58700,1.03386,59600,1.0509,-900,-0.01704
2025-12-03,204200,3.58893,43200,0.75339,161000,2.83554
2025-12-02,51400,0.88311,52400,0.90012,-1000,-0.01701
2025-12-01,46400,0.79727,122800,2.10504,-76400,-1.30777
2025-11-28,46400,0.80089,120800,2.07886,-74400,-1.27797
2025-11-27,50200,0.86825,58600,1.00963,-8400,-0.14138
2025-11-26,215400,3.69546,21600,0.37242,193800,3.32304
2025-11-25,88200,1.50467,94000,1.60432,-5800,-0.09965
2025-11-24,132000,2.26341,37800,0.64429,94200,1.61912
2025-11-21,41400,0.699205,52400,0.891165,-11000,-0.19196
2025-11-20,30600,0.52594,195200,3.32313,-164600,-2.79719
2025-11-19,58100,0.99616,65600,1.12229,-7500,-0.12613
2025-11-18,64800,1.12331,173700,2.99091,-108900,-1.8676
2025-11-17,114000,1.974855,32400,0.552655,81600,1.4222
2025-11-14,48200,0.8203,69200,1.17492,-21000,-0.35462
2025-11-13,101200,1.7296,113600,1.9404,-12400,-0.2108
2025-11-12,222700167600,37833305.929445,72400267801,12195509.466977,150299899799,25637796.462468
2025-11-11,67100,1.12355,232500,3.87153,-165400,-2.74798
2025-11-10,50400,0.86006,112200,1.89404,-61800,-1.03398
2025-11-07,59900,1.02697,258000,4.416275,-198100,-3.389305
2025-11-06,44600,0.77627,68700,1.188975,-24100,-0.412705
2025-11-05,69000,1.21719,223200,3.90737,-154200,-2.69018
2025-11-04,215400,3.79499,65000,1.143205,150400,2.651785
2025-11-03,110100,1.932615,116200,2.0497,-6100,-0.117085
2025-10-31,134500,2.38838,208300,36789453.04531,-73800,-36789450.65693
