Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-07-10,2591800,84.951655,2491300,81.46129,100500,3.490365
2026-07-09,2208400,73.64579,1798400,60.027495,410000,13.618295
2026-07-08,1393500,47.425025,1484600,50.528495,-91100,-3.10347
2026-07-07,792400,26.66464,369201,12.414381,423199,14.250259
2026-07-06,2710600,91.34096,820200,27.6103,1890400,63.73066
2026-07-03,2418700,80.80657,1882100,62.85117,536600,17.9554
2026-07-02,404000,13.73448,1206720,41.257319,-802720,-27.522839
2026-07-01,1246100,42.525125,1010900,34.637295,235200,7.88783
2026-06-30,1507700,50.66301,777401,26.103541,730299,24.559469
2026-06-29,2468500,83.084995,3035903,102.238738,-567403,-19.153743
2026-06-26,1202400,39.777945,529700,17.56862,672700,22.209325
2026-06-25,4166800,136.680005,2364301,78.44901,1802499,58.230995
2026-06-24,2122000,68.82065,743200,24.132155,1378800,44.688495
2026-06-23,2392000,77.369565,2786600,90.112925,-394600,-12.74336
2026-06-22,195000,6.059615,746900,23.156065,-551900,-17.09645
2026-06-19,242500,7.53889,1365000,42.96281,-1122500,-35.42392
2026-06-18,301100,9.41547,964500,30.168385,-663400,-20.752915
2026-06-17,1073100,33.77308,1895400,59.731525,-822300,-25.958445
2026-06-16,876200,27.773155,496000,15.756295,380200,12.01686
2026-06-15,35100900,1095.78966,2223817,70.159683,32877083,1025.629977
2026-06-12,1371600,42.915945,2390500,74.721895,-1018900,-31.80595
2026-06-11,1671800,51.742945,885800,27.40178,786000,24.341165
2026-06-10,114701,3.55438,244629,7.57795,-129928,-4.02357
2026-06-09,1143220,35.390095,1809000,56.01352,-665780,-20.623425
2026-06-08,1161100,36.13669,1399000,43.432675,-237900,-7.295985
2026-06-05,510300,16.22006,556500,17.65385,-46200,-1.43379
2026-06-04,384500,12.142195,536000,16.93311,-151500,-4.790915
2026-06-03,1132400,35.89847,2152300,68.21714,-1019900,-32.31867
2026-06-02,688000,22.126595,876700,28.085585,-188700,-5.95899
2026-06-01,626200,20.415025,870700,28.226335,-244500,-7.81131
2026-05-29,2142900,70.46802,973500,31.974745,1169400,38.493275
2026-05-28,900500,30.03061,1793700,59.242765,-893200,-29.212155
2026-05-27,6218700,203.74913,2107700,70.331115,4111000,133.418015
2026-05-26,1432600,47.06876,665900,21.804,766700,25.26476
2026-05-25,1712500,55.58456,3401700,109.838855,-1689200,-54.254295
2026-05-22,1087500,34.873255,1384200,44.370875,-296700,-9.49762
2026-05-21,1446800,46.897405,968100,31.341725,478700,15.55568
2026-05-20,3365800,107.02053,2920700,93.12105,445100,13.89948
2026-05-19,1409400,46.248165,2015700,66.03099,-606300,-19.782825
2026-05-18,557400,18.89328,2016000,68.365415,-1458600,-49.472135
2026-05-15,2406700,82.88954,9168000,314.755095,-6761300,-231.865555
2026-05-14,860400,29.09531,744200,25.142625,116200,3.952685
2026-05-13,1103700,37.24517,2729200,92.014065,-1625500,-54.768895
2026-05-12,567700,18.68425,1335600,45.04041,-767900,-26.35616
2026-05-11,841000,28.471995,570600,19.30312,270400,9.168875
2026-05-08,487500,16.475525,1218100,41.15985,-730600,-24.684325
2026-05-07,1292800,43.35716,751200,25.415625,541600,17.941535
2026-05-06,1907600,64.05857,625000,20.98348,1282600,43.07509
2026-05-05,1622100,53.50847,1096900,36.1705,525200,17.33797
2026-05-04,1556900,52.367385,1113500,37.335255,443400,15.03213
2026-04-29,1236600,41.91875,1578000,53.49546,-341400,-11.57671
2026-04-28,751500,26.061125,1529400,53.09415,-777900,-27.033025
2026-04-24,641901,21.84241,1555331,52.818895,-913430,-30.976485
2026-04-23,630400,20.974295,1758900,58.533445,-1128500,-37.55915
2026-04-22,3322800,110.25812,3340100,110.78075,-17300,-0.52263
2026-04-21,1739100,56.83499,1553000,50.72204,186100,6.11295
2026-04-20,2943000,96.171335,1841200,59.878465,1101800,36.29287
2026-04-17,1067200,34.50976,1008600,32.623265,58600,1.886495
2026-04-16,680800,21.732225,790300,25.221695,-109500,-3.48947
2026-04-15,607800,19.59337,837000,27.02279,-229200,-7.42942
2026-04-14,1146100,36.81439,1191900,38.212005,-45800,-1.397615
2026-04-13,1254300,40.073365,1751800,55.929005,-497500,-15.85564
2026-04-10,5370400468800,17717107.75202,576300,9.46,5370399892500,17717098.29202
2026-04-09,4510500,140.564605,1969800,61.320955,2540700,79.24365
2026-04-08,2488400,75.3129,2131500,64.32233,356900,10.99057
2026-04-06,2592500,75.897465,1231300,36.06116,1361200,39.836305
2026-04-03,1459900,43.884035,1763900,52.736605,-304000,-8.85257
2026-04-02,921600,27.91483,2443000,74.06531,-1521400,-46.15048
2026-04-01,870917,26.94151,1263722,39.07197,-392805,-12.13046
2026-03-31,1127100,34.522335,1053937,32.232494,73163,2.289841
2026-03-30,1241700,37.41041,1115900,33.626345,125800,3.784065
2026-03-27,953035,28.844225,1445955,43.733675,-492920,-14.88945
2026-03-26,346600,10.54725,3454300,104.85229,-3107700,-94.30504
2026-03-25,1435274,43.763845,1219000,37.1189,216274,6.644945
2026-03-24,2252900,66.578535,1828800,53.94811,424100,12.630425
2026-03-23,2703300,78.834465,1367800,39.80617,1335500,39.028295
2026-03-20,404600,12.12551,1200700,35.959805,-796100,-23.834295
2026-03-19,1976825,59.43768,4974658,149.568985,-2997833,-90.131305
2026-03-18,1245030,37.980785,960509,29.266315,284521,8.71447
2026-03-17,3093100,94.07499,936351,28.588733,2156749,65.486257
2026-03-16,2308643,69.66207,425890,12.81622,1882753,56.84585
2026-03-13,2528627,41.339465,36389437,56.65275,-33860810,-15.313285
2026-03-12,1062147,32.52704,2219324,67.39488,-1157177,-34.86784
2026-03-11,2804400,85.26055,1585633,48.808804,1218767,36.451746
2026-03-10,2944800,89.031112,3262468,98.333945,-317668,-9.302833
2026-03-09,1330235,38.93337,1243424,36.364105,86811,2.569265
2026-03-06,1271800,40.492245,3140700,99.42666,-1868900,-58.934415
2026-03-05,719793,23.383145,2056692,67.145915,-1336899,-43.76277
2026-03-03,2034100,70.005315,2001900,68.205935,32200,1.79938
2026-03-02,1910116,67.43887,2601981,91.40474,-691865,-23.96587
2026-02-27,1022220,36.934955,1310320,47.25714,-288100,-10.322185
2026-02-26,2509309,91.133965,778222,28.23031,1731087,62.903655
2026-02-25,1701800,61.39476,1352829,48.708727,348971,12.686033
2026-02-24,2009600,66.020125,7800000,63.657455,-5790400,2.36267
2026-02-13,550405,19.472552,1681900,59.456885,-1131495,-39.984333
2026-02-12,2280697,80.885664,2390831,84.592535,-110134,-3.706871
2026-02-11,2905100,101.94038,1829936,64.148196,1075164,37.792184
2026-02-10,1568700,54.551645,1816410,63.053653,-247710,-8.502008
2026-02-09,1237766,42.904395,1381191,47.79796,-143425,-4.893565
2026-02-06,1997800,68.55005,2520300,86.511355,-522500,-17.961305
2026-02-05,993800,34.726687,1568901,54.76515,-575101,-20.038463
2026-02-04,1274200,44.05561,1818800,62.874755,-544600,-18.819145
2026-02-03,2583500,90.3588,2083200,72.688255,500300,17.670545
2026-02-02,1747700,61.51858,1535100,53.98516,212600,7.53342
2026-01-30,3691201,130.250555,940633,33.110045,2750568,97.14051
2026-01-29,1683500,58.373785,817000,28.32546,866500,30.048325
2026-01-28,1595000,55.27395,523100,18.122195,1071900,37.151755
2026-01-27,2112400,74.34828,890100,31.219055,1222300,43.129225
2026-01-26,1496000,53.750895,560500,20.1146,935500,33.636295
2026-01-23,1971800,71.681535,909700,33.24727,1062100,38.434265
2026-01-22,1179600,42.44126,1663200,59.634585,-483600,-17.193325
2026-01-21,1068100,38.03331,1548900,55.234815,-480800,-17.201505
2026-01-20,3167900,114.82889,1490700,53.695525,1677200,61.133365
2026-01-16,1259400,45.265125,1235900,44.424605,23500,0.84052
2026-01-15,2840702,101.758285,1456468,51.90156,1384234,49.856725
2026-01-14,2104400,77.23721,1212800,44.54692,891600,32.69029
2026-01-13,1622000,61.203575,1595700,60.166835,26300,1.03674
2026-01-12,3151400,117.7422,2536400,94.799255,615000,22.942945
2026-01-09,2002000,73.788045,4364800,160.83423,-2362800,-87.046185
2026-01-08,10732517,58.963645,310267619,52.25571,-299535102,6.707935
2026-01-07,54000,56.268945,1920000,121.56599,-1866000,-65.297045
2026-01-06,2667100,93.944245,3370300,120.28619,-703200,-26.341945
2026-01-05,748000,17.552545,50810025875760,3.801,-50810025127760,13.751545
2025-12-31,964200,33.438185,420500,14.512705,543700,18.92548
2025-12-29,9847700,334.058795,823800,28.001625,9023900,306.05717
2025-12-26,3298800,110.10079,573500,19.34881,2725300,90.75198
2025-12-25,950300,33.461385,810200,28.52432,140100,4.937065
2025-12-24,6120700,213.09885,1741300,61.74557,4379400,151.35328
2025-12-23,872500,30.4716,2016500,70.534575,-1144000,-40.062975
2025-12-22,2682201,92.57467,807031,27.911445,1875170,64.663225
2025-12-19,2225000,74.56393,1590200,53.29236,634800,21.27157
2025-12-18,445800,14.63482,1682900,55.225645,-1237100,-40.590825
2025-12-17,790400,25.905355,765100,25.149105,25300,0.75625
2025-12-16,1568100,49.93051,1224102,39.129935,343998,10.800575
2025-12-12,2192400,71.53235,1718900,55.74767,473500,15.78468
2025-12-11,1493200,50.30581,1249800,41.8794,243400,8.42641
2025-12-10,976400,33.084375,1152300,38.903875,-175900,-5.8195
2025-12-09,2217900,75.06822,1539700,52.110455,678200,22.957765
2025-12-08,714300,24.68089,1317100,45.187425,-602800,-20.506535
2025-12-05,1490400,51.960985,629200,21.93786,861200,30.023125
2025-12-04,1099700,38.62103,1042900,36.551885,56800,2.069145
2025-12-03,1789300,62.299045,848400,29.35215,940900,32.946895
2025-12-02,1359700,46.005015,787500,26.503,572200,19.502015
2025-12-01,784700,26.305515,446501,14.909946,338199,11.395569
2025-11-28,433900,14.625745,1059900,35.611175,-626000,-20.98543
2025-11-27,1083900,36.794265,735400,24.97089,348500,11.823375
2025-11-26,1968500,66.34448,409402,13.827752,1559098,52.516728
2025-11-25,1500600,50.58138,1280400,42.93695,220200,7.64443
2025-11-24,1474500,50.24883,413200,14.06992,1061300,36.17891
2025-11-21,2077700,71.00128,632200,21.62939,1445500,49.37189
2025-11-20,723200,25.15239,627900,21.79324,95300,3.35915
2025-11-19,766500,26.860795,1027000,35.912105,-260500,-9.05131
2025-11-18,405100,14.244125,825500,29.010865,-420400,-14.76674
2025-11-17,1571801,54.97303,675933,23.715465,895868,31.257565
2025-11-14,383900,13.44424,485900,17.035155,-102000,-3.590915
2025-11-13,1282900,44.94525,1207000,42.27983,75900,2.66542
2025-11-12,1757900,60.345575,1062101,35.993791,695799,24.351784
2025-11-11,4226800,142.13351,1509000,50.45313,2717800,91.68038
2025-11-10,1040200,34.61944,324800,10.804065,715400,23.815375
2025-11-07,1818500,60.753945,1487500,49.56564,331000,11.188305
2025-11-06,1970100,66.5339,1242400,41.940465,727700,24.593435
2025-11-05,1119100,38.41771,1092600,37.514395,26500,0.903315
2025-11-04,2551000,78.24548,10711810,51.66678,-8160810,26.5787
2025-11-03,3394100,116.629195,1409901,48.125048,1984199,68.504147
2025-10-31,1285100,45.53653,482200,17.08752,802900,28.44901
2025-10-30,1010400,36.403285,896500,32.24058,113900,4.162705
2025-10-29,1841600,66.395215,1547900,55.95647,293700,10.438745
2025-10-28,2287101,78.97858,961733,33.508545,1325368,45.470035
2025-10-27,1284900,45.472005,2187700,77.81706,-902800,-32.345055
2025-10-24,2462000,89.45494,1320900,48.04522,1141100,41.40972
2025-10-23,2118100,78.79995,734700,27.466445,1383400,51.333505
2025-10-22,1702700,63.49647,2994000,111.447185,-1291300,-47.950715
2025-10-21,1511700,56.71803,1683600,63.76366,-171900,-7.04563
2025-10-20,2721901,108.094635,988438,38.767325,1733463,69.32731
2025-10-17,1684400,69.28471,1175100,48.45834,509300,20.82637
2025-10-16,1471501,60.39132,810738,33.301185,660763,27.090135
2025-10-15,1236200,50.59969,481000,19.707565,755200,30.892125
2025-10-14,1513400,62.511665,2281100,94.07819,-767700,-31.566525
2025-10-13,1808500,73.761745,2958700,119.54304,-1150200,-45.781295
2025-10-10,1329700493501,523695059.81355,22724001071819,8929088021.31624,-21394300578318,-8405392961.50269
2025-10-09,732800,28.424135,2196600,85.172405,-1463800,-56.74827
2025-10-08,1677800,64.992565,2382801,92.389381,-705001,-27.396816
2025-10-07,816600,32.041765,732300,28.793295,84300,3.24847
2025-10-06,1986000,77.49652,1589600,61.762165,396400,15.734355
2025-10-03,1331400,50.95017,1292000,49.43916,39400,1.51101
2025-10-02,1398600,54.3311,970700,37.770625,427900,16.560475
2025-10-01,1273300,48.782355,1188100,45.603395,85200,3.17896
2025-09-30,899700,33.88764,1165500,43.99499,-265800,-10.10735
2025-09-29,729900,28.20082,848100,32.75922,-118200,-4.5584
2025-09-26,359000,13.872575,747100,28.916585,-388100,-15.04401
2025-09-25,573100,22.209185,584200,22.66426,-11100,-0.455075
2025-09-24,1030200,38.800115,891400,33.45683,138800,5.343285
2025-09-23,353100,13.307895,525300,19.813295,-172200,-6.5054
2025-09-22,1052900,39.60447,243000,9.20206,809900,30.40241
2025-09-19,959900,36.807045,184900,7.11178,775000,29.695265
2025-09-18,1344900,51.81975,701300,27.104935,643600,24.714815
2025-09-17,816500,31.735975,676800,26.490305,139700,5.24567
2025-09-16,519100,20.57307,1797200,71.37404,-1278100,-50.80097
2025-09-15,489500,18.957535,411801,15.962306,77699,2.995229
2025-09-12,1042700,40.493275,1553402,60.483887,-510702,-19.990612
