Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-07-10,286200,20.3099,66100,4.67131,220100,15.63859
2026-07-09,330300,23.53471,31900,2.27485,298400,21.25986
2026-07-08,202600,14.45274,181900,12.98463,20700,1.46811
2026-07-07,251100,17.89344,7000,0.49829,244100,17.39515
2026-07-06,133000,9.51302,242800,17.30965,-109800,-7.79663
2026-07-03,288200,20.83827,4700,0.33897,283500,20.4993
2026-07-02,211600,15.54609,206840,15.147311,4760,0.398779
2026-07-01,37300,2.74582,194700,14.3478,-157400,-11.60198
2026-06-30,297800,22.26157,280900,20.86462,16900,1.39695
2026-06-29,378065,28.380685,501406,37.74406,-123341,-9.363375
2026-06-26,371017,27.344739,515700,38.19951,-144683,-10.854771
2026-06-25,337702,24.365505,1452800,105.28383,-1115098,-80.918325
2026-06-24,237306,17.132433,989900,71.03231,-752594,-53.899877
2026-06-23,822310,59.98186,835600,60.98237,-13290,-1.00051
2026-06-22,140800,10.1526,158300,11.41818,-17500,-1.26558
2026-06-19,187200,13.38046,803600,57.80598,-616400,-44.42552
2026-06-18,62800,4.51977,314200,22.5888,-251400,-18.06903
2026-06-17,423400,30.4644,768400,55.68134,-345000,-25.21694
2026-06-16,136560,9.825914,93900,6.75512,42660,3.070794
2026-06-15,442400,31.88743,305370,22.059477,137030,9.827953
2026-06-12,350500,25.16339,530900,38.2002,-180400,-13.03681
2026-06-11,198200,14.19227,395430,28.325138,-197230,-14.132868
2026-06-10,0,0.0,0,16.02749,0,-16.02749
2026-06-09,802420,57.81308,681100,49.05999,121320,8.75309
2026-06-08,349600,24.36727,660300,46.00741,-310700,-21.64014
2026-06-05,322540,22.464897,366300,25.47002,-43760,-3.005123
2026-06-04,682700,47.10254,979700,67.2457,-297000,-20.14316
2026-06-03,368600,24.70246,236400,15.87104,132200,8.83142
2026-06-02,229600,15.45973,263900,17.59399,-34300,-2.13426
2026-06-01,115100,7.90011,247100,16.95353,-132000,-9.05342
2026-05-29,200300,13.72554,134100,9.17045,66200,4.55509
2026-05-28,857300,58.76819,372600,25.54158,484700,33.22661
2026-05-27,351100,24.51496,188700,13.09616,162400,11.4188
2026-05-26,428800,29.93527,99500,6.95986,329300,22.97541
2026-05-25,195300,13.80235,104100,7.41757,91200,6.38478
2026-05-22,204200,14.53081,436200,30.9637,-232000,-16.43289
2026-05-21,1073600,76.75496,334900,24.08712,738700,52.66784
2026-05-20,599400,42.84308,190100,13.62051,409300,29.22257
2026-05-19,350200,25.35689,189400,13.66601,160800,11.69088
2026-05-18,979100,71.02422,208300,15.15951,770800,55.86471
2026-05-15,351500,25.78641,237000,17.3842,114500,8.40221
2026-05-14,352100,26.07622,363900,27.23122,-11800,-1.155
2026-05-13,415300,30.97215,995800,74.32676,-580500,-43.35461
2026-05-12,1104100,81.29166,775100,57.54139,329000,23.75027
2026-05-11,131500,9.51963,293600,21.24843,-162100,-11.7288
2026-05-08,428400,31.38417,167900,12.31452,260500,19.06965
2026-05-07,712000,50.63977,1189500,86.21702,-477500,-35.57725
2026-05-06,435100,29.88795,846000,58.13125,-410900,-28.2433
2026-05-05,171900,11.43206,544300,36.22624,-372400,-24.79418
2026-05-04,272600,18.43327,452900,30.41214,-180300,-11.97887
2026-04-29,451400,30.76175,501600,34.01308,-50200,-3.25133
2026-04-28,998500,67.32257,679600,46.21813,318900,21.10444
2026-04-24,187300,12.18884,116200,7.55109,71100,4.63775
2026-04-23,187700,12.31122,834700,54.91862,-647000,-42.6074
2026-04-22,476200,0.0,2328700,0.0,-1852500,0.0
2026-04-21,846600,57.40608,1404100,95.75286,-557500,-38.34678
2026-04-20,878500,56.80677,158000,10.21223,720500,46.59454
2026-04-17,1158700,74.79835,140300,9.03521,1018400,65.76314
2026-04-16,980100,63.0221,225200,14.48131,754900,48.54079
2026-04-15,318000,20.72427,375700,24.43015,-57700,-3.70588
2026-04-14,314200,21.14634,330400,22.19373,-16200,-1.04739
2026-04-13,657400,44.42846,711100,48.26688,-53700,-3.83842
2026-04-10,526000,-1643737974.86483,13018004313300,-4713660230.30265,-13018003787300,3069922255.4378204
2026-04-09,194000,13.03699,955900,64.15795,-761900,-51.12096
2026-04-08,947800,61.50362,1436100,92.84787,-488300,-31.34425
2026-04-06,649400,39.70453,9739800,582.74348,-9090400,-543.03895
2026-04-03,397000,24.32416,318300,19.47351,78700,4.85065
2026-04-02,80900,4.94269,698600,42.81867,-617700,-37.87598
2026-04-01,284500,17.94199,448100,28.28345,-163600,-10.34146
2026-03-31,9960000,574.62957,539300,33.6341,9420700,540.99547
2026-03-30,757600,46.4983,290800,17.654,466800,28.8443
2026-03-27,868700,52.31334,73700,4.43309,795000,47.88025
2026-03-26,179500,10.96739,473200,29.00169,-293700,-18.0343
2026-03-25,366200,22.70557,249500,15.51012,116700,7.19545
2026-03-24,524500,32.12014,257300,15.77569,267200,16.34445
2026-03-23,899800,55.88385,748900,45.60953,150900,10.27432
2026-03-20,474800,30.03848,904100,57.17842,-429300,-27.13994
2026-03-19,775000,49.14308,1659500,105.41518,-884500,-56.2721
2026-03-18,1223900,79.55793,2080600,134.24283,-856700,-54.6849
2026-03-17,967000,65.81187,1086000,74.03941,-119000,-8.22754
2026-03-16,609900,40.95277,1335500,90.29678,-725600,-49.34401
2026-03-13,615900,40.91435,790100,52.34181,-174200,-11.42746
2026-03-12,160000,10.59555,1024400,67.90074,-864400,-57.30519
2026-03-11,1565200,103.12765,1194800,78.78006,370400,24.34759
2026-03-10,1006100,64.20584,968900,62.05158,37200,2.15426
2026-03-09,1294300,79.18937,1504500,92.18736,-210200,-12.99799
2026-03-06,863600,55.65027,1300200,83.4113,-436600,-27.76103
2026-03-05,901100,59.95869,797500,53.31311,103600,6.64558
2026-03-04,970900,0.0,551400,36.69079,419500,-36.69079
2026-03-03,1241600,85.44612,1005200,69.20501,236400,16.24111
2026-03-02,1790700,120.63883,1615700,109.20215,175000,11.43668
2026-02-27,672700,44.56408,565200,37.47049,107500,7.09359
2026-02-26,836100,55.65633,676800,45.08368,159300,10.57265
2026-02-25,1874200,124.83241,2649900,177.36578,-775700,-52.53337
2026-02-24,675900,38.08637,5978500,72.18476,-5302600,-34.09839
