Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2025-11-27,426500,42.22736,469600,46.47324,-43100,-4.24588
2025-11-26,636200,63.3185,380800,37.78404,255400,25.53446
2025-11-25,440300,43.85886,464517,46.263064,-24217,-2.404204
2025-11-24,794100,79.58751,431803,43.266861,362297,36.320649
2025-11-21,750600,74.54915,495100,49.3258,255500,25.22335
2025-11-20,320500,31.71902,415008,41.01912,-94508,-9.3001
2025-11-19,505100,49.82407,618303,60.942559,-113203,-11.118489
2025-11-18,382400,38.18149,681200,67.88024,-298800,-29.69875
2025-11-17,539300,54.53773,257214,25.998112,282086,28.539618
2025-11-14,503600,50.38456,386900,38.38648,116700,11.99808
2025-11-13,420600,41.83883,4409500,460.93534,-3988900,-419.09651
2025-11-12,830800,82.46388,548000,53.66307,282800,28.80081
2025-11-11,664400,64.41354,1344703,130.161569,-680303,-65.748029
2025-11-10,763200,75.84379,1316900,128.56301,-553700,-52.71922
2025-11-07,683400,68.90208,401012,40.331998,282388,28.570082
2025-11-06,581600,58.7741,703704,71.024606,-122104,-12.250506
2025-11-05,1483800,149.6139,911800,92.28562,572000,57.32828
2025-11-04,8778800,179.81436,398900,41.13824,8379900,138.67612
2025-11-03,4092600,432.0259,1394604,147.194097,2697996,284.831803
2025-10-31,0,0.29513,0,0.0,0,0.29513
2025-10-30,544300,55.92069,521104,53.453828,23196,2.466862
2025-10-29,264400,27.11859,422300,43.02699,-157900,-15.9084
2025-10-28,822200,83.24863,5931401,578.367491,-5109201,-495.118861
2025-10-27,473800,46.9884,1023600,100.45944,-549800,-53.47104
2025-10-24,5742200,556.70335,2274700,220.84888,3467500,335.85447
2025-10-23,1028400,98.50726,2414950,221.871975,-1386550,-123.364715
2025-10-22,4112900,399.125611,1287400,124.03795,2825500,275.087661
2025-10-21,3210000,292.42803,931100,84.64123,2278900,207.7868
2025-10-20,1159500,103.59401,814800,72.50366,344700,31.09035
2025-10-17,271000,24.4952,851000,76.3085,-580000,-51.8133
2025-10-16,416400,37.55729,828000,74.64933,-411600,-37.09204
2025-10-15,1082500,98.18478,693944,62.830377,388556,35.354403
2025-10-14,512200,47.58179,882401,81.968418,-370201,-34.386628
2025-10-13,946600,89.09508,3307800,314.24658,-2361200,-225.1515
2025-10-10,761600,72.9884,1531100,146.52789,-769500,-73.53949
2025-10-09,392600,36.96003,1105401,104.109898,-712801,-67.149868
2025-10-08,1605100,158.6102,1559500,149.05105,45600,9.55915
2025-10-07,917000,87.885874,377100,36.11559,539900,51.770284
2025-10-06,2664000,253.38366,671400,63.79898,1992600,189.58468
2025-10-03,878700,81.91766,204100,19.04784,674600,62.86982
2025-10-02,493100,45.63557,524000,48.48301,-30900,-2.84744
2025-10-01,643000,60.04246,701900,65.37556,-58900,-5.3331
2025-09-30,441500,41.31736,996100,93.54949,-554600,-52.23213
2025-09-29,472400,45.35548,826000,79.58235,-353600,-34.22687
2025-09-26,506000,49.65475,838019,82.12921,-332019,-32.47446
2025-09-25,210800,20.67832,1575051,154.594208,-1364251,-133.915888
2025-09-24,475300,46.76048,528890,51.954055,-53590,-5.193575
2025-09-23,865400,85.07458,929216,91.802004,-63816,-6.727424
2025-09-22,922000,92.4929,1042451,104.27514,-120451,-11.78224
