t,open,high,low,close,volume,date_vn,Ticker,Date,ret_1d_pct,ret_5d_pct,ret_20d_pct,ret_60d_pct,ret_120d_pct,ret_252d_pct,sma_20,sma_50,sma_200,ema_20,ema_50,dist_sma20_pct,dist_sma50_pct,dist_sma200_pct,dist_ema20_pct,range_pct,body_pct,gap_pct,close_location_pct,traded_value,adv20_shares,adv60_shares,avg_value_20,avg_value_60,volume_ratio_20,value_ratio_20,atr14,atr14_pct,realized_vol_20d_pct,realized_vol_60d_pct,downside_vol_20d_pct,rsi14,high_52w,low_52w,pos_52w_pct,drawdown_60d_pct,drawdown_252d_pct,excess_ret_20d_vs_vnindex_pct,excess_ret_60d_vs_vnindex_pct,beta_60d_vs_vnindex,corr_60d_vs_vnindex,excess_ret_20d_vs_vn30_pct,excess_ret_60d_vs_vn30_pct,beta_60d_vs_vn30,corr_60d_vs_vn30
1755129600,46.133,46.133,45.797,45.941,1143800,2025-08-14,SAB,2025-08-14,-0.10437278479635825,0.41968130450937835,-1.0318828091339882,2.55832124120996,-1.698940836632068,-1.574685062987402,46.111200000000004,45.44796,46.42371,45.96193086404024,45.602696161604676,-0.36910772220198895,1.084845172368576,-1.0397919511387577,-0.045539566434127376,0.7306094935745627,-0.4174911391854578,0.31311835438909696,42.857142857143764,52547315.800000004,1548435.0,1341473.3333333333,71480961.11500001,61075247.665,0.7386813137135236,0.7351232409348949,0.6543571428571445,1.424342401900578,18.06157833373817,14.004878933824083,14.605791216840883,37.76312991707425,51.205,37.442,61.752524885562764,-2.8402842399120165,-9.818817109318246,-11.144566616625207,-22.319137201218364,0.552374722184186,0.5872261992156588,-10.76333200470504,-24.699830238684473,0.4403966270029581,0.5302081621655073
1755216000,45.989,45.989,45.461,45.557,1553000,2025-08-15,SAB,2025-08-15,-0.8358546831806035,-0.7321377987928424,-1.4536330009301435,2.1113975120475192,-3.6381327072360747,-3.121743753322692,46.077600000000004,45.47402,46.409839999999996,45.92336601984593,45.600904155267244,-1.129833151032178,0.18247781920313066,-1.8376275376083884,-0.7977769305664628,1.1493001893733237,-0.9403365185781656,0.10448183539757405,18.181818181818915,70750021.0,1559165.0,1360748.3333333333,71924817.485,61959583.89,0.9960459604980871,0.9836663265048257,0.6510000000000014,1.4289790811510883,18.237563075618034,14.092128293209871,14.693521892214504,32.35955056179779,51.205,37.442,58.962435515512624,-3.6523982742576733,-10.572600749857674,-10.317706520913049,-21.89389743796997,0.5568231038761506,0.5935864465377095,-9.929766122573046,-24.41407431993772,0.4452850813515884,0.536001813761648
1755475200,45.605,45.797,45.222,45.222,962200,2025-08-18,SAB,2025-08-18,-0.7353425379195366,-2.1782863570485977,-1.1519377472731684,1.3605289700773238,-4.346722507773338,-4.364928308590277,46.051249999999996,45.49697999999999,46.39429499999999,45.856569256051074,45.58604516878618,-1.8007111641920592,-0.6043917640247587,-2.5268085224702586,-1.3838131948070598,1.2621551023991828,-0.8407050508154521,0.10536251289592347,0.0,43512608.4,1525010.0,1364855.0,70336906.41999999,62152537.080000006,0.6309466823168373,0.6186312508567676,0.544785714285715,1.2046917745471561,18.054301147252996,14.181060023762468,14.55932734086327,47.15689193212272,51.205,37.442,56.528373174453264,-4.360883174012342,-11.230198457099105,-11.341493654481683,-21.4430522413207,0.5680597377056716,0.5958473429810599,-10.875780848878756,-24.10001813811524,0.4504321595494945,0.5373764498182997
1755561600,45.317,45.413,45.126,45.222,1046500,2025-08-19,SAB,2025-08-19,0.0,-2.381003777657853,-1.3589268186279813,1.3605289700773238,-3.9791065058603636,-6.768374394392329,46.0201,45.519940000000005,46.379185,45.79613408880811,45.57176888765731,-1.7342422115553813,-0.6545263460364881,-2.4950524680414254,-1.2536737002620035,0.6346468533014882,-0.21007474238202395,0.21007474238201596,33.44947735191776,47324823.0,1537440.0,1372450.0,70874161.29499999,62501975.09666667,0.6806769695077531,0.6677302720101276,0.5344285714285719,1.1817888890994912,18.029335730172047,14.181060023762468,14.55932734086327,43.09073420968263,51.205,37.442,56.528373174453264,-4.360883174012342,-11.230198457099105,-10.941978609239701,-22.10473849321972,0.562291308028629,0.5926698003558364,-10.687541898520248,-25.47123396382578,0.4440859607116655,0.5333209329097994
1755648000,45.222,45.222,44.646,44.838,1212700,2025-08-20,SAB,2025-08-20,-0.8491442218389267,-2.502772402096143,-3.80588689607827,0.49983189510254267,-4.794462374723962,-7.5600453561488585,45.9314,45.53252,46.36302500000001,45.70488322320734,45.54299363716095,-2.3805065815542203,-1.5253273923780175,-3.2893129816270794,-1.896697162475558,1.273716332758393,-0.8491442218389288,0.0,33.33333333333333,54375042.6,1465065.0,1382696.6666666667,67393051.305,62963637.33166667,0.827744844085416,0.8068345555970667,0.513928571428572,1.1461897752544092,17.00349230782778,14.294157438382788,14.569035360251897,37.510853835021706,51.205,37.442,53.73828380440312,-5.172997208357999,-11.983982097638535,-13.860042459421752,-23.533047593968682,0.5577628688870118,0.5833674220278828,-14.419857773447443,-27.168982996776325,0.4344078191734135,0.5188556386437996
1755734400,44.646,44.982,44.406,44.694,1406200,2025-08-21,SAB,2025-08-21,-0.32115616218385545,-2.7143510154328365,-4.898289216103501,0.5828738606953987,-3.81147099967718,-8.839846618258951,45.8163,45.534099999999995,46.346145,45.608608630520926,45.50969976903699,-2.449564892843803,-1.8449908969321749,-3.5647948712886457,-2.0053421009402883,1.2846246487354487,0.10705205406129135,-0.4282082162451517,50.000000000000625,62848702.800000004,1423090.0,1393250.0,65258540.585,63438644.795,0.988131460413607,0.9630724536068784,0.5276428571428576,1.1805675418240873,16.580036932170884,14.284925224559053,14.486735495425926,30.443974630021216,51.205,37.442,52.69200029063433,-5.477539971237622,-12.266650962840808,-15.876448609142379,-25.212663676752634,0.5383310225723815,0.5684942591993196,-17.761047533735628,-30.38592263545918,0.3967454190693451,0.4885612422069305
1755820800,44.598,44.694,43.831,43.927,1847600,2025-08-22,SAB,2025-08-22,-1.716114019778947,-3.57793533375772,-6.720886774823742,-0.12732191983265695,-5.826991103012125,-12.728970477212231,45.65805,45.52666,46.324995,45.44845542761418,45.4476331114277,-3.791335810443075,-3.5136774804037874,-5.176460353638468,-3.3476504609433966,1.9309079518503591,-1.5013200877075208,-0.21479393207142206,11.123986095016985,81159525.2,1448720.0,1395656.6666666667,66173125.845000006,63542772.788333334,1.2753327074935115,1.2264725923648105,0.5584285714285718,1.2712649883410472,17.275765728407787,14.569331955665268,15.050574317099267,21.962379257752872,51.205,37.442,47.11908740826855,-7.099653159631158,-13.772255265689104,-14.188574038478684,-23.60548490947697,0.5383631274289569,0.5940713686901411,-15.388436031112196,-27.54500004974948,0.40079409984713993,0.5242617727828395
1756080000,43.927,44.119,43.639,43.735,990900,2025-08-25,SAB,2025-08-25,-0.4370888064288536,-3.2882225465481474,-7.505710176803992,-1.3733537795417639,-6.780202915849598,-13.409756870198786,45.480599999999995,45.50726,46.302015000000004,45.28526919641283,45.380471028626616,-3.8381199896219353,-3.894455522041984,-5.544067574596923,-3.42334101998808,1.0927220160721125,-0.43708880642884823,0.0,19.999999999999407,43337011.5,1364850.0,1402681.6666666667,62031581.56,63844231.75333334,0.7260138476755688,0.6986281892245857,0.5378571428571429,1.2298094040405692,17.048583098405558,14.495291803010238,14.923897564733874,24.338028169014024,51.205,37.442,45.72404272324348,-7.505710176803992,-14.149147085958813,-11.14056782599302,-22.156860477139617,0.5123236962743533,0.5914921716866248,-12.665444316917096,-26.676929223661393,0.3960531796528922,0.5334696174916967
1756166400,43.735,44.023,43.591,44.023,696900,2025-08-26,SAB,2025-08-26,0.6585114896536126,-2.6513643801689413,-3.0607975689780353,-1.4263322884012442,-5.802931421846569,-11.929340215260265,45.4111,45.4864,46.280474999999996,45.16505308246875,45.32723687064126,-3.056741633653437,-3.2172253684617846,-4.877812943795401,-2.528621145165988,0.9877672344803983,0.6585114896536042,0.0,100.0,30679628.700000003,1267795.0,1404221.6666666667,57575588.294999994,63905609.39833333,0.5496945484088516,0.5328582756776503,0.513857142857143,1.1672469910209275,11.027199154772207,14.484050356808226,7.945676071107799,24.33802816901418,51.205,37.442,47.81660975078111,-6.896624651044747,-13.583809355554234,-14.726716506175453,-25.206625478232393,0.47512673965568847,0.5840531198393726,-17.108870399871947,-30.022797893775877,0.3723342772049196,0.530420375325295
1756252800,44.215,44.406,43.975,44.119,1209900,2025-08-27,SAB,2025-08-27,0.21806782818072357,-1.6035505597930322,-3.3601296738439923,-2.393752350611711,-4.86263854746195,-11.116707294961426,45.3344,45.47558,46.25811000000001,45.06542897937649,45.2798550325769,-2.6809663302040043,-2.9830955427066597,-4.624291826881832,-2.1001219799984816,0.9790336869363682,-0.21806782818073198,0.43613565636144713,33.410672853828125,53379578.1,1227265.0,1399656.6666666667,55632472.875,63677448.303333335,0.9858506516522512,0.9595039612914205,0.5137857142857142,1.1645452396602691,10.825973680887882,14.264809613199231,7.945676071107799,27.04225352112674,51.205,37.442,48.51413209329362,-6.693596142458336,-13.395363445419385,-14.314408906812293,-26.695623440123804,0.4843898766988472,0.603673390979512,-16.71386224353456,-31.187437206528333,0.37941046316115173,0.5483584776366448
