t,open,high,low,close,volume,date_vn,Ticker,Date,ret_1d_pct,ret_5d_pct,ret_20d_pct,ret_60d_pct,ret_120d_pct,ret_252d_pct,sma_20,sma_50,sma_200,ema_20,ema_50,dist_sma20_pct,dist_sma50_pct,dist_sma200_pct,dist_ema20_pct,range_pct,body_pct,gap_pct,close_location_pct,traded_value,adv20_shares,adv60_shares,avg_value_20,avg_value_60,volume_ratio_20,value_ratio_20,atr14,atr14_pct,realized_vol_20d_pct,realized_vol_60d_pct,downside_vol_20d_pct,rsi14,high_52w,low_52w,pos_52w_pct,drawdown_60d_pct,drawdown_252d_pct,excess_ret_20d_vs_vnindex_pct,excess_ret_60d_vs_vnindex_pct,beta_60d_vs_vnindex,corr_60d_vs_vnindex,excess_ret_20d_vs_vn30_pct,excess_ret_60d_vs_vn30_pct,beta_60d_vs_vn30,corr_60d_vs_vn30
1756080000,94.374,98.13,92.93,94.759,5063900,2025-08-25,VHM,2025-08-25,0.30591722239865504,4.791763430871643,2.928429445053937,27.791938072311908,134.00750728502987,149.7469822360445,90.9795,84.03144,56.45930499999999,91.06413848802293,84.5017112140469,4.154232546892422,12.766126583097947,67.8359306760861,4.057427625544419,5.504392928972149,0.40753678416429034,-0.10161956176564235,35.17307692307688,479850100.1,5800090.0,5418058.333333333,527925613.25999993,445451674.37333333,0.873072659217357,0.9089350621517902,3.3567857142857127,3.542445270935439,33.54572472383501,40.7206457032199,16.429391081685797,57.9993077189339,98.13,36.209,94.55596647340967,-1.4026033483513167,-1.4026033483513167,-0.70642820413509,7.008431374714053,1.3015282827507955,0.5348973842550248,-2.2313046950591664,2.4883626281922773,1.26325164028802,0.6057011013234197
1756166400,94.759,101.308,93.411,101.308,6413000,2025-08-26,VHM,2025-08-26,6.911216876497228,12.034149470285094,14.224507283633269,35.56718275368331,146.37159533073932,164.65686146451057,91.6103,84.71710000000002,56.76602,92.03974434630646,85.16078136251566,10.585818406882218,19.58388566180853,78.4659202811823,10.069840718832324,8.33377304530441,6.911216876497226,0.0,100.0,649688204.0,5921115.0,5445403.333333333,542704882.9599999,450335990.995,1.083073036075131,1.1971298294876136,3.618214285714284,3.5714990777769606,38.21631064359876,42.82257780767124,12.00722470684318,68.96516445854007,101.308,36.209,100.0,0.0,0.0,2.558588346435851,11.786889563852164,1.4056759924143214,0.5844472532046889,0.17643445273935932,6.97071714830868,1.3411925523576118,0.6462425227809332
1756252800,101.404,102.945,98.322,100.73,3023700,2025-08-27,VHM,2025-08-27,-0.5705373711849093,5.656775438706907,14.316518186460891,35.66878123021806,139.90759044466142,162.81733503796283,92.24105,85.35653999999998,57.069605,92.86738774189632,85.7713389561425,9.203006687369664,18.010875323671783,76.50376237929105,8.466494481309205,4.56331188060172,-0.6652979034232166,0.09476053223831382,52.087389141250405,304577301.0,5812400.0,5386943.333333333,535032659.50999993,447330122.15999997,0.5202154015552956,0.5692686148896811,3.721428571428569,3.6944590205783467,38.180003768943294,42.81401882166417,11.992367813546592,76.08781533946609,102.945,36.209,96.68095181011749,-0.5705373711849093,-0.5705373711849093,3.362238953492591,11.366910140705965,1.4031304731299685,0.5826194994507884,0.9627856167703239,6.875096374301435,1.3412213078475066,0.6458559829368398
1756339200,100.73,102.078,98.033,100.73,3292800,2025-08-28,VHM,2025-08-28,0.0,4.810263560406636,16.222452982577607,36.19892371345901,132.70265899692748,163.14689516445048,92.94404999999999,85.9902,57.373915,93.61620795695382,86.35795311472515,8.377028976034516,17.141255631455678,75.56759025421222,7.598889335826575,4.015685495880077,0.0,0.0,66.6749072929543,331683744.0,5586465.0,5353498.333333333,517765711.4599999,446325844.21,0.5894246182514344,0.6406058505973976,3.8383571428571406,3.8105401994015096,37.2813074185433,42.785155214154166,11.204062700421884,76.92571037315984,102.945,36.209,96.68095181011749,-0.5705373711849093,-0.5705373711849093,4.353060229070161,10.956950373370034,1.4018478307904851,0.5808753960492407,0.9942811432729801,6.26133731878722,1.3385338253182553,0.6438627813747189
1756425600,100.73,100.922,98.708,100.634,4250800,2025-08-29,VHM,2025-08-29,-0.09530427876501824,6.52482269503547,16.240441703051722,37.50068317210471,130.68494406748576,158.02266550433308,93.64705000000001,86.65082000000001,57.684484999999995,94.28456910391058,86.91779809061828,7.4609397733297556,16.137389121072367,74.45592172661333,6.734326684032177,2.197954929018166,-0.095304278765019,0.0,86.99186991869932,427775007.2,5378875.0,5316161.666666667,502782127.2,445537705.86333334,0.7902767772071297,0.8508158585156644,3.8657857142857117,3.841431041482711,37.27644785756339,42.67853651971265,11.208731928166687,82.35294117647055,102.945,36.209,96.5371014145289,-0.6652979034232342,-0.6652979034232342,3.7338372795928,11.008266506064679,1.406779261941752,0.5780190184520269,0.6733490018107737,6.0405395467990175,1.3431024887160465,0.6414948927468922
1756857600,99.285,99.863,97.263,98.9,3215200,2025-09-03,VHM,2025-09-03,-1.7230757000616048,4.37003345328677,11.387671896293462,45.26173550320194,125.71148184494602,148.06862646734223,94.1526,87.20358,57.983495000000005,94.7241339511572,87.38768836157442,5.042239938142967,13.412775025979439,70.56577910662337,4.408449963761107,2.583619850150043,-0.3825744778106713,-1.3405012222509338,62.961538461538616,317983280.0,5304390.0,5271585.0,497794122.895,444154074.81000006,0.6061394429896746,0.6387847211829626,3.9964999999999975,4.040950455005053,37.66449984406701,39.987476133230956,12.111566986087979,76.50229813312149,102.945,36.209,93.93880364421004,-2.376910016977929,-2.376910016977929,1.3686297614803777,16.974043888103154,1.283597167673034,0.5500276360788989,-1.0952402388125773,12.106697409600507,1.2479877590213153,0.6242811992816588
1756944000,98.226,98.708,95.53,98.515,5504100,2025-09-04,VHM,2025-09-04,-0.38928210313448064,-2.7569392348087085,6.562608168916584,40.90883084932917,117.89087209430917,150.12059816690785,94.45595,87.68508,58.282025000000004,95.08516881295175,87.82405352386562,4.297294135520313,12.350926748313395,69.0315324493272,3.6071147896842737,3.213346814964608,0.2922143579373119,-0.6814964610717955,93.9269981120202,542236411.5,5073800.0,5205661.666666667,478146207.31000006,442168823.6183334,1.0848082305175608,1.1340389261907244,4.092785714285712,4.1544797384009655,35.35100987315013,39.816205431308795,12.000620003602872,74.86672589960016,102.945,36.209,93.36190362023497,-2.7569392348087085,-2.7569392348087085,-3.0770518511202374,12.033938163400414,1.2724875448938433,0.5484765253288933,-4.864070250183871,6.828308077728543,1.2288844385320268,0.6194347101039698
1757030400,96.782,99.671,96.3,96.3,4185500,2025-09-05,VHM,2025-09-05,-2.248388570268489,-4.397895363843951,2.563556388655175,38.69685447632214,109.20683886945754,140.96084073564364,94.57629999999999,88.11072,58.56947999999999,95.20086702124206,88.15644358175325,1.822549623954428,9.294306073086211,64.4201041224884,1.1545409334483114,3.4218139369639236,-0.489265594071968,-1.7591229761965255,0.0,403063650.0,5007845.0,5230560.0,472457219.41999996,445771831.59833336,0.835788647611897,0.8531220043474218,4.11342857142857,4.271473075211392,36.18291451461611,40.15916231210303,13.419047919399087,65.17358958462489,102.945,36.209,90.04285543035245,-4.943341098432508,-4.943341098432508,-3.362567230054747,11.950352043232112,1.2713329462019864,0.5601869383228487,-4.525707876044738,7.359986526281222,1.2196706713712768,0.6288233397245677
1757289600,95.337,97.263,95.144,96.3,3227000,2025-09-08,VHM,2025-09-08,0.0,-4.397895363843951,5.263157894736836,42.85714285714286,108.7669094693028,140.96084073564364,94.81705000000001,88.57296000000001,58.856695,95.30554635255234,88.47579873541,1.5640119577649658,8.723926579850083,63.617749858363595,1.043437329207464,2.2004153686396672,0.9999999999999936,-0.9999999999999898,54.5540349221327,310760100.0,4917370.0,5201551.666666667,464957014.29499996,445370180.34833336,0.6562451066322038,0.6683630753935307,3.8314285714285705,3.97863818424566,34.747055601826474,39.51657591732553,11.298193215811494,64.99999999999997,102.945,36.209,90.04285543035245,-4.943341098432508,-4.943341098432508,2.5624542704077324,20.064831501803827,1.170188907664643,0.5535144376837513,1.0916156864767546,14.88155935385711,1.1634257538356205,0.6284916744425765
1757376000,96.3,97.648,95.144,97.648,2851500,2025-09-09,VHM,2025-09-09,1.3997923156801706,-2.9671880279031004,6.962274898129084,48.24576052467777,112.13530012382958,138.58483189992182,95.13485,89.04289999999999,59.15113,95.52863717611879,88.83549290264882,2.641671269781787,9.663993423394789,65.08222243598726,2.218562816900538,2.600207684319824,1.399792315680165,0.0,100.0,278443272.0,4885145.0,5157128.333333333,462921336.29499996,443954356.78,0.5837083648489452,0.6014915497922957,3.8658571428571418,3.958972168254488,34.91589309652331,39.07587678624761,11.381315094468627,67.6043291731669,102.945,36.209,92.06275473507553,-3.6127452915860614,-3.6127452915860614,3.658069718154966,23.78111237075795,1.1502289186030503,0.5479205810102352,1.4049843158541186,17.988124212944975,1.1463191646855333,0.6228284566988135
