Sector,TickerCount,MedianRet1dPct,MedianRet20dPct,TotalTradedValue,MedianVolumeRatio20,AboveSMA20Pct
Bất động sản,1,-0.04142502071250442,16.065416065416073,1012518930.0,0.6827011935597236,100.0
Không rõ,29,1.522842639593902,-0.2958579881656598,7661277900.0,0.973925924247531,44.827586206896555
