Ticker,LatestDate,LastClose,DailyOpen,DailyHigh,DailyLow,DailyVolume,Ret1dPct,Ret5dPct,Ret20dPct,Ret60dPct,Ret120dPct,Ret252dPct,SMA20,SMA50,SMA200,EMA20,EMA50,DistSMA20Pct,DistSMA50Pct,DistSMA200Pct,DistEMA20Pct,RSI14,ATR14,ATR14Pct,RealizedVol20dPct,RealizedVol60dPct,DownsideVol20dPct,Drawdown60dPct,Drawdown252dPct,DailyGapPct,DailyCloseLocationPct,DailyTradedValue,ADV20Shares,ADV60Shares,AvgValue20,AvgValue60,VolumeRatio20,ValueRatio20,High52w,Low52w,Pos52wPct,ExcessRet20dVsVNINDEXPct,ExcessRet60dVsVNINDEXPct,Beta60dVsVNINDEX,Corr60dVsVNINDEX,ExcessRet20dVsVN30Pct,ExcessRet60dVsVN30Pct,Beta60dVsVN30,Corr60dVsVN30,IntradayDate,IntradayLastTimestamp,IntradayOpen,IntradayHigh,IntradayLow,IntradayLast,IntradayVolume,IntradayVWAP,IntradayRetFromOpenPct,IntradayRangePct,IntradayCloseVsVWAPPct,IntradayAvgVolumePerMinute,IntradayTradedValue,IntradayRet5mPct,IntradayVolume5m,IntradayRet15mPct,IntradayVolume15m,IntradayRet30mPct,IntradayVolume30m,IntradayRet60mPct,IntradayVolume60m,IntradayVolumePctADV20,IntradayFirst15mVolume,IntradayFirst15mRangePct,IntradayFirst30mVolume,IntradayFirst30mRangePct,FetchedAt,PriceboardTime,FloorCode,BasicPrice,FloorPrice,CeilingPrice,HighestPrice,LowestPrice,AccumulatedValue,AccumulatedVolume,MatchPrice,MatchVolume,CurrentPrice,CurrentVolume,ForeignBuyVolume,ForeignSellVolume,ForeignNetVolume,ForeignTotalRoom,ForeignCurrentRoom,BestBid1,BestAsk1,BidVolume1,AskVolume1,BestBid2,BestAsk2,BidVolume2,AskVolume2,BestBid3,BestAsk3,BidVolume3,AskVolume3,BestBid4,BestAsk4,BidVolume4,AskVolume4,BestBid5,BestAsk5,BidVolume5,AskVolume5,BestBid6,BestAsk6,BidVolume6,AskVolume6,BestBid7,BestAsk7,BidVolume7,AskVolume7,BestBid8,BestAsk8,BidVolume8,AskVolume8,BestBid9,BestAsk9,BidVolume9,AskVolume9,BestBid10,BestAsk10,BidVolume10,AskVolume10,BidAskSpreadPct,BidDepthVolume10,AskDepthVolume10,DepthImbalance,OverviewFetchedAt,PE_fwd,PB,ROE,PeriodLabel,DateRange,PeriodEnd,AvailableDate,Revenue,GrossProfit,OperatingProfit,NetProfit,ParentNetProfit,Cash,Receivables,Inventory,TotalAssets,TotalLiabilities,ShortLiabilities,LongLiabilities,Equity,BCTT_EPS4Q,BCTT_BVPS,BCTT_PB,BCTT_GrossMarginPct,BCTT_NetMarginPct,BCTT_ROEAPct,BCTT_ROAAPct,BCTT_CurrentRatio,BCTT_InterestCoverage,BCTT_DebtToAssetsPct,BCTT_DebtToEquityPct,BCTT_RevenueQoQPct,BCTT_RevenueYoYPct,BCTT_NetProfitQoQPct,BCTT_NetProfitYoYPct,BCTT_GrossProfitYoYPct,BCTT_InventoryYoYPct,BCTT_ReceivablesYoYPct,BCTT_EquityYoYPct,BCTT_CashToShortLiability,BCTT_InventoryToRevenue,BCTT_ReceivablesToRevenue,BCTTFetchedAt,ForeignFlowDate,ForeignRoomRemaining_shares,ForeignHoldingPct,NetBuySellForeign_shares_1d,NetBuySellForeign_kVND_1d,NetBuySellForeign_shares_5d,NetBuySellForeign_kVND_5d,NetBuySellForeign_shares_20d,NetBuySellForeign_kVND_20d,ProprietaryFlowDate,NetBuySellProprietary_shares_1d,NetBuySellProprietary_kVND_1d,NetBuySellProprietary_shares_5d,NetBuySellProprietary_kVND_5d,NetBuySellProprietary_shares_20d,NetBuySellProprietary_kVND_20d,Ret1dPctRank,Ret1dPctPctRank,Ret5dPctRank,Ret5dPctPctRank,Ret20dPctRank,Ret20dPctPctRank,Ret60dPctRank,Ret60dPctPctRank,VolumeRatio20Rank,VolumeRatio20PctRank,ValueRatio20Rank,ValueRatio20PctRank,DailyTradedValueRank,DailyTradedValuePctRank,IntradayVolumePctADV20Rank,IntradayVolumePctADV20PctRank,ExcessRet20dVsVNINDEXPctRank,ExcessRet20dVsVNINDEXPctPctRank,RealizedVol20dPctRank,RealizedVol20dPctPctRank,Drawdown60dPctRank,Drawdown60dPctPctRank
MBB,2026-08-26,21.05,20.65,21.2,20.5,18747100,1.9370460048426352,5.513784461152893,-4.751131221719462,-16.468253968253965,-21.161048689138575,-25.35460992907801,21.31335,22.892999999999997,25.04025,21.169877602397996,22.474243123863204,-1.2356105445647914,-8.050495784737677,-15.935344096005434,-0.5662649763474081,27.075289575289602,0.6321428571428572,3.003053953172718,65.35551574444276,40.45041393353895,55.66214471316262,-16.633663366336627,-27.41379310344827,0.0,78.57142857142875,394626455.0,13109491.45,12894943.35,281708585.9675,299159460.5191667,1.4300402171588433,1.4008321884996686,29.5,19.85,12.435233160621756,-11.593471133022447,-16.595246123327335,0.776576678328461,0.350470533716744,-11.288835643282159,-16.235801826047958,0.9269168150367488,0.3871514691484417,2026-08-26,2026-08-26 14:45:00+07:00,20.65,21.2,20.5,21.05,18130300.0,20.867891320055378,1.9370460048426352,3.3898305084745726,0.8726740864785087,80222.56637168142,378341130.0,0.0,1072800.0,0.23809523809523725,2931700.0,-0.23696682464455776,4619300.0,2.1844660194174637,12124000.0,138.29903371270746,669600.0,1.2106537530266346,857200.0,1.2106537530266346,2026-08-26T16:02:49.097068+07:00,14:46:14,10.0,20.65,19.25,22.05,21.2,20.5,391219.865,1874710.0,21.05,120.0,0.0,0.0,72415.0,217230.0,-144815.0,187158728.3,8495623.7,21.0,21.05,6400.0,19660.0,20.95,21.1,21140.0,113600.0,20.9,21.15,52750.0,93150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80290.0,226410.0,-0.47642647538311056,2026-08-26T09:03:10.282255,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,1611223.0,,,,,3848.46,18590.36,1.42,,,5.15,0.47,,,,,,,,,,,,,,,,2026-07-02T02:46:09.067918,2026-07-10,86230028.0,22.16,2676100.0,66202740.00000001,4727100.0,121241810.0,-19059300.0,-474707630.0,2026-07-10,242600.0,6043400.0,-771530.0,-19753808.0,-9718352.0,-242871071.0,7.0,0.8125,9.0,0.75,29.0,0.125,29.0,0.125,8.0,0.78125,10.0,0.71875,11.0,0.6875,9.0,0.75,29.0,0.125,30.0,0.09375,4.0,0.90625
MSN,2026-08-26,70.1,69.5,70.3,69.1,3819500,0.8633093525179714,5.5722891566264865,5.731523378582204,-6.657789613848209,-4.365620736698506,-16.844602609727165,67.76,68.422,74.7625,68.04681836835258,68.90390194936383,3.453364817001159,2.452427581771932,-6.236415315164701,3.0173073199882605,69.14893617021272,1.4571428571428566,2.0786631342979414,25.156493458024755,22.94102205152649,12.532687299619122,-5.270270270270283,-20.7909604519774,0.0,83.33333333333314,267746949.99999997,4126156.85,3798085.7666666666,280289155.13500005,260014884.46833333,0.9256797884452695,0.9552526207124954,94.0,61.7,26.006191950464373,-1.110816532720782,-6.784781768921578,0.711554649978764,0.5662205599063499,-0.8061810429804916,-6.425337471642202,0.9396705783869526,0.6920316985757825,2026-08-26,2026-08-26 14:45:00+07:00,69.5,70.3,69.1,70.1,3544500.0,69.77164339116942,0.8633093525179714,1.7266187050359754,0.47061613124068646,15753.333333333334,247305590.0,-0.14245014245015675,329400.0,0.28612303290413976,728800.0,-0.14245014245015675,1009300.0,0.7183908045977017,2178300.0,85.90318131023061,150700.0,0.8633093525179979,236800.0,0.8633093525179979,2026-08-26T16:02:49.097068+07:00,14:46:15,10.0,69.5,64.7,74.3,70.3,69.1,266570.11,381950.0,70.1,140.0,0.0,0.0,30548.0,54687.4,-24139.4,153495108.1,116451281.4,70.1,70.2,920.0,3010.0,70.0,70.3,10300.0,3710.0,69.9,70.4,8330.0,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19550.0,17160.0,0.06510487605557069,2026-08-26T09:03:12.569573,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,24020.0,7906.0,2319.0,1974.0,1246.0,7081.0,3603.0,11330.0,130718.0,84455.0,41646.0,42810.0,46263.0,3285.91,30426.0,2.48,32.91,8.22,2.73,0.96,0.75,2.91,64.61,140.58,3.329605093349386,27.110123299994715,-13.986928104575158,100.81383519837233,27.639651275427823,15.635844049806092,-84.81924665037499,6.773910635155089,0.17002833405369064,0.4716902581182348,0.15,2026-07-02T02:46:12.371884,2026-07-10,1165801927.0,25.53,4700.0,340550.0,-7045900.0,-485144750.0,-11659300.0,-815857160.0,2026-07-10,-82700.0,-5649710.0,-1739200.0,-119655820.0,-2376058.0,-166761893.0,18.0,0.46875,8.0,0.78125,17.0,0.5,22.0,0.34375,22.0,0.34375,22.0,0.34375,15.0,0.5625,26.0,0.21875,17.0,0.5,12.0,0.65625,20.0,0.40625
MWG,2026-08-26,75.5,73.9,75.5,73.2,2162400,2.1650879566982306,4.570637119113563,13.533834586466176,-3.821656050955413,-8.706166868198306,6.338028169014076,72.78,74.21038,81.092595,73.24396537429116,74.28513086571203,3.73729046441329,1.737789241882326,-6.8965544881132494,3.0801645079974183,66.6666666666667,1.835714285714285,2.4314096499526956,29.602885787530674,34.82104749971601,9.197679063009113,-5.625000000000002,-19.423692636072577,0.0,100.0,163261200.0,3563713.3,4098656.6666666665,258089205.06,303866264.2033333,0.6067828183597149,0.6325766316419371,94.4,61.544,42.47626004382761,6.69149467516319,-3.948648206028782,1.2588595524398156,0.6599721121197668,6.99613016490348,-3.5892039087494054,1.5648015720594035,0.7592425922061813,2026-08-26,2026-08-26 14:45:00+07:00,73.8,75.5,73.2,75.5,1820300.0,74.25850134593199,2.3035230352303593,3.1165311653116494,1.6718606375915268,8162.780269058296,135172750.0,0.8010680907877044,272100.0,1.4784946236559016,564100.0,1.7520215633423097,687300.0,1.8893387314440124,1014500.0,51.07874418517338,35000.0,0.40650406504064657,98300.0,0.8130081300812931,2026-08-26T16:02:49.097068+07:00,14:45:03,10.0,73.9,68.8,79.0,75.5,73.2,160978.26,216240.0,75.5,10.0,0.0,0.0,4280.0,4000.0,280.0,72374729.4,0.0,75.4,75.5,100.0,3250.0,75.2,75.6,2140.0,11950.0,75.1,75.7,160.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,15740.0,-0.7353914002205072,2026-08-26T09:03:13.903065,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,46462.0,9710.0,3347.0,2758.0,2714.0,4554.0,2121.0,27601.0,83995.0,48061.0,48061.0,,35933.0,5560.99,24471.0,3.34,20.9,5.94,7.86,3.23,1.6,9.01,57.22,78.2,8.429404900816806,28.578940085789405,32.21476510067114,78.16537467700257,34.86111111111112,21.01455629603648,-78.49538679914833,21.11294617277293,0.09475458271779613,0.5940553570659894,0.045650208772760534,2026-07-02T02:46:15.770522,2026-07-10,285388.0,48.98,120900.0,9604600.0,860900.0,67695820.0,2747400.0,223164940.0,2026-07-10,-252300.0,-19310790.0,-2045620.0,-168717429.99999997,163762.0,10350955.0,6.0,0.84375,16.0,0.53125,4.0,0.90625,18.0,0.46875,30.0,0.09375,30.0,0.09375,22.0,0.34375,32.0,0.03125,4.0,0.90625,20.0,0.40625,19.0,0.4375
PLX,2026-08-26,37.4,37.4,38.8,37.35,5518700,-0.2666666666666706,-1.8372703412073532,13.505311077389969,-4.469987228607919,-39.67741935483872,1.3550135501354976,35.944849999999995,35.84494,41.327985,36.47597153519828,36.593819331379756,4.048285081172964,4.338297120876744,-9.504419342002757,2.533252510930528,67.61904761904762,1.4642857142857137,3.9152024446142084,49.01989402541724,39.78528529362663,21.264963582245695,-10.952380952380958,-46.18705035971223,-0.2666666666666706,3.4482758620687797,206399380.0,3513329.7,2673675.25,128178609.05,99090472.24083333,1.5707891007211763,1.6102482428989973,70.4,31.9,14.285714285714283,6.662971166086983,-4.596979383681288,0.7388578563720634,0.3390225257486232,6.967606655827273,-4.237535086401911,0.7489149135223545,0.3180336865354136,2026-08-26,2026-08-26 14:45:00+07:00,37.4,38.8,37.35,37.4,5518700.0,37.88299146538134,0.0,3.8770053475935713,-1.274955980767023,24637.053571428572,209064865.0,-0.3994673768308865,529700.0,-0.3994673768308865,824900.0,-0.6640106241699861,1250900.0,-1.449275362318847,1690200.0,157.07891007211762,625100.0,1.4705882352941102,1388900.0,2.5401069518716466,2026-08-26T16:02:49.097068+07:00,14:46:18,10.0,37.5,34.9,40.1,38.8,37.35,208970.19,551870.0,37.4,30.0,0.0,0.0,14290.0,67890.0,-53600.0,25877561.6,7523581.7,37.4,37.45,5320.0,1260.0,37.35,37.5,1840.0,1260.0,37.3,37.55,1280.0,1490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440.0,4010.0,0.35582329317269074,2026-08-26T09:03:15.556568,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,98698.0,3701.0,-493.0,-662.0,-763.0,10034.0,19662.0,29754.0,106073.0,77189.0,76146.0,1042.0,28884.0,1351.42,22733.0,1.78,3.75,-0.67,-2.61,-0.8,1.05,-1.6,72.77,38.1,20.520679423149723,45.441417014190776,-194.97847919655666,-413.7440758293839,-0.2963362068965525,89.7939656822096,65.28244788164088,-2.1544715447154417,0.1317731725894991,0.30146507528014754,0.19921376319682263,2026-07-02T03:18:29.958287,2026-07-10,78209060.0,13.96,-199700.0,-7297540.0,-103900.0,-4169689.999999999,-702100.0,-27511245.0,2026-07-10,2800.0,102220.0,-60500.0,-2130475.0,-38520.0,-1399557.0,30.0,0.09375,31.0,0.0625,5.0,0.875,19.0,0.4375,5.0,0.875,5.0,0.875,17.0,0.5,5.0,0.875,5.0,0.875,29.0,0.125,12.0,0.65625
SAB,2026-08-26,46.15,46.1,46.65,45.75,490300,0.10845986984815426,0.5446623093681824,7.325581395348824,-2.8421052631579014,1.2061403508771829,3.2577079697498457,45.459999999999994,45.8709,46.799130000000005,45.7166188667892,45.8134977049634,1.5178178618565852,0.6084467494642531,-1.3870556995397298,0.9479728465344284,64.67065868263472,1.0392857142857141,2.251973378733942,25.744225181733775,22.186040855193365,10.98751211111508,-6.008146639511203,-14.059590316573567,0.0,44.44444444444436,22627345.0,848041.95,669916.4333333333,38740748.7675,31014357.577499997,0.5781553613002282,0.5840709258304865,57.1,42.05,27.242524916943523,0.48324148404583767,-2.96909741823127,0.3016672941383609,0.2482210198152098,0.787876973786128,-2.6096531209518936,0.36935309767159574,0.2812710655246203,2026-08-26,2026-08-26 14:45:00+07:00,46.1,46.65,45.75,46.15,490100.0,46.18044276678229,0.10845986984815426,1.9522776572668081,-0.06592134020029228,2593.121693121693,22633035.0,0.0,128300.0,0.10845986984815426,176800.0,0.21715526601520097,197700.0,0.3260869565217428,258200.0,57.79195239103443,31000.0,0.43383947939261547,71200.0,1.1930585683297117,2026-08-26T16:02:49.097068+07:00,14:46:19,10.0,46.1,42.9,49.3,46.65,45.75,22614.16,49030.0,46.15,50.0,0.0,0.0,9372.0,4554.0,4818.0,128256237.2,52762737.9,46.1,46.15,230.0,880.0,46.0,46.2,100.0,760.0,45.95,46.25,610.0,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,2200.0,-0.4012738853503185,2026-08-26T09:03:17.397123,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,6457.0,2405.0,1548.0,1245.0,1185.0,3699.0,496.0,2063.0,30874.0,6675.0,5954.0,721.0,24199.0,3754.41,18868.0,2.35,37.25,19.29,5.02,3.73,3.73,205.93,21.62,1.27,-5.557993271902884,11.116847358458104,11.260053619302957,55.62499999999999,28.472222222222232,-6.904332129963898,-44.26966292134832,-5.494805904866052,0.621263016459523,0.31949821898714575,0.07681585875793712,2026-07-02T03:18:33.194118,2026-07-10,530446722.0,58.64,-45400.0,-2141440.0,-278500.0,-13229220.0,-51400.0,-2259890.0,2026-07-10,2700.0,128654.99999999999,1600.0,71805.0,64100.0,3032055.0,26.0,0.21875,25.0,0.25,14.0,0.59375,14.0,0.59375,31.0,0.0625,31.0,0.0625,32.0,0.03125,30.0,0.09375,14.0,0.59375,14.0,0.59375,18.0,0.46875
SHB,2026-08-26,12.05,12.0,12.1,11.85,50182500,0.0,4.782608695652191,7.589285714285721,-12.681159420289855,-20.608775859797078,-33.91466491170342,11.8,12.466999999999999,14.539819999999999,11.90112021724012,12.389649942625994,2.1186440677966045,-3.344830352129602,-17.12414596604358,1.2509728499692896,58.06451612903225,0.2714285714285711,2.2525192649673946,28.010830806628622,27.06367811460748,8.474739325464487,-13.928571428571423,-35.82232637409458,-0.4149377593361092,80.00000000000043,604699125.0,50332561.4,49592274.016666666,594753874.9100001,626505362.3116667,0.9970186019581352,1.0167216230268443,18.924,11.1,12.142126789366067,0.7469458029827347,-12.808151575363224,0.9328611458205345,0.6292457943027022,1.051581292723025,-12.448707278083848,1.1064595284818575,0.6907355920317219,2026-08-26,2026-08-26 14:45:00+07:00,12.05,12.1,11.85,12.05,50206200.0,12.00058010763611,0.0,2.0746887966804977,0.41181252839972426,222151.32743362832,602503525.0,-0.4132231404958553,7562800.0,0.0,10678300.0,0.0,11593600.0,1.2605042016806678,20955100.0,99.74894701067211,9801000.0,1.2448132780083017,10635700.0,1.2448132780083017,2026-08-26T16:02:49.097068+07:00,14:46:20,10.0,12.05,11.25,12.85,12.1,11.85,601888.815,5018250.0,12.05,28000.0,0.0,0.0,61695.0,210991.5,-149296.5,160326000.7,140184932.3,12.0,12.05,197510.0,24810.0,11.95,12.1,192000.0,423170.0,11.9,12.15,336150.0,365290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725660.0,813270.0,-0.05692916506923642,2026-08-26T09:03:19.305397,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,930983.0,,,,,2809.4,15613.37,1.0,,,5.33,0.41,,,,,,,,,,,,,,,,2026-07-02T03:18:36.664439,2026-07-10,1255860762.0,3.97,-198600.0,-2630085.0,-13316600.0,-178381950.0,-22907700.0,-310737380.0,2026-07-10,590500.0,7850840.0,-118830.0,-1795523.0,1020277.0,13080998.0,27.0,0.15625,15.0,0.5625,13.0,0.625,28.0,0.15625,19.0,0.4375,20.0,0.40625,7.0,0.8125,20.0,0.40625,13.0,0.625,18.0,0.46875,7.0,0.8125
SSB,2026-08-26,16.0,15.9,16.0,15.7,2047000,0.9463722397476282,6.3122923588039725,3.8961038961038863,11.111111111111116,13.434952144629552,-16.518835437754355,15.355,15.610999999999999,14.555925,15.43396978577606,15.34194167074043,4.200586128296968,2.4918326820831505,9.920874145751647,3.667431141050903,68.18181818181826,0.3428571428571429,2.1428571428571432,16.650882379349387,20.885863635384354,8.130240837220946,-3.0303030303030276,-12.739965095986028,0.3154574132492094,100.0,32752000.0,2160303.95,2287445.0,33166503.080000002,35299452.11,0.947551847970282,0.9875023580568566,19.747,13.234,42.46890833717181,-2.9462360151990996,10.984118956037747,0.4007961431754566,0.3503170150536543,-2.6416005254588093,11.343563253317123,0.4476529539316151,0.3621196880563502,2026-08-26,2026-08-26 14:45:00+07:00,15.9,16.0,15.7,16.0,2047600.0,15.859835905450284,0.6289308176100628,1.8867924528301931,0.8837676214641599,11503.370786516854,32474600.0,0.0,168900.0,0.9463722397476282,599500.0,0.31347962382446415,801700.0,1.2658227848101111,1242300.0,94.78295866653393,49300.0,0.6289308176100606,115200.0,0.6289308176100606,2026-08-26T16:02:49.097068+07:00,14:46:21,10.0,15.85,14.75,16.95,16.0,15.7,32452.11,204700.0,16.0,40.0,0.0,0.0,18970.0,23298.2,-4328.200000000001,102864000.0,102170172.0,15.95,16.0,1190.0,10100.0,15.9,16.05,1430.0,6040.0,15.85,16.1,1210.0,7250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3830.0,23390.0,-0.7185892725936811,2026-08-26T09:03:21.038942,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,403198.0,,,,,1124.99,14580.59,1.16,,,2.71,0.28,,,,,,,,,,,,,,,,2026-07-02T03:18:40.168064,2026-07-10,1018277583.0,0.3,168300.0,2682405.0,847700.0,13904495.0,3204100.0,51674045.0,2026-07-10,23700.0,382400.0,100410.0,1642604.0,345053.0,5434555.0,17.0,0.5,6.0,0.84375,22.0,0.34375,4.0,0.90625,21.0,0.375,21.0,0.375,31.0,0.0625,21.0,0.375,22.0,0.34375,2.0,0.96875,24.0,0.28125
SSI,2026-08-26,21.65,21.1,21.65,21.1,27952800,1.8823529411764683,11.5979381443299,-6.88172043010753,-20.6959706959707,-31.26984126984127,-34.21852211959164,21.889499999999998,24.0798,28.117675,21.624704681033606,23.470596291700115,-1.094131889718808,-10.090615370559552,-23.002168564790647,0.11697417069735927,35.94015280135824,0.8980000000000005,4.14780600461894,81.66489395803698,54.126242670347544,69.98305922474142,-21.841155234657037,-42.659639272187945,-0.7058823529411673,100.0,605178120.0,21801715.0,18933350.616666667,474729751.13,455112358.70416665,1.2821376666927349,1.2747844822438315,39.442,19.2,12.103547080328028,-13.724060341410516,-20.822962851044068,1.4516849520103854,0.4896149056476399,-13.419424851670225,-20.463518553764693,1.7044280529238192,0.5320272956733099,2026-08-26,2026-08-26 14:45:00+07:00,21.1,21.65,21.1,21.65,27929500.0,21.45762348054924,2.6066350710900243,2.6066350710900337,0.8965415933648968,123581.85840707965,599300695.0,0.0,3474400.0,0.23148148148146586,4867000.0,0.0,7226700.0,0.6976744186046435,14161300.0,128.10689434294505,1517100.0,1.421800947867285,2323000.0,1.421800947867285,2026-08-26T16:02:49.097068+07:00,14:46:21,10.0,21.25,19.8,22.7,21.65,21.1,599588.91,2795280.0,21.65,90.0,0.0,0.0,466600.0,274010.0,192590.0,250308922.0,174408315.0,21.6,21.65,8900.0,14390.0,21.55,21.7,37040.0,66150.0,21.5,21.75,38050.0,78870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83990.0,159410.0,-0.309860312243221,2026-08-26T09:03:24.504382,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,1596.0,,1278.0,919.0,1137.0,,93114.0,53446.0,53336.0,110.0,39668.0,2177.08,15923.98,1.69,71.75,40.2,3.56,1.37,1.65,,57.4,,,,,,,,52.617449664429536,43.190268201999785,0.01723038848057597,,,2026-07-02T02:46:20.372780,2026-07-10,1722371513.0,31.19,-1669100.0,-44603550.0,-5279600.0,-142901585.0,-9813700.0,-263295710.0,2026-07-10,-301200.0,-7900280.0,-894303.0,-24112741.0,-3064174.0,-84340451.0,8.0,0.78125,2.0,0.96875,31.0,0.0625,31.0,0.0625,12.0,0.65625,11.0,0.6875,6.0,0.84375,12.0,0.65625,31.0,0.0625,31.0,0.0625,2.0,0.96875
STB,2026-08-26,74.6,74.5,75.2,73.8,3360400,0.5390835579514697,-0.2673796791443861,4.335664335664324,12.859304084720113,16.927899686520377,29.06574394463668,73.7,72.6,63.9975,73.81437824088209,72.54549928648649,1.2211668928086672,2.754820936639124,16.567053400523445,1.064320770343885,62.24489795918363,1.7714285714285742,2.374569130601306,23.21250079660847,27.053462211179724,8.062710910061305,-0.7978723404255428,-2.864583333333337,0.40431266846361336,57.142857142856705,250685839.99999997,2965931.95,4135137.8333333335,219015721.885,298930447.39166665,1.132999696773218,1.1446020305867777,76.8,45.95,92.86871961102105,-2.5066755756386616,12.732311929646745,0.3477475232854032,0.23465581945407057,-2.2020400858983713,13.09175622692612,0.4753275677349054,0.29684741510161544,2026-08-26,2026-08-26 14:45:00+07:00,74.5,75.2,73.8,74.6,3358200.0,74.43156452861652,0.13422818791946067,1.8791946308724907,0.22629575563835047,15195.475113122173,249956080.0,-0.4005340453938744,1051600.0,0.2688172043010528,1321200.0,0.2688172043010528,1566100.0,0.6747638326585648,1887900.0,113.22579400380374,288900.0,0.6711409395973155,358100.0,0.6711409395973155,2026-08-26T16:02:49.097068+07:00,14:46:22,10.0,74.2,69.1,79.3,75.2,73.8,250127.42,336040.0,74.6,150.0,0.0,0.0,29440.0,100414.3,-70974.3,56556471.4,36069560.4,74.6,74.7,2850.0,500.0,74.5,74.8,2440.0,120.0,74.4,74.9,7830.0,4010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13120.0,4630.0,0.4783098591549296,2026-08-26T09:03:25.921295,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,859572.0,,,,,2454.27,32609.85,1.91,,,2.61,0.18,,,,,,,,,,,,,,,,2026-07-02T03:18:43.690504,2026-07-10,350491423.0,11.41,-125800.0,-8937530.0,-1458400.0,-104092030.0,-7602900.0,-544959360.0,2026-07-10,220100.0,15638590.0,673500.0,47965080.0,-2378356.0,-173457052.0,22.0,0.34375,29.0,0.125,20.0,0.40625,2.0,0.96875,16.0,0.53125,16.0,0.53125,16.0,0.53125,16.0,0.53125,20.0,0.40625,7.0,0.8125,30.0,0.09375
TCB,2026-08-26,33.45,31.25,33.45,31.0,39167000,6.869009584664543,7.903225806451619,17.781690140845097,6.022187004754365,8.596844360755806,-15.624054081323768,30.8225,31.359,32.392735,31.193708557575533,31.215993158266848,8.524616757239034,6.6679422175452085,3.2638954382826935,7.233161899489882,76.7295597484277,0.9107142857142859,2.722613709160795,38.71069555001668,31.332006763621433,12.275039324419083,-2.4781341107871557,-17.3032707854335,-0.15974440894569453,100.0,1310136150.0,16578867.2,13483981.883333333,515315459.2,424166606.14166665,2.36246539208662,2.5423963644209646,41.135,27.766,42.51626898047726,10.93935022954211,5.895194849680996,0.9131642131298926,0.5320479910682966,11.243985719282401,6.254639146960372,1.2323326630254599,0.6645120629143264,2026-08-26,2026-08-26 14:45:00+07:00,31.3,33.45,31.0,33.45,39201900.0,32.508141824758496,6.869009584664543,7.827476038338667,2.89729932986873,173459.73451327434,1274380925.0,0.0,1246900.0,0.0,1826700.0,0.0,3680500.0,6.022187004754365,33041800.0,236.45704816309765,429600.0,0.47923322683706754,819400.0,0.47923322683706754,2026-08-26T16:02:49.097068+07:00,14:46:22,10.0,31.3,29.15,33.45,33.45,31.0,1272235.77,3916700.0,33.45,10.0,0.0,0.0,723220.0,322790.0,400430.0,159713938.1,13309923.9,33.45,0.0,555870.0,0.0,33.4,0.0,3750.0,0.0,33.35,0.0,1930.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561550.0,0.0,1.0,2026-08-26T09:03:28.368774,,,,Q1/2026,01/01/2026-31/03/2026,2026-03-31,2026-05-15,,,,,,,,,1190454.0,,,,,3675.48,26344.4,1.17,,,3.64,0.56,,,,,,,,,,,,,,,,2026-07-02T02:46:23.614324,2026-07-10,70436637.0,21.54,-1028600.0,-33781385.0,-6733800.0,-225761895.0,-40165800.0,-1294887265.0,2026-07-10,100500.0,3490365.0,2732999.0,91986109.0,36421557.0,1146512788.0,1.0,1.0,3.0,0.9375,3.0,0.9375,6.0,0.84375,1.0,1.0,1.0,1.0,4.0,0.90625,1.0,1.0,3.0,0.9375,24.0,0.28125,26.0,0.21875
