SnapshotDate,Ticker,Horizon,ForecastWindow,Base,ForecastDate,Model,EvalRows,OpenMAEPct,HighMAEPct,LowMAEPct,CloseMAEPct,RangeMAEPct,CloseDirHitPct,SelectionScore,ForecastOpen,ForecastHigh,ForecastLow,ForecastClose,ForecastCloseRetPct,ForecastRangePct,ForecastCandleBias
2026-04-15,NVL,1,T+1,17.5,,hist_gbm,30,1.717482633047438,2.840356033243665,1.8959819153070083,3.2365210963984357,2.6452993222835106,60.0,6.397049261598905,17.572363207291037,17.792051680080988,17.22551998119296,17.378236631763915,-0.6957906756347665,3.2373239936458726,BEARISH
