Ticker,StrategyFamily,StrategyLabel,ParameterSummary,ExitEMASpan,MaxHoldDays,TargetPct,StopPct,LatestSignal,LatestSignalDate,TrainScore,TestScore,AllScore,RobustScore,TrainTrades,TrainWinRatePct,TrainAvgReturnPct,TrainMedianReturnPct,TrainProfitFactor,TrainAvgHoldDays,TrainWorstDrawdownPct,TestTrades,TestWinRatePct,TestAvgReturnPct,TestMedianReturnPct,TestProfitFactor,TestAvgHoldDays,TestWorstDrawdownPct,AllTrades,AllWinRatePct,AllAvgReturnPct,AllMedianReturnPct,AllProfitFactor,AllAvgHoldDays,AllWorstDrawdownPct
NVL,breakout_followthrough,breakout_followthrough/dd60<=-12%/look5/ret1>=4.5%/vol>=1.0,"{""dd60_max"": -0.12, ""lookback"": 5, ""min_ret1"": 0.045, ""min_vol_ratio"": 1.0}",5,10,15.0,-10.0,False,2026-04-15,20.59371966787895,13.73642742334564,23.294499133165186,16.82220893338563,7.0,57.14285714285714,2.7254636327021564,3.3898305084745894,2.506177270703823,7.428571428571429,-10.19736842105262,4.0,50.0,1.976594856694891,0.576901053595974,1.7550019307032554,4.25,-9.278350515463927,11.0,54.54545454545454,2.4531477141540603,3.378378378378377,2.16621352764583,6.2727272727272725,-10.19736842105262
